GEO.id,GEO.id2,GEO.display-label,VD01,VD01
Id,Id2,Geography,Median gross rent,Median gross rent 2010 dollars
1400000US11001003600,11001003600,"Census Tract 36, District of Columbia, District of Columbia",492,644.028
1400000US11001003700,11001003700,"Census Tract 37, District of Columbia, District of Columbia",502,657.118
1400000US11001003800,11001003800,"Census Tract 38, District of Columbia, District of Columbia",694,908.446
1400000US11001003900,11001003900,"Census Tract 39, District of Columbia, District of Columbia",741,969.969
1400000US11001004001,11001004001,"Census Tract 40.01, District of Columbia, District of Columbia",845,1106.105
1400000US11001004002,11001004002,"Census Tract 40.02, District of Columbia, District of Columbia",823,1077.307
1400000US11001004100,11001004100,"Census Tract 41, District of Columbia, District of Columbia",872,1141.448
1400000US11001004201,11001004201,"Census Tract 42.01, District of Columbia, District of Columbia",842,1102.178
1400000US11001004202,11001004202,"Census Tract 42.02, District of Columbia, District of Columbia",748,979.132
1400000US11001004300,11001004300,"Census Tract 43, District of Columbia, District of Columbia",656,858.704
1400000US11001004400,11001004400,"Census Tract 44, District of Columbia, District of Columbia",742,971.278
1400000US11001004600,11001004600,"Census Tract 46, District of Columbia, District of Columbia",553,723.877
1400000US11001004700,11001004700,"Census Tract 47, District of Columbia, District of Columbia",249,325.941
1400000US11001004801,11001004801,"Census Tract 48.01, District of Columbia, District of Columbia",555,726.495
1400000US11001004802,11001004802,"Census Tract 48.02, District of Columbia, District of Columbia",529,692.461
1400000US11001004901,11001004901,"Census Tract 49.01, District of Columbia, District of Columbia",347,454.223
1400000US11001004902,11001004902,"Census Tract 49.02, District of Columbia, District of Columbia",583,763.147
1400000US11001005000,11001005000,"Census Tract 50, District of Columbia, District of Columbia",609,797.181
1400000US11001005100,11001005100,"Census Tract 51, District of Columbia, District of Columbia",748,979.132
1400000US11001005201,11001005201,"Census Tract 52.01, District of Columbia, District of Columbia",689,901.901
1400000US11001005202,11001005202,"Census Tract 52.02, District of Columbia, District of Columbia",635,831.215
1400000US11001005301,11001005301,"Census Tract 53.01, District of Columbia, District of Columbia",789,1032.801
1400000US11001005302,11001005302,"Census Tract 53.02, District of Columbia, District of Columbia",1021,1336.489
1400000US11001005401,11001005401,"Census Tract 54.01, District of Columbia, District of Columbia",851,1113.959
1400000US11001005402,11001005402,"Census Tract 54.02, District of Columbia, District of Columbia",0,0
1400000US11001005500,11001005500,"Census Tract 55, District of Columbia, District of Columbia",913,1195.117
1400000US11001005600,11001005600,"Census Tract 56, District of Columbia, District of Columbia",848,1110.032
1400000US11001005701,11001005701,"Census Tract 57.01, District of Columbia, District of Columbia",742,971.278
1400000US11001005702,11001005702,"Census Tract 57.02, District of Columbia, District of Columbia",0,0
1400000US11001005800,11001005800,"Census Tract 58, District of Columbia, District of Columbia",1086,1421.574
1400000US11001005900,11001005900,"Census Tract 59, District of Columbia, District of Columbia",397,519.673
1400000US11001006001,11001006001,"Census Tract 60.01, District of Columbia, District of Columbia",693,907.137
1400000US11001006002,11001006002,"Census Tract 60.02, District of Columbia, District of Columbia",163,213.367
1400000US11001006100,11001006100,"Census Tract 61, District of Columbia, District of Columbia",729,954.261
1400000US11001006201,11001006201,"Census Tract 62.01, District of Columbia, District of Columbia",0,0
1400000US11001006202,11001006202,"Census Tract 62.02, District of Columbia, District of Columbia",0,0
1400000US11001006301,11001006301,"Census Tract 63.01, District of Columbia, District of Columbia",659,862.631
1400000US11001006302,11001006302,"Census Tract 63.02, District of Columbia, District of Columbia",0,0
1400000US11001006400,11001006400,"Census Tract 64, District of Columbia, District of Columbia",272,356.048
1400000US11001006500,11001006500,"Census Tract 65, District of Columbia, District of Columbia",784,1026.256
1400000US11001006600,11001006600,"Census Tract 66, District of Columbia, District of Columbia",898,1175.482
1400000US11001006700,11001006700,"Census Tract 67, District of Columbia, District of Columbia",798,1044.582
1400000US11001006801,11001006801,"Census Tract 68.01, District of Columbia, District of Columbia",569,744.821
1400000US11001006802,11001006802,"Census Tract 68.02, District of Columbia, District of Columbia",507,663.663
1400000US11001006804,11001006804,"Census Tract 68.04, District of Columbia, District of Columbia",0,0
1400000US11001006900,11001006900,"Census Tract 69, District of Columbia, District of Columbia",667,873.103
1400000US11001007000,11001007000,"Census Tract 70, District of Columbia, District of Columbia",831,1087.779
1400000US11001007100,11001007100,"Census Tract 71, District of Columbia, District of Columbia",200,261.8
1400000US11001007200,11001007200,"Census Tract 72, District of Columbia, District of Columbia",144,188.496
1400000US11001007301,11001007301,"Census Tract 73.01, District of Columbia, District of Columbia",1031,1349.579
1400000US11001007302,11001007302,"Census Tract 73.02, District of Columbia, District of Columbia",529,692.461
1400000US11001007304,11001007304,"Census Tract 73.04, District of Columbia, District of Columbia",468,612.612
1400000US11001007308,11001007308,"Census Tract 73.08, District of Columbia, District of Columbia",0,0
1400000US11001007401,11001007401,"Census Tract 74.01, District of Columbia, District of Columbia",288,376.992
1400000US11001007403,11001007403,"Census Tract 74.03, District of Columbia, District of Columbia",532,696.388
1400000US11001007404,11001007404,"Census Tract 74.04, District of Columbia, District of Columbia",282,369.138
1400000US11001007406,11001007406,"Census Tract 74.06, District of Columbia, District of Columbia",515,674.135
1400000US11001007407,11001007407,"Census Tract 74.07, District of Columbia, District of Columbia",598,782.782
1400000US11001007408,11001007408,"Census Tract 74.08, District of Columbia, District of Columbia",452,591.668
1400000US11001007409,11001007409,"Census Tract 74.09, District of Columbia, District of Columbia",469,613.921
1400000US11001007502,11001007502,"Census Tract 75.02, District of Columbia, District of Columbia",484,633.556
1400000US11001007503,11001007503,"Census Tract 75.03, District of Columbia, District of Columbia",486,636.174
1400000US11001007504,11001007504,"Census Tract 75.04, District of Columbia, District of Columbia",467,611.303
1400000US11001007601,11001007601,"Census Tract 76.01, District of Columbia, District of Columbia",517,676.753
1400000US11001007603,11001007603,"Census Tract 76.03, District of Columbia, District of Columbia",571,747.439
1400000US11001007604,11001007604,"Census Tract 76.04, District of Columbia, District of Columbia",529,692.461
1400000US11001007605,11001007605,"Census Tract 76.05, District of Columbia, District of Columbia",602,788.018
1400000US11001007703,11001007703,"Census Tract 77.03, District of Columbia, District of Columbia",530,693.77
1400000US11001007707,11001007707,"Census Tract 77.07, District of Columbia, District of Columbia",558,730.422
1400000US11001007708,11001007708,"Census Tract 77.08, District of Columbia, District of Columbia",568,743.512
1400000US11001007709,11001007709,"Census Tract 77.09, District of Columbia, District of Columbia",537,702.933
1400000US11001007803,11001007803,"Census Tract 78.03, District of Columbia, District of Columbia",473,619.157
1400000US11001007804,11001007804,"Census Tract 78.04, District of Columbia, District of Columbia",304,397.936
1400000US11001007806,11001007806,"Census Tract 78.06, District of Columbia, District of Columbia",507,663.663
1400000US11001007807,11001007807,"Census Tract 78.07, District of Columbia, District of Columbia",530,693.77
1400000US11001007808,11001007808,"Census Tract 78.08, District of Columbia, District of Columbia",390,510.51
1400000US11001007809,11001007809,"Census Tract 78.09, District of Columbia, District of Columbia",526,688.534
1400000US11001007901,11001007901,"Census Tract 79.01, District of Columbia, District of Columbia",440,575.96
1400000US11001007903,11001007903,"Census Tract 79.03, District of Columbia, District of Columbia",476,623.084
1400000US11001008001,11001008001,"Census Tract 80.01, District of Columbia, District of Columbia",677,886.193
1400000US11001008002,11001008002,"Census Tract 80.02, District of Columbia, District of Columbia",840,1099.56
1400000US11001008100,11001008100,"Census Tract 81, District of Columbia, District of Columbia",787,1030.183
1400000US11001008200,11001008200,"Census Tract 82, District of Columbia, District of Columbia",755,988.295
1400000US11001008301,11001008301,"Census Tract 83.01, District of Columbia, District of Columbia",813,1064.217
1400000US11001008302,11001008302,"Census Tract 83.02, District of Columbia, District of Columbia",884,1157.156
1400000US11001008402,11001008402,"Census Tract 84.02, District of Columbia, District of Columbia",506,662.354
1400000US11001008410,11001008410,"Census Tract 84.10, District of Columbia, District of Columbia",688,900.592
1400000US11001008500,11001008500,"Census Tract 85, District of Columbia, District of Columbia",691,904.519
1400000US11001008600,11001008600,"Census Tract 86, District of Columbia, District of Columbia",625,818.125
1400000US11001008701,11001008701,"Census Tract 87.01, District of Columbia, District of Columbia",566,740.894
1400000US11001008702,11001008702,"Census Tract 87.02, District of Columbia, District of Columbia",432,565.488
1400000US11001008802,11001008802,"Census Tract 88.02, District of Columbia, District of Columbia",448,586.432
1400000US11001008803,11001008803,"Census Tract 88.03, District of Columbia, District of Columbia",496,649.264
1400000US11001008804,11001008804,"Census Tract 88.04, District of Columbia, District of Columbia",503,658.427
1400000US11001008903,11001008903,"Census Tract 89.03, District of Columbia, District of Columbia",479,627.011
1400000US11001008904,11001008904,"Census Tract 89.04, District of Columbia, District of Columbia",459,600.831
1400000US11001008905,11001008905,"Census Tract 89.05, District of Columbia, District of Columbia",0,0
1400000US11001009000,11001009000,"Census Tract 90, District of Columbia, District of Columbia",222,290.598
1400000US11001009101,11001009101,"Census Tract 91.01, District of Columbia, District of Columbia",681,891.429
1400000US11001009102,11001009102,"Census Tract 91.02, District of Columbia, District of Columbia",391,511.819
1400000US11001009201,11001009201,"Census Tract 92.01, District of Columbia, District of Columbia",576,753.984
1400000US11001009203,11001009203,"Census Tract 92.03, District of Columbia, District of Columbia",517,676.753
1400000US11001009204,11001009204,"Census Tract 92.04, District of Columbia, District of Columbia",505,661.045
1400000US11001009301,11001009301,"Census Tract 93.01, District of Columbia, District of Columbia",713,933.317
1400000US11001009302,11001009302,"Census Tract 93.02, District of Columbia, District of Columbia",496,649.264
1400000US11001009400,11001009400,"Census Tract 94, District of Columbia, District of Columbia",679,888.811
1400000US11001009501,11001009501,"Census Tract 95.01, District of Columbia, District of Columbia",596,780.164
1400000US11001009503,11001009503,"Census Tract 95.03, District of Columbia, District of Columbia",1042,1363.978
1400000US11001009504,11001009504,"Census Tract 95.04, District of Columbia, District of Columbia",579,757.911
1400000US11001009505,11001009505,"Census Tract 95.05, District of Columbia, District of Columbia",575,752.675
1400000US11001009507,11001009507,"Census Tract 95.07, District of Columbia, District of Columbia",629,823.361
1400000US11001009508,11001009508,"Census Tract 95.08, District of Columbia, District of Columbia",584,764.456
1400000US11001009509,11001009509,"Census Tract 95.09, District of Columbia, District of Columbia",831,1087.779
1400000US11001009601,11001009601,"Census Tract 96.01, District of Columbia, District of Columbia",412,539.308
1400000US11001009602,11001009602,"Census Tract 96.02, District of Columbia, District of Columbia",564,738.276
1400000US11001009603,11001009603,"Census Tract 96.03, District of Columbia, District of Columbia",595,778.855
1400000US11001009604,11001009604,"Census Tract 96.04, District of Columbia, District of Columbia",528,691.152
1400000US11001009700,11001009700,"Census Tract 97, District of Columbia, District of Columbia",514,672.826
1400000US11001009801,11001009801,"Census Tract 98.01, District of Columbia, District of Columbia",322,421.498
1400000US11001009802,11001009802,"Census Tract 98.02, District of Columbia, District of Columbia",336,439.824
1400000US11001009803,11001009803,"Census Tract 98.03, District of Columbia, District of Columbia",565,739.585
1400000US11001009804,11001009804,"Census Tract 98.04, District of Columbia, District of Columbia",501,655.809
1400000US11001009806,11001009806,"Census Tract 98.06, District of Columbia, District of Columbia",474,620.466
1400000US11001009807,11001009807,"Census Tract 98.07, District of Columbia, District of Columbia",497,650.573
1400000US11001009808,11001009808,"Census Tract 98.08, District of Columbia, District of Columbia",586,767.074
1400000US11001009809,11001009809,"Census Tract 98.09, District of Columbia, District of Columbia",0,0
1400000US11001009901,11001009901,"Census Tract 99.01, District of Columbia, District of Columbia",668,874.412
1400000US11001009902,11001009902,"Census Tract 99.02, District of Columbia, District of Columbia",573,750.057
1400000US11001009903,11001009903,"Census Tract 99.03, District of Columbia, District of Columbia",234,306.306
1400000US11001009904,11001009904,"Census Tract 99.04, District of Columbia, District of Columbia",496,649.264
1400000US11001009905,11001009905,"Census Tract 99.05, District of Columbia, District of Columbia",495,647.955
1400000US11001009906,11001009906,"Census Tract 99.06, District of Columbia, District of Columbia",517,676.753
1400000US11001009907,11001009907,"Census Tract 99.07, District of Columbia, District of Columbia",349,456.841
