GEO_ID_2,HC03_EST_VC52,HC03_EST_VC29,HC02_EST_VC31
1400000US24031701218,(X),43.9,33
1400000US24031701219,(X),22.7,32
1400000US24031701220,(X),1.0,68
1400000US24031701221,(X),16.3,85
1400000US24031701303,(X),6.8,22
1400000US24031701306,(X),6.0,1
1400000US24031701307,(X),0.0,49
1400000US24031701308,(X),1.1,72
1400000US24031701312,(X),0.0,0
1400000US24031701314,(X),0.0,0
1400000US24031701315,(X),0.0,0
1400000US24031701316,(X),4.9,118
1400000US24031701317,(X),0.0,10
1400000US24031701408,(X),0.0,0
1400000US24031701410,(X),13.3,111
1400000US24031701414,(X),15.0,89
1400000US24031701415,(X),0.3,67
1400000US24031701418,(X),0.0,0
1400000US24031701420,(X),7.7,122
1400000US24031701421,(X),0.4,0
1400000US24031701423,(X),18.6,0
1400000US24031701503,(X),0.0,55
1400000US24031701505,(X),22.9,114
1400000US24031701506,(X),8.0,61
1400000US24031701507,(X),3.3,100
1400000US24031701509,(X),13.2,140
1400000US24031701602,(X),6.0,50
1400000US24031701701,(X),19.4,17
1400000US24031701702,(X),19.6,10
1400000US24031701703,(X),2.6,23
1400000US24031701704,(X),3.4,11
1400000US24031701800,(X),26.4,166
1400000US24031702000,(X),22.0,20
1400000US24031702101,(X),18.8,107
1400000US24031701407,(X),2.8,4
1400000US24031702200,(X),0.0,80
1400000US24031702301,(X),7.9,28
1400000US24031702302,(X),10.7,61
1400000US24031702401,(X),1.4,31
1400000US24031702402,(X),17.8,73
1400000US24031702601,(X),5.2,196
1400000US24031702602,(X),0.0,397
1400000US24031702700,(X),43.7,91
1400000US24031702800,(X),4.7,88
1400000US24031702900,(X),20.0,1
1400000US24031703000,(X),1.4,20
1400000US24031703100,(X),6.1,22
1400000US24031703202,(X),4.6,62
1400000US24031703206,(X),6.9,47
1400000US24031703207,(X),22.6,20
1400000US24031703208,(X),12.1,26
1400000US24031703210,(X),2.9,0
1400000US24031703212,(X),8.0,26
1400000US24031703213,(X),19.1,103
1400000US24031703214,(X),22.9,0
1400000US24031703215,(X),7.4,96
1400000US24031703216,(X),8.4,34
1400000US24031703219,(X),12.3,72
1400000US24031703220,(X),4.2,78
1400000US24031703221,(X),26.3,41
1400000US24031703302,(X),3.6,21
1400000US24031703401,(X),11.8,62
1400000US24031703403,(X),11.3,33
1400000US24031703404,(X),7.8,40
1400000US24031703501,(X),17.9,166
1400000US24031703502,(X),8.8,133
1400000US24031703601,(X),5.1,20
1400000US24031703701,(X),8.1,10
1400000US24031703702,(X),6.5,14
1400000US24031703800,(X),26.1,24
1400000US24031703901,(X),6.6,16
1400000US24031704000,(X),17.3,120
1400000US24031704100,(X),1.7,59
1400000US24031704200,(X),3.3,25
1400000US24031704300,(X),4.9,32
1400000US24031704401,(X),10.4,37
1400000US24031704404,(X),0.0,42
1400000US24031704501,(X),7.4,19
1400000US24031704503,(X),5.5,19
1400000US24031704600,(X),7.4,84
1400000US24031704700,(X),0.0,28
1400000US24031704803,(X),0.0,87
1400000US24031704805,(X),26.2,32
1400000US24031704806,(X),0.0,42
1400000US24031705000,(X),13.7,101
1400000US24031705100,(X),4.1,54
1400000US24031705200,(X),76.4,3
1400000US24031705400,(X),0.0,20
1400000US24031705501,(X),31.9,158
1400000US24031705502,(X),0.0,33
1400000US24031705702,(X),26.0,32
1400000US24031705800,(X),0.0,64
1400000US24031705902,(X),6.1,0
1400000US24031705903,(X),10.5,58
1400000US24031706005,(X),0.0,197
1400000US24031706007,(X),0.0,59
1400000US24031706008,(X),0.0,0
1400000US24031706009,(X),5.8,59
1400000US24031706010,(X),11.0,92
1400000US24031706012,(X),3.8,137
1400000US24031706013,(X),0.0,18
1400000US24033800102,(X),2.3,48
1400000US24033800103,(X),3.6,64
1400000US24033800105,(X),6.8,10
1400000US24033800108,(X),6.1,50
1400000US24033800109,(X),4.8,12
1400000US24033800203,(X),0.2,26
1400000US24033800206,(X),1.3,11
1400000US24033800208,(X),4.1,24
1400000US24033800210,(X),9.6,38
1400000US24033800211,(X),1.1,41
1400000US24033800212,(X),0.0,68
1400000US24033800213,(X),3.3,80
1400000US24033800215,(X),28.5,1
1400000US24033800401,(X),12.0,7
1400000US24033800402,(X),1.8,5
1400000US24033800403,(X),1.1,23
1400000US24033800409,(X),6.6,84
1400000US24033800410,(X),7.0,17
1400000US24033800411,(X),3.0,67
1400000US24033800412,(X),20.5,0
1400000US24033800504,(X),7.6,7
1400000US24033800505,(X),12.8,11
1400000US24033800507,(X),1.9,22
1400000US24033800509,(X),4.0,103
1400000US24033800511,(X),8.3,10
1400000US24033800513,(X),0.3,33
1400000US24033800515,(X),3.8,9
1400000US24033800516,(X),0.0,37
1400000US24033800517,(X),0.0,56
1400000US24033800518,(X),21.3,9
1400000US24033800520,(X),0.0,0
1400000US24033800601,(X),6.4,19
1400000US24033800604,(X),7.0,0
1400000US24033800605,(X),2.6,18
1400000US24033800606,(X),7.7,59
1400000US24033800607,(X),3.1,3
1400000US24033800608,(X),0.0,32
1400000US24033800701,(X),4.8,0
1400000US24033800705,(X),0.2,2
1400000US24033800706,(X),0.0,0
1400000US24033800707,(X),11.0,91
1400000US24033800800,(X),3.8,11
1400000US24033800900,(X),9.4,0
1400000US24033801003,(X),5.3,0
1400000US24033801004,(X),0.0,0
1400000US24033801104,(X),16.5,0
1400000US24033801207,(X),3.2,9
1400000US24033801208,(X),2.5,1
1400000US24033801210,(X),3.5,0
1400000US24033801211,(X),0.2,0
1400000US24033801212,(X),3.9,0
1400000US24033801213,(X),0.7,51
1400000US24033801214,(X),8.8,16
1400000US24033801215,(X),0.0,0
1400000US24033801217,(X),0.0,34
1400000US24033801302,(X),3.6,0
1400000US24033801305,(X),1.5,1
1400000US24033801307,(X),1.9,7
1400000US24033801309,(X),2.5,70
1400000US24033801310,(X),3.1,0
1400000US24033801311,(X),4.3,38
1400000US24033801312,(X),9.9,12
1400000US24033801404,(X),6.3,45
1400000US24033801405,(X),11.4,0
1400000US24033801406,(X),8.9,31
1400000US24033801407,(X),4.5,27
1400000US24033801408,(X),10.0,16
1400000US24033801410,(X),6.2,17
1400000US24033801411,(X),1.9,0
1400000US24033801500,(X),3.0,12
1400000US24033801600,(X),0.0,31
1400000US24033801701,(X),15.4,0
1400000US24033801704,(X),6.7,15
1400000US24033801706,(X),5.0,8
1400000US24033801707,(X),4.6,0
1400000US24033801708,(X),8.3,10
1400000US24033801802,(X),11.4,11
1400000US24033801804,(X),6.7,14
1400000US24033801807,(X),3.4,31
1400000US24033801808,(X),6.7,13
1400000US24033801901,(X),0.6,43
1400000US24033801904,(X),7.9,2
1400000US24033801905,(X),3.9,10
1400000US24033801906,(X),8.7,24
1400000US24033801907,(X),9.5,12
1400000US24033802001,(X),8.3,0
1400000US24033802002,(X),4.2,6
1400000US24033802103,(X),6.0,0
1400000US24033802106,(X),7.4,0
1400000US24033802107,(X),9.9,0
1400000US24033802201,(X),13.0,19
1400000US24033802204,(X),6.5,50
1400000US24033802301,(X),0.0,51
1400000US24033802404,(X),10.9,17
1400000US24033802405,(X),2.0,9
1400000US24033802407,(X),20.6,16
1400000US24033802408,(X),16.8,16
1400000US24033802501,(X),5.9,36
1400000US24033802502,(X),7.9,0
1400000US24033802700,(X),17.3,0
1400000US24033802803,(X),10.8,31
1400000US24033802804,(X),6.2,1
1400000US24033802805,(X),12.4,36
1400000US24033802901,(X),21.0,30
