,GEO.id,xxxxx1
925,1400000US51059492400,91855
926,1400000US51059492500,173789
927,1400000US51059980100,-
928,1400000US51059980200,-
929,1400000US51059980300,-
930,1400000US51510200102,70948
931,1400000US51510200103,53026
932,1400000US51510200104,62286
933,1400000US51510200105,48447
934,1400000US51510200106,76555
935,1400000US51510200107,78735
936,1400000US51510200201,81578
937,1400000US51510200202,204583
938,1400000US51510200301,85469
939,1400000US51510200302,101557
940,1400000US51510200303,61636
941,1400000US51510200403,117951
942,1400000US51510200404,152240
943,1400000US51510200405,59937
944,1400000US51510200406,62115
945,1400000US51510200407,74797
946,1400000US51510200500,51386
947,1400000US51510200600,80886
948,1400000US51510200701,91739
949,1400000US51510200702,123583
950,1400000US51510200703,113886
951,1400000US51510200801,138056
952,1400000US51510200802,104028
953,1400000US51510200900,166800
954,1400000US51510201000,77369
955,1400000US51510201100,156705
956,1400000US51510201202,99659
957,1400000US51510201203,47747
958,1400000US51510201204,71289
959,1400000US51510201300,106296
960,1400000US51510201400,105949
961,1400000US51510201500,150114
962,1400000US51510201600,104345
963,1400000US51510201801,120431
964,1400000US51510201802,145417
965,1400000US51510201900,98656
966,1400000US51510202001,193256
967,1400000US51510202002,103750
968,1400000US51610500100,142685
969,1400000US51610500200,119267
970,1400000US51610500300,115000
