,OBJECTID,GEO_ID_2,STATE,COUNTY,TRACT,NAME,LSAD,CENSUSAREA,GEOID_TXT,CTYFIPS,SHAPE_LENG,SHAPE_AREA,HC01_EST_VC02,HC03_EST_VC04,HC02_EST_VC21
617,618,1400000US24033801702,24,33,801702,8017.02,Tract,0.533,24033801702,24033,19323.5001096,14850795.1726,7.9,32.9,10.6
618,619,1400000US24033801801,24,33,801801,8018.01,Tract,0.255,24033801801,24033,11939.8905443,7092053.97693,28.9,9.3,7.3
619,620,1400000US24033801805,24,33,801805,8018.05,Tract,0.266,24033801805,24033,13529.7575559,7327922.19458,7.1,0.0,52.2
620,621,1400000US24033802104,24,33,802104,8021.04,Tract,0.678,24033802104,24033,18183.8409569,18830082.4316,0.0,27.2,11.7
621,622,1400000US24033802203,24,33,802203,8022.03,Tract,1.461,24033802203,24033,32116.4007615,40876349.9469,20.3,22.0,15.9
622,623,1400000US24033802406,24,33,802406,8024.06,Tract,0.349,24033802406,24033,15900.6144949,9677100.75886,32.1,21.0,0.0
623,624,1400000US24033802600,24,33,802600,8026.0,Tract,0.354,24033802600,24033,13480.4118676,10088156.8094,0.0,56.4,0.0
624,625,1400000US24031700308,24,31,700308,7003.08,Tract,0.956,24031700308,24031,24463.4557391,26720756.5073,10.7,66.5,43.8
625,626,1400000US24031700309,24,31,700309,7003.09,Tract,0.889,24031700309,24031,20967.4993196,24917532.3883,7.5,27.3,59.9
626,627,1400000US24031700310,24,31,700310,7003.1,Tract,0.82,24031700310,24031,28375.8659855,23714003.5338,3.4,45.1,59.3
627,628,1400000US24031700311,24,31,700311,7003.11,Tract,4.335,24031700311,24031,56992.772505,121088050.748,11.0,4.6,64.8
628,629,1400000US24031700312,24,31,700312,7003.12,Tract,22.426,24031700312,24031,141693.053479,649608937.61,32.9,57.3,42.6
629,630,1400000US24031700400,24,31,700400,7004.0,Tract,35.938,24031700400,24031,153426.212439,1007614078.93,1.6,53.2,100.0
630,631,1400000US24031700500,24,31,700500,7005.0,Tract,63.953,24031700500,24031,199593.16572,1953675741.19,13.1,36.7,52.5
631,632,1400000US24031700604,24,31,700604,7006.04,Tract,16.389,24031700604,24031,126521.309025,493463315.155,23.6,34.1,78.1
632,633,1400000US24031700606,24,31,700606,7006.06,Tract,1.792,24031700606,24031,40078.7591783,50376324.7041,0.0,30.7,55.5
633,634,1400000US24031700608,24,31,700608,7006.08,Tract,10.275,24031700608,24031,83785.1858442,321781383.391,7.1,17.1,48.9
634,635,1400000US24031700610,24,31,700610,7006.1,Tract,1.848,24031700610,24031,35318.4183385,56063942.9191,0.0,53.5,43.2
635,636,1400000US24031700613,24,31,700613,7006.13,Tract,4.888,24031700613,24031,59857.7567606,137191415.375,10.5,33.6,77.7
636,637,1400000US24031700614,24,31,700614,7006.14,Tract,0.885,24031700614,24031,24465.5778691,24711254.7827,7.8,43.4,55.3
637,638,1400000US24031700615,24,31,700615,7006.15,Tract,1.05,24031700615,24031,29534.5923014,29614989.0215,0.0,60.2,89.4
638,639,1400000US24031700616,24,31,700616,7006.16,Tract,1.112,24031700616,24031,32077.9742028,30891221.7233,20.7,0.0,40.9
639,640,1400000US24031700704,24,31,700704,7007.04,Tract,1.126,24031700704,24031,26911.6527186,31122004.0161,9.0,41.1,20.4
640,641,1400000US24031700706,24,31,700706,7007.06,Tract,1.397,24031700706,24031,28999.2566976,38822399.7284,4.4,47.9,43.7
641,642,1400000US24031700711,24,31,700711,7007.11,Tract,1.748,24031700711,24031,29580.3323964,49490501.9578,6.6,48.8,45.9
642,643,1400000US24031700713,24,31,700713,7007.13,Tract,0.53,24031700713,24031,20366.6945839,15680085.1388,36.5,10.6,45.6
643,644,1400000US24031700715,24,31,700715,7007.15,Tract,0.912,24031700715,24031,24321.1956202,25416654.6956,6.9,27.7,28.7
644,645,1400000US24031700716,24,31,700716,7007.16,Tract,1.121,24031700716,24031,27291.4881491,31312776.3131,20.9,19.2,26.5
645,646,1400000US24031700717,24,31,700717,7007.17,Tract,1.106,24031700717,24031,25252.8938928,30972451.1824,42.5,39.1,33.9
646,647,1400000US24031700719,24,31,700719,7007.19,Tract,0.531,24031700719,24031,19303.6888725,14997276.5757,31.7,25.0,28.1
647,648,1400000US24031700720,24,31,700720,7007.2,Tract,0.594,24031700720,24031,20103.4062525,16738287.8107,12.6,37.6,36.6
648,649,1400000US24031700721,24,31,700721,7007.21,Tract,0.167,24031700721,24031,10235.7457274,4685089.60039,7.1,49.6,41.1
649,650,1400000US24031700722,24,31,700722,7007.22,Tract,1.026,24031700722,24031,22765.9724655,28716941.2766,10.3,56.0,50.6
650,651,1400000US24031700724,24,31,700724,7007.24,Tract,0.322,24031700724,24031,15098.0911067,9058439.65066,32.1,33.3,20.0
651,652,1400000US24031700810,24,31,700810,7008.1,Tract,1.367,24031700810,24031,34015.3639969,38674656.2869,14.0,15.0,39.8
652,653,1400000US24031700811,24,31,700811,7008.11,Tract,0.578,24031700811,24031,17786.7979475,16164145.4418,1.2,39.5,12.3
653,654,1400000US24031700812,24,31,700812,7008.12,Tract,0.677,24031700812,24031,19618.6771381,19170024.0915,17.2,22.9,31.7
654,655,1400000US24031700101,24,31,700101,7001.01,Tract,11.524,24031700101,24031,92275.293284,322410114.699,9.3,73.9,51.1
655,656,1400000US24031700103,24,31,700103,7001.03,Tract,27.046,24031700103,24031,160980.993248,758393509.033,2.1,26.6,8.5
656,657,1400000US24031700104,24,31,700104,7001.04,Tract,0.93,24031700104,24031,32743.9419453,26168572.8013,19.8,64.6,30.6
657,658,1400000US24031700204,24,31,700204,7002.04,Tract,14.539,24031700204,24031,131390.837303,406607748.28,0.0,78.5,27.6
658,659,1400000US24031700205,24,31,700205,7002.05,Tract,9.045,24031700205,24031,85150.3106758,252366439.421,12.4,52.2,43.9
659,660,1400000US24031700206,24,31,700206,7002.06,Tract,4.946,24031700206,24031,58170.4960039,138111768.809,1.2,34.9,37.1
660,661,1400000US24031700207,24,31,700207,7002.07,Tract,2.201,24031700207,24031,37688.2314305,61436004.2269,25.1,36.6,54.9
661,662,1400000US24031700208,24,31,700208,7002.08,Tract,5.295,24031700208,24031,62274.6415853,147774547.621,29.3,100.0,-
662,663,1400000US24031700306,24,31,700306,7003.06,Tract,1.181,24031700306,24031,23188.0894443,33112148.2062,9.9,36.5,57.9
663,664,1400000US24031700813,24,31,700813,7008.13,Tract,0.957,24031700813,24031,23130.5689816,27174485.8819,14.5,43.8,37.0
664,665,1400000US24031700816,24,31,700816,7008.16,Tract,1.167,24031700816,24031,33178.5930927,32610680.5002,23.4,14.7,56.5
665,666,1400000US24031700817,24,31,700817,7008.17,Tract,1.457,24031700817,24031,26125.8484993,41147113.5692,21.5,15.6,52.8
666,667,1400000US24031700818,24,31,700818,7008.18,Tract,0.86,24031700818,24031,25864.2316799,24273154.7092,28.6,42.1,34.4
667,668,1400000US24031700819,24,31,700819,7008.19,Tract,0.868,24031700819,24031,24458.3756307,24922083.0073,16.4,84.3,36.4
668,669,1400000US24031700822,24,31,700822,7008.22,Tract,0.283,24031700822,24031,12685.8206208,7904959.26565,12.3,76.3,42.7
669,670,1400000US24031700823,24,31,700823,7008.23,Tract,0.622,24031700823,24031,18994.2413609,17545141.4287,8.9,10.3,86.2
670,671,1400000US24033803300,24,33,803300,8033.0,Tract,1.078,24033803300,24033,28920.1376068,29773798.2524,5.3,3.9,32.0
671,672,1400000US24033803401,24,33,803401,8034.01,Tract,0.204,24033803401,24033,10404.0116206,5839817.05387,37.6,13.3,0.0
672,673,1400000US24033803402,24,33,803402,8034.02,Tract,0.565,24033803402,24033,21517.0502252,15662053.3462,12.8,52.1,13.9
673,674,1400000US24033803508,24,33,803508,8035.08,Tract,0.846,24033803508,24033,21215.2754762,23410330.6729,7.8,35.1,14.5
674,675,1400000US24033803509,24,33,803509,8035.09,Tract,0.859,24033803509,24033,25774.408909,24140150.2127,23.6,7.9,1.5
675,676,1400000US24033803513,24,33,803513,8035.13,Tract,0.964,24033803513,24033,23568.2498341,26847957.3824,14.0,31.9,66.3
676,677,1400000US24033803514,24,33,803514,8035.14,Tract,1.699,24033803514,24033,30783.6360523,47865923.024,2.0,36.4,66.2
677,678,1400000US24033803516,24,33,803516,8035.16,Tract,1.432,24033803516,24033,32010.1496708,40306315.2934,6.2,67.8,50.3
678,679,1400000US24033806711,24,33,806711,8067.11,Tract,0.548,24033806711,24033,16618.1500198,15264701.5134,20.1,50.8,42.4
679,680,1400000US24033806713,24,33,806713,8067.13,Tract,0.368,24033806713,24033,17288.6522985,9872778.34058,32.9,28.6,63.8
680,681,1400000US24033806714,24,33,806714,8067.14,Tract,0.621,24033806714,24033,19899.7512457,17844643.2692,5.6,18.9,11.8
681,682,1400000US24033806800,24,33,806800,8068.0,Tract,0.919,24033806800,24033,24570.3387695,25797082.533,7.1,45.7,55.0
682,683,1400000US24033806900,24,33,806900,8069.0,Tract,0.662,24033806900,24033,17916.4787413,18400107.6161,18.6,48.6,30.4
683,684,1400000US24033807000,24,33,807000,8070.0,Tract,1.514,24033807000,24033,39478.0677644,42771686.322,2.1,79.5,26.5
684,685,1400000US24033807102,24,33,807102,8071.02,Tract,1.381,24033807102,24033,27504.9871578,38890515.4253,0.0,46.1,37.0
685,686,1400000US24033807200,24,33,807200,8072.0,Tract,2.071,24033807200,24033,44016.4065973,57255165.219,0.4,73.1,47.9
686,687,1400000US24033807301,24,33,807301,8073.01,Tract,1.467,24033807301,24033,41291.4530362,41511778.0087,2.6,52.8,74.8
687,688,1400000US24033807305,24,33,807305,8073.05,Tract,1.188,24033807305,24033,23697.811465,33290919.5096,18.6,37.3,22.7
688,689,1400000US24033807404,24,33,807404,8074.04,Tract,2.613,24033807404,24033,48100.1880604,73027821.9171,11.9,30.6,47.1
689,690,1400000US24033807407,24,33,807407,8074.07,Tract,2.255,24033807407,24033,44694.1619571,63796857.8265,6.1,51.6,46.4
690,691,1400000US24033807408,24,33,807408,8074.08,Tract,10.872,24033807408,24033,102656.58215,304892771.473,19.0,11.6,66.0
691,692,1400000US24033807409,24,33,807409,8074.09,Tract,0.888,24033807409,24033,30089.0416222,24926101.5627,19.2,36.9,37.8
692,693,1400000US24033807410,24,33,807410,8074.1,Tract,0.46,24033807410,24033,16148.7749586,12877408.3974,26.5,31.0,38.0
693,694,1400000US24033803520,24,33,803520,8035.2,Tract,2.647,24033803520,24033,39990.6285276,73626376.083,0.0,51.7,73.6
694,695,1400000US24033803521,24,33,803521,8035.21,Tract,2.028,24033803521,24033,33766.4796447,57401272.6332,0.0,83.8,61.0
695,696,1400000US24033803522,24,33,803522,8035.22,Tract,0.975,24033803522,24033,30747.9602434,28221772.9005,5.3,50.0,34.2
696,697,1400000US24033803523,24,33,803523,8035.23,Tract,1.201,24033803523,24033,31626.4924911,33672416.1199,7.5,28.0,19.3
697,698,1400000US24033803524,24,33,803524,8035.24,Tract,1.073,24033803524,24033,31737.6319566,29826237.2268,16.7,52.5,17.9
698,699,1400000US24033803526,24,33,803526,8035.26,Tract,0.894,24033803526,24033,29206.3645353,24804837.6424,0.0,81.3,51.9
699,700,1400000US24033803527,24,33,803527,8035.27,Tract,0.626,24033803527,24033,17935.4902332,17547878.096,2.2,7.9,22.0
700,701,1400000US24033803601,24,33,803601,8036.01,Tract,0.9,24033803601,24033,23882.2897876,24985205.4529,9.0,38.8,45.3
701,702,1400000US24033803602,24,33,803602,8036.02,Tract,1.328,24033803602,24033,29788.2075685,36972573.4663,0.0,46.5,8.5
702,703,1400000US24033803605,24,33,803605,8036.05,Tract,1.2,24033803605,24033,33943.090761,33728432.7495,37.3,13.8,4.5
703,704,1400000US24033803606,24,33,803606,8036.06,Tract,1.281,24033803606,24033,28786.34111,35897956.5581,32.1,38.7,2.8
704,705,1400000US24033803608,24,33,803608,8036.08,Tract,2.0,24033803608,24033,33468.6050519,56275194.3743,16.8,34.8,11.7
705,706,1400000US24033803610,24,33,803610,8036.1,Tract,0.494,24033803610,24033,19625.6998447,13563462.8032,19.9,48.6,26.2
706,707,1400000US24033803612,24,33,803612,8036.12,Tract,0.592,24033803612,24033,19905.1411428,16640335.4874,33.9,76.5,17.1
707,708,1400000US24033803700,24,33,803700,8037.0,Tract,0.355,24033803700,24033,13199.1688566,9767916.06894,14.7,47.0,7.1
708,709,1400000US24033803801,24,33,803801,8038.01,Tract,0.482,24033803801,24033,18189.7125787,13541148.1468,7.7,33.9,6.3
709,710,1400000US24033803803,24,33,803803,8038.03,Tract,0.809,24033803803,24033,19066.7199001,22515495.337,14.2,17.5,12.3
710,711,1400000US24033803900,24,33,803900,8039.0,Tract,0.32,24033803900,24033,12328.5001301,8881369.42369,34.9,45.5,0.0
711,712,1400000US24033804002,24,33,804002,8040.02,Tract,0.804,24033804002,24033,25617.9156123,23728367.5661,20.3,34.5,16.8
712,713,1400000US24033804101,24,33,804101,8041.01,Tract,0.543,24033804101,24033,20748.7438132,14948151.4585,14.6,30.7,31.7
713,714,1400000US24033804102,24,33,804102,8041.02,Tract,0.826,24033804102,24033,21651.3048053,23211788.86,15.0,40.1,3.4
714,715,1400000US24033804200,24,33,804200,8042.0,Tract,0.947,24033804200,24033,21836.1921821,26331660.5515,30.5,0.0,47.6
715,716,1400000US24033804300,24,33,804300,8043.0,Tract,1.35,24033804300,24033,32109.0291416,38153575.6587,23.4,38.9,11.1
716,717,1400000US24033804600,24,33,804600,8046.0,Tract,0.462,24033804600,24033,15704.0033086,12832551.2351,45.4,12.8,4.2
717,718,1400000US24033804700,24,33,804700,8047.0,Tract,0.411,24033804700,24033,15935.9009587,11383145.2004,37.9,65.8,38.5
718,719,1400000US24033804801,24,33,804801,8048.01,Tract,0.125,24033804801,24033,9952.8560295,3462351.16971,31.8,0.0,36.5
719,720,1400000US24033804802,24,33,804802,8048.02,Tract,0.122,24033804802,24033,8263.19865811,3582407.07993,15.4,0.0,8.1
720,721,1400000US24033805000,24,33,805000,8050.0,Tract,0.717,24033805000,24033,27261.5249168,20678333.5598,25.7,25.9,9.4
721,722,1400000US24033805101,24,33,805101,8051.01,Tract,0.435,24033805101,24033,19315.0073449,12751138.1433,30.7,19.9,21.2
722,723,1400000US24033805201,24,33,805201,8052.01,Tract,0.318,24033805201,24033,11343.2067398,8788031.72438,53.2,12.2,12.8
723,724,1400000US24033805202,24,33,805202,8052.02,Tract,0.326,24033805202,24033,13205.2660037,9240558.82375,21.7,45.8,41.6
724,725,1400000US24033805500,24,33,805500,8055.0,Tract,0.394,24033805500,24033,17352.5770613,11089412.1221,31.9,31.2,10.7
725,726,1400000US24033805602,24,33,805602,8056.02,Tract,0.11,24033805602,24033,8245.31622032,2816955.98952,70.7,24.4,2.4
726,727,1400000US24033805700,24,33,805700,8057.0,Tract,0.494,24033805700,24033,23989.3429303,13850741.7542,26.5,36.5,18.4
727,728,1400000US24033805801,24,33,805801,8058.01,Tract,0.55,24033805801,24033,20445.9324124,15349760.2517,41.3,10.1,4.6
728,729,1400000US24033805802,24,33,805802,8058.02,Tract,0.41,24033805802,24033,18260.7636675,11650261.7076,36.5,19.6,28.2
729,730,1400000US24033805906,24,33,805906,8059.06,Tract,0.123,24033805906,24033,9929.11298475,3474648.03823,15.8,35.7,12.8
730,731,1400000US24033805907,24,33,805907,8059.07,Tract,0.092,24033805907,24033,8378.30352124,2485568.79095,29.9,6.5,32.2
731,732,1400000US24033805908,24,33,805908,8059.08,Tract,0.389,24033805908,24033,13486.0787985,10707227.9509,41.2,60.7,23.6
732,733,1400000US24033805909,24,33,805909,8059.09,Tract,0.451,24033805909,24033,19165.9254033,12028887.5088,3.0,28.3,52.9
733,734,1400000US24033806000,24,33,806000,8060.0,Tract,0.586,24033806000,24033,17939.1444685,17032097.5314,57.5,22.9,5.8
734,735,1400000US24033806100,24,33,806100,8061.0,Tract,0.52,24033806100,24033,19665.1554021,14479314.0818,34.6,16.7,37.1
735,736,1400000US24033806300,24,33,806300,8063.0,Tract,0.656,24033806300,24033,24167.0684611,18570905.4323,47.4,27.1,5.1
736,737,1400000US24033806400,24,33,806400,8064.0,Tract,0.798,24033806400,24033,21013.508035,22516259.7184,22.6,57.5,56.0
737,738,1400000US24033806501,24,33,806501,8065.01,Tract,0.599,24033806501,24033,21240.979008,17096915.4309,41.2,21.4,15.8
738,739,1400000US24033806601,24,33,806601,8066.01,Tract,0.402,24033806601,24033,14107.3835224,11066991.5207,36.5,0.0,5.1
739,740,1400000US24033806706,24,33,806706,8067.06,Tract,2.599,24033806706,24033,36641.6394287,72638114.2478,0.0,21.8,35.9
740,741,1400000US24033806708,24,33,806708,8067.08,Tract,0.976,24033806708,24033,24929.9197663,27718011.5647,33.9,18.0,69.3
741,742,1400000US24033806710,24,33,806710,8067.1,Tract,0.892,24033806710,24033,21634.9725321,25312455.5741,12.1,44.7,58.6
742,743,1400000US24033803607,24,33,803607,8036.07,Tract,1.058,24033803607,24033,29889.8814521,29311632.6813,9.5,55.6,33.2
743,744,1400000US24031701417,24,31,701417,7014.17,Tract,0.826,24031701417,24031,22892.774083,23074344.2174,0.0,47.5,57.2
744,745,1400000US24033801908,24,33,801908,8019.08,Tract,0.601,24033801908,24033,21486.3260436,16211938.3171,22.7,33.0,16.4
745,746,1400000US24033807405,24,33,807405,8074.05,Tract,2.738,24033807405,24033,36041.3210909,76453276.6549,16.0,30.5,40.1
746,747,1400000US24031704502,24,31,704502,7045.02,Tract,0.829,24031704502,24031,22737.3938914,23065860.9555,8.2,49.4,43.3
747,748,1400000US24031700832,24,31,700832,7008.32,Tract,0.529,24031700832,24031,19117.8886175,14884286.5839,58.2,23.9,9.3
748,749,1400000US24031700833,24,31,700833,7008.33,Tract,0.897,24031700833,24031,22061.5334526,24889785.6225,14.6,15.8,65.7
749,750,1400000US24031700834,24,31,700834,7008.34,Tract,0.542,24031700834,24031,22154.8290683,15329051.9044,6.8,46.9,52.0
750,751,1400000US24031700835,24,31,700835,7008.35,Tract,2.168,24031700835,24031,34780.8316429,60762364.9232,9.9,49.0,85.7
751,752,1400000US24031700902,24,31,700902,7009.02,Tract,0.661,24031700902,24031,20001.3630902,18321834.2156,9.2,56.8,35.1
752,753,1400000US24031700903,24,31,700903,7009.03,Tract,1.482,24031700903,24031,28582.6969465,41133685.0591,0.0,30.4,59.8
753,754,1400000US24031700904,24,31,700904,7009.04,Tract,0.487,24031700904,24031,26552.3769972,13570781.2647,7.0,45.3,92.3
754,755,1400000US24031700905,24,31,700905,7009.05,Tract,0.304,24031700905,24031,11964.0931498,8553789.9589,13.5,2.3,86.4
755,756,1400000US24031701001,24,31,701001,7010.01,Tract,1.915,24031701001,24031,33080.2353491,54355533.2353,10.6,48.1,50.3
756,757,1400000US24031701004,24,31,701004,7010.04,Tract,1.19,24031701004,24031,24148.0272643,33133284.4272,17.6,48.3,40.8
757,758,1400000US24031701005,24,31,701005,7010.05,Tract,0.752,24031701005,24031,21628.5653936,20934995.5787,16.9,32.5,37.5
758,759,1400000US24031701006,24,31,701006,7010.06,Tract,1.702,24031701006,24031,29138.0021738,48233945.1919,4.0,43.1,59.7
759,760,1400000US24031701007,24,31,701007,7010.07,Tract,0.917,24031701007,24031,24936.8765983,25423576.5188,0.0,47.1,78.1
760,761,1400000US24031701101,24,31,701101,7011.01,Tract,0.892,24031701101,24031,26096.1058461,24974251.8808,16.1,26.8,40.8
761,762,1400000US24031701201,24,31,701201,7012.01,Tract,0.979,24031701201,24031,30353.1877843,27055473.7106,20.2,31.6,53.2
762,763,1400000US24031701202,24,31,701202,7012.02,Tract,0.711,24031701202,24031,22156.5335949,19898826.4804,9.1,44.9,100.0
763,764,1400000US24031701205,24,31,701205,7012.05,Tract,2.62,24031701205,24031,39045.5463619,73242381.8145,9.8,32.5,51.5
764,765,1400000US24031701206,24,31,701206,7012.06,Tract,1.919,24031701206,24031,31805.5734694,53587748.1419,11.7,23.2,83.8
765,766,1400000US24031701211,24,31,701211,7012.11,Tract,2.542,24031701211,24031,46785.4815904,71610795.5261,7.5,34.9,58.7
766,767,1400000US24031701212,24,31,701212,7012.12,Tract,3.824,24031701212,24031,52879.99818,112280474.737,9.7,69.4,90.1
767,768,1400000US24031701213,24,31,701213,7012.13,Tract,0.739,24031701213,24031,18215.7630131,20736398.5551,0.0,54.8,90.8
768,769,1400000US24031701214,24,31,701214,7012.14,Tract,0.475,24031701214,24031,17071.63401,13206446.4643,0.0,0.0,87.2
769,770,1400000US24031701216,24,31,701216,7012.16,Tract,0.523,24031701216,24031,17562.832494,14659597.7097,0.0,0.0,63.5
770,771,1400000US24031701218,24,31,701218,7012.18,Tract,0.281,24031701218,24031,12299.6485468,7935603.37919,0.0,30.8,83.0
771,772,1400000US24031701219,24,31,701219,7012.19,Tract,0.87,24031701219,24031,30980.81185,23924793.0528,7.2,29.5,79.8
772,773,1400000US24031701220,24,31,701220,7012.2,Tract,2.264,24031701220,24031,33956.5616294,63278882.3443,4.2,20.5,53.1
773,774,1400000US24031701221,24,31,701221,7012.21,Tract,1.062,24031701221,24031,21144.9960346,29764543.5331,13.2,20.6,84.4
774,775,1400000US24031701303,24,31,701303,7013.03,Tract,1.599,24031701303,24031,35806.9021128,46141173.2582,13.4,16.9,80.4
775,776,1400000US24031701306,24,31,701306,7013.06,Tract,1.818,24031701306,24031,36624.7528886,50856417.2212,8.0,72.4,43.1
776,777,1400000US24031701307,24,31,701307,7013.07,Tract,5.93,24031701307,24031,73042.5280802,166120471.641,9.1,20.3,54.1
777,778,1400000US24031701308,24,31,701308,7013.08,Tract,5.292,24031701308,24031,59099.2062807,148012995.171,5.7,13.4,56.9
778,779,1400000US24031701312,24,31,701312,7013.12,Tract,1.565,24031701312,24031,27661.8825931,43514631.2358,6.4,34.9,76.1
779,780,1400000US24031701314,24,31,701314,7013.14,Tract,0.552,24031701314,24031,17795.6256429,15449637.4232,14.8,75.9,41.7
780,781,1400000US24031701315,24,31,701315,7013.15,Tract,1.012,24031701315,24031,22586.8619963,28253229.1395,16.6,0.0,72.7
781,782,1400000US24031701316,24,31,701316,7013.16,Tract,9.662,24031701316,24031,78594.2089197,270476133.795,10.1,40.9,86.0
782,783,1400000US24031701317,24,31,701317,7013.17,Tract,13.43,24031701317,24031,107202.694848,400934900.645,22.6,24.7,40.5
783,784,1400000US24031701408,24,31,701408,7014.08,Tract,9.816,24031701408,24031,91902.1497857,282858857.513,2.7,44.0,35.8
784,785,1400000US24031701410,24,31,701410,7014.1,Tract,3.683,24031701410,24031,58305.2335391,105734081.489,21.3,6.2,26.8
785,786,1400000US24031701414,24,31,701414,7014.14,Tract,2.21,24031701414,24031,37710.2008859,61755830.6011,18.9,9.6,23.4
786,787,1400000US24031701415,24,31,701415,7014.15,Tract,2.74,24031701415,24031,39444.1556466,76870266.4456,8.1,41.4,64.0
787,788,1400000US24031701418,24,31,701418,7014.18,Tract,0.476,24031701418,24031,15854.8655354,13251194.245,10.4,0.0,35.5
788,789,1400000US24031701420,24,31,701420,7014.2,Tract,1.032,24031701420,24031,26726.9896215,29082784.3695,0.0,77.0,33.7
789,790,1400000US24031701421,24,31,701421,7014.21,Tract,1.69,24031701421,24031,29825.6630793,47725973.0268,0.0,45.7,12.7
790,791,1400000US24031701423,24,31,701423,7014.23,Tract,0.411,24031701423,24031,13640.7505828,11617520.9746,10.4,37.7,41.3
791,792,1400000US24031701503,24,31,701503,7015.03,Tract,1.713,24031701503,24031,32009.0943915,47667087.6396,2.1,55.6,14.4
792,793,1400000US24031701505,24,31,701505,7015.05,Tract,1.298,24031701505,24031,27635.7851689,36396784.7913,7.7,39.5,58.3
793,794,1400000US24031701506,24,31,701506,7015.06,Tract,2.346,24031701506,24031,47879.5881623,65827110.4533,19.3,38.1,58.5
794,795,1400000US24031701507,24,31,701507,7015.07,Tract,2.153,24031701507,24031,38840.9078396,60216512.911,24.8,36.4,42.4
795,796,1400000US24031701509,24,31,701509,7015.09,Tract,1.566,24031701509,24031,30731.2469573,43421560.7018,29.5,45.3,44.5
796,797,1400000US24031701602,24,31,701602,7016.02,Tract,0.661,24031701602,24031,18481.5336559,18343097.3449,36.9,19.8,12.5
797,798,1400000US24031701701,24,31,701701,7017.01,Tract,0.348,24031701701,24031,19763.1351962,10084949.1652,11.9,20.0,42.5
798,799,1400000US24031701702,24,31,701702,7017.02,Tract,0.221,24031701702,24031,14131.8773204,6121064.75406,1.8,57.0,33.7
799,800,1400000US24031701703,24,31,701703,7017.03,Tract,0.425,24031701703,24031,17190.7097237,11553950.3752,4.1,31.3,46.9
800,801,1400000US24031701704,24,31,701704,7017.04,Tract,0.493,24031701704,24031,20797.7807658,13946004.4697,11.2,100.0,43.8
801,802,1400000US24031701800,24,31,701800,7018.0,Tract,0.596,24031701800,24031,21288.1144563,16863810.4684,5.4,39.6,40.5
802,803,1400000US24031702000,24,31,702000,7020.0,Tract,0.379,24031702000,24031,15178.2184636,10662321.562,48.7,17.2,11.3
803,804,1400000US24031702101,24,31,702101,7021.01,Tract,0.639,24031702101,24031,20228.6756184,18055498.586,13.0,21.4,18.2
804,805,1400000US24031701407,24,31,701407,7014.07,Tract,3.555,24031701407,24031,49981.965175,99696371.9767,1.5,52.4,35.0
805,806,1400000US24031702200,24,31,702200,7022.0,Tract,0.639,24031702200,24031,23211.5417039,17701282.3857,6.1,0.0,57.8
806,807,1400000US24031702301,24,31,702301,7023.01,Tract,0.235,24031702301,24031,11287.6954584,6610098.58292,68.5,57.1,23.8
807,808,1400000US24031702302,24,31,702302,7023.02,Tract,0.602,24031702302,24031,23585.6314699,16817964.0962,34.8,20.6,50.7
808,809,1400000US24031702401,24,31,702401,7024.01,Tract,0.363,24031702401,24031,24101.7939819,10021481.5677,1.4,85.9,67.4
809,810,1400000US24031702402,24,31,702402,7024.02,Tract,0.372,24031702402,24031,15186.4935427,10224665.0362,0.0,71.1,78.4
810,811,1400000US24031702601,24,31,702601,7026.01,Tract,0.13,24031702601,24031,11594.9389634,3721509.38078,2.3,15.6,85.0
811,812,1400000US24031702602,24,31,702602,7026.02,Tract,0.195,24031702602,24031,15758.2703382,5800681.8771,4.4,18.6,58.0
812,813,1400000US24031702700,24,31,702700,7027.0,Tract,1.337,24031702700,24031,32586.020243,38245764.7051,26.6,24.4,29.5
813,814,1400000US24031702800,24,31,702800,7028.0,Tract,0.647,24031702800,24031,20295.3398053,17867336.8083,5.1,26.7,74.2
814,815,1400000US24031702900,24,31,702900,7029.0,Tract,0.994,24031702900,24031,24167.5342974,28109958.9816,4.2,42.1,94.9
815,816,1400000US24031703000,24,31,703000,7030.0,Tract,0.41,24031703000,24031,19641.5567059,11635268.8676,43.1,37.0,67.8
816,817,1400000US24031703100,24,31,703100,7031.0,Tract,0.697,24031703100,24031,22110.0993927,19237715.6446,24.9,46.9,37.6
817,818,1400000US24031703202,24,31,703202,7032.02,Tract,1.588,24031703202,24031,36116.7190696,44211323.9156,12.4,36.4,14.3
818,819,1400000US24031703206,24,31,703206,7032.06,Tract,1.037,24031703206,24031,22867.0194116,28743817.2703,7.1,62.0,74.3
819,820,1400000US24031703207,24,31,703207,7032.07,Tract,1.548,24031703207,24031,25758.9076297,43344930.007,21.3,47.0,34.7
820,821,1400000US24031703208,24,31,703208,7032.08,Tract,1.511,24031703208,24031,35954.623773,42622957.4136,23.3,50.5,55.5
821,822,1400000US24031703210,24,31,703210,7032.1,Tract,0.486,24031703210,24031,18050.9747127,13551329.1726,14.4,43.9,49.2
822,823,1400000US24031703212,24,31,703212,7032.12,Tract,2.244,24031703212,24031,35420.4188157,63335098.4282,11.6,52.3,54.0
823,824,1400000US24031703213,24,31,703213,7032.13,Tract,0.231,24031703213,24031,10065.1308506,6286249.14604,13.9,60.7,26.0
824,825,1400000US24031703214,24,31,703214,7032.14,Tract,0.7,24031703214,24031,17604.5719901,19201266.1169,10.0,11.8,28.2
