OBJECTID,GEO_ID,STATE,COUNTY,TRACT,NAME,LSAD,CENSUSAREA,GEOID_TXT,CTYFIPS,SHAPE_LENG,SHAPE_AREA
796,1400000US24031701509,24,031,701509,7015.09,Tract,1.566,24031701509,24031,30731.2469573,43421560.7018
797,1400000US24031701602,24,031,701602,7016.02,Tract,0.661,24031701602,24031,18481.5336559,18343097.3449
798,1400000US24031701701,24,031,701701,7017.01,Tract,0.348,24031701701,24031,19763.1351962,10084949.1652
799,1400000US24031701702,24,031,701702,7017.02,Tract,0.221,24031701702,24031,14131.8773204,6121064.75406
800,1400000US24031701703,24,031,701703,7017.03,Tract,0.425,24031701703,24031,17190.7097237,11553950.3752
801,1400000US24031701704,24,031,701704,7017.04,Tract,0.493,24031701704,24031,20797.7807658,13946004.4697
802,1400000US24031701800,24,031,701800,7018,Tract,0.596,24031701800,24031,21288.1144563,16863810.4684
803,1400000US24031702000,24,031,702000,7020,Tract,0.379,24031702000,24031,15178.2184636,10662321.562
804,1400000US24031702101,24,031,702101,7021.01,Tract,0.639,24031702101,24031,20228.6756184,18055498.586
805,1400000US24031701407,24,031,701407,7014.07,Tract,3.555,24031701407,24031,49981.965175,99696371.9767
806,1400000US24031702200,24,031,702200,7022,Tract,0.639,24031702200,24031,23211.5417039,17701282.3857
807,1400000US24031702301,24,031,702301,7023.01,Tract,0.235,24031702301,24031,11287.6954584,6610098.58292
808,1400000US24031702302,24,031,702302,7023.02,Tract,0.602,24031702302,24031,23585.6314699,16817964.0962
809,1400000US24031702401,24,031,702401,7024.01,Tract,0.363,24031702401,24031,24101.7939819,10021481.5677
810,1400000US24031702402,24,031,702402,7024.02,Tract,0.372,24031702402,24031,15186.4935427,10224665.0362
811,1400000US24031702601,24,031,702601,7026.01,Tract,0.13,24031702601,24031,11594.9389634,3721509.38078
812,1400000US24031702602,24,031,702602,7026.02,Tract,0.195,24031702602,24031,15758.2703382,5800681.8771
813,1400000US24031702700,24,031,702700,7027,Tract,1.337,24031702700,24031,32586.020243,38245764.7051
814,1400000US24031702800,24,031,702800,7028,Tract,0.647,24031702800,24031,20295.3398053,17867336.8083
815,1400000US24031702900,24,031,702900,7029,Tract,0.994,24031702900,24031,24167.5342974,28109958.9816
816,1400000US24031703000,24,031,703000,7030,Tract,0.41,24031703000,24031,19641.5567059,11635268.8676
817,1400000US24031703100,24,031,703100,7031,Tract,0.697,24031703100,24031,22110.0993927,19237715.6446
818,1400000US24031703202,24,031,703202,7032.02,Tract,1.588,24031703202,24031,36116.7190696,44211323.9156
819,1400000US24031703206,24,031,703206,7032.06,Tract,1.037,24031703206,24031,22867.0194116,28743817.2703
820,1400000US24031703207,24,031,703207,7032.07,Tract,1.548,24031703207,24031,25758.9076297,43344930.007
821,1400000US24031703208,24,031,703208,7032.08,Tract,1.511,24031703208,24031,35954.623773,42622957.4136
822,1400000US24031703210,24,031,703210,7032.10,Tract,0.486,24031703210,24031,18050.9747127,13551329.1726
823,1400000US24031703212,24,031,703212,7032.12,Tract,2.244,24031703212,24031,35420.4188157,63335098.4282
824,1400000US24031703213,24,031,703213,7032.13,Tract,0.231,24031703213,24031,10065.1308506,6286249.14604
825,1400000US24031703214,24,031,703214,7032.14,Tract,0.7,24031703214,24031,17604.5719901,19201266.1169
826,1400000US24031703215,24,031,703215,7032.15,Tract,0.553,24031703215,24031,23124.2332133,15851072.3204
827,1400000US24031703216,24,031,703216,7032.16,Tract,0.513,24031703216,24031,19678.6912448,13890322.872
828,1400000US24031703219,24,031,703219,7032.19,Tract,0.355,24031703219,24031,15654.3762766,10605608.7975
829,1400000US24031703220,24,031,703220,7032.20,Tract,0.898,24031703220,24031,27033.6175809,25751941.5683
830,1400000US24031703221,24,031,703221,7032.21,Tract,1.666,24031703221,24031,32511.4792215,46008662.5964
831,1400000US24031703302,24,031,703302,7033.02,Tract,0.638,24031703302,24031,21765.2601364,17848849.8642
832,1400000US24031703401,24,031,703401,7034.01,Tract,0.678,24031703401,24031,18296.2904253,19027209.9133
833,1400000US24031703403,24,031,703403,7034.03,Tract,0.47,24031703403,24031,17640.6809672,13068702.1833
834,1400000US24031703404,24,031,703404,7034.04,Tract,0.227,24031703404,24031,10277.5489321,6167211.94102
835,1400000US24031703501,24,031,703501,7035.01,Tract,0.863,24031703501,24031,33659.1517649,25459161.1029
836,1400000US24031703502,24,031,703502,7035.02,Tract,0.547,24031703502,24031,19874.8890756,15624959.9264
837,1400000US24031703601,24,031,703601,7036.01,Tract,0.697,24031703601,24031,19200.940881,19458870.4917
838,1400000US24031703701,24,031,703701,7037.01,Tract,0.454,24031703701,24031,16428.9023509,12519460.4802
839,1400000US24031703702,24,031,703702,7037.02,Tract,0.472,24031703702,24031,16721.4501566,13435807.8984
840,1400000US24031703800,24,031,703800,7038,Tract,0.467,24031703800,24031,17295.316105,12926100.729
841,1400000US24031703901,24,031,703901,7039.01,Tract,0.554,24031703901,24031,15867.6458462,15415451.6256
842,1400000US24031704000,24,031,704000,7040,Tract,0.86,24031704000,24031,19887.9331139,24152909.1357
843,1400000US24031704100,24,031,704100,7041,Tract,1.47,24031704100,24031,31543.3986177,41183146.607
844,1400000US24031704200,24,031,704200,7042,Tract,0.476,24031704200,24031,15875.7078353,13335936.1877
845,1400000US24031704300,24,031,704300,7043,Tract,0.76,24031704300,24031,22901.17187,21743694.0339
846,1400000US24031704401,24,031,704401,7044.01,Tract,0.871,24031704401,24031,24360.1335452,24026431.6878
847,1400000US24031704404,24,031,704404,7044.04,Tract,1.019,24031704404,24031,31514.1691913,28700697.4628
848,1400000US24031704501,24,031,704501,7045.01,Tract,0.839,24031704501,24031,22378.7691689,23433233.3259
849,1400000US24031704503,24,031,704503,7045.03,Tract,0.65,24031704503,24031,18272.6378092,17743304.523
850,1400000US24031704600,24,031,704600,7046,Tract,0.733,24031704600,24031,26208.957542,20292129.8355
851,1400000US24031704700,24,031,704700,7047,Tract,0.77,24031704700,24031,20996.1667976,21369312.2064
852,1400000US24031704803,24,031,704803,7048.03,Tract,0.234,24031704803,24031,12494.8688503,6552595.28915
853,1400000US24031704805,24,031,704805,7048.05,Tract,0.12,24031704805,24031,8667.14230054,3103050.12298
854,1400000US24031704806,24,031,704806,7048.06,Tract,0.161,24031704806,24031,9186.44233427,4542777.30063
855,1400000US24031705000,24,031,705000,7050,Tract,1.764,24031705000,24031,32976.0729604,49521042.38
856,1400000US24031705100,24,031,705100,7051,Tract,1.311,24031705100,24031,33841.5675362,36930174.5857
857,1400000US24031705200,24,031,705200,7052,Tract,0.711,24031705200,24031,22401.1175764,19786538.9104
858,1400000US24031705400,24,031,705400,7054,Tract,0.768,24031705400,24031,21208.3257442,21558976.2283
859,1400000US24031705501,24,031,705501,7055.01,Tract,0.078,24031705501,24031,8866.64323954,2158500.22683
860,1400000US24031705502,24,031,705502,7055.02,Tract,1.009,24031705502,24031,27078.2978805,28295801.4464
861,1400000US24031705702,24,031,705702,7057.02,Tract,0.947,24031705702,24031,22250.9288202,27827203.9848
862,1400000US24031705800,24,031,705800,7058,Tract,2.616,24031705800,24031,60529.9061203,103614666.989
863,1400000US24031705902,24,031,705902,7059.02,Tract,1.406,24031705902,24031,28706.1474069,39420740.1028
864,1400000US24031705903,24,031,705903,7059.03,Tract,1.103,24031705903,24031,23442.0126496,30614493.3834
865,1400000US24031706005,24,031,706005,7060.05,Tract,3.916,24031706005,24031,48470.6384683,109718645.191
866,1400000US24031706007,24,031,706007,7060.07,Tract,4.946,24031706007,24031,50281.0974686,138855977.161
867,1400000US24031706008,24,031,706008,7060.08,Tract,7.456,24031706008,24031,86396.9360927,251555711.924
868,1400000US24031706009,24,031,706009,7060.09,Tract,4.515,24031706009,24031,54207.8367917,127168211.268
869,1400000US24031706010,24,031,706010,7060.10,Tract,0.774,24031706010,24031,22333.5712536,21306370.9682
870,1400000US24031706012,24,031,706012,7060.12,Tract,0.813,24031706012,24031,22218.7087463,23052029.7945
871,1400000US24031706013,24,031,706013,7060.13,Tract,1.572,24031706013,24031,35351.68291,44548062.8195
872,1400000US24033800102,24,033,800102,8001.02,Tract,0.516,24033800102,24033,15898.5615107,14299384.0081
873,1400000US24033800103,24,033,800103,8001.03,Tract,0.882,24033800103,24033,23896.742104,24353209.2793
874,1400000US24033800105,24,033,800105,8001.05,Tract,0.789,24033800105,24033,24516.3677979,21929477.1375
875,1400000US24033800108,24,033,800108,8001.08,Tract,0.355,24033800108,24033,13548.871033,9882125.26155
876,1400000US24033800109,24,033,800109,8001.09,Tract,0.341,24033800109,24033,18985.1025805,9620350.4869
877,1400000US24033800203,24,033,800203,8002.03,Tract,4.102,24033800203,24033,56508.3100464,117436962.937
878,1400000US24033800206,24,033,800206,8002.06,Tract,3.058,24033800206,24033,44349.8087324,85506832.2471
879,1400000US24033800208,24,033,800208,8002.08,Tract,2.277,24033800208,24033,47966.6110819,64036991.6195
880,1400000US24033800210,24,033,800210,8002.10,Tract,0.363,24033800210,24033,13410.3095999,10109574.8326
881,1400000US24033800211,24,033,800211,8002.11,Tract,1.155,24033800211,24033,30968.6138433,32624341.7588
882,1400000US24033800212,24,033,800212,8002.12,Tract,1.677,24033800212,24033,36714.0129645,47263883.0002
883,1400000US24033800213,24,033,800213,8002.13,Tract,0.927,24033800213,24033,29679.6524665,25593420.3335
884,1400000US24033800215,24,033,800215,8002.15,Tract,0.55,24033800215,24033,21630.8457616,15658300.816
885,1400000US24033800401,24,033,800401,8004.01,Tract,1.896,24033800401,24033,36319.2180247,53616507.1555
886,1400000US24033800402,24,033,800402,8004.02,Tract,1.351,24033800402,24033,28262.5125151,37840013.0584
887,1400000US24033800403,24,033,800403,8004.03,Tract,1.244,24033800403,24033,24141.7260749,34576827.2482
888,1400000US24033800409,24,033,800409,8004.09,Tract,3.085,24033800409,24033,44535.3536763,86146512.351
889,1400000US24033800410,24,033,800410,8004.10,Tract,5.545,24033800410,24033,66650.72399,155193163.598
890,1400000US24033800411,24,033,800411,8004.11,Tract,13.009,24033800411,24033,102376.835028,373400282.2
891,1400000US24033800412,24,033,800412,8004.12,Tract,0.835,24033800412,24033,23127.3277683,23484133.1511
892,1400000US24033800504,24,033,800504,8005.04,Tract,3.79,24033800504,24033,48676.7758998,105832643.941
893,1400000US24033800505,24,033,800505,8005.05,Tract,0.856,24033800505,24033,21284.6665086,23974544.0203
894,1400000US24033800507,24,033,800507,8005.07,Tract,15.601,24033800507,24033,114360.66676,437561536.561
895,1400000US24033800509,24,033,800509,8005.09,Tract,5.81,24033800509,24033,56049.485038,162270919.783
896,1400000US24033800511,24,033,800511,8005.11,Tract,1.555,24033800511,24033,30617.0162138,43412705.3938
897,1400000US24033800513,24,033,800513,8005.13,Tract,2.265,24033800513,24033,37320.0551452,63493020.8081
898,1400000US24033800515,24,033,800515,8005.15,Tract,1.206,24033800515,24033,34545.984919,34152761.4542
899,1400000US24033800516,24,033,800516,8005.16,Tract,1.012,24033800516,24033,33488.2276045,28587026.1267
900,1400000US24033800517,24,033,800517,8005.17,Tract,4.552,24033800517,24033,54481.6964194,127057294.935
901,1400000US24033800518,24,033,800518,8005.18,Tract,4.942,24033800518,24033,62087.9228839,140302511.81
902,1400000US24033800520,24,033,800520,8005.20,Tract,0.246,24033800520,24033,10250.066633,6690263.04558
903,1400000US24033800601,24,033,800601,8006.01,Tract,3.164,24033800601,24033,40484.4173683,89799311.4719
904,1400000US24033800604,24,033,800604,8006.04,Tract,2.926,24033800604,24033,38742.4578353,82437541.6005
905,1400000US24033800605,24,033,800605,8006.05,Tract,9.412,24033800605,24033,93241.0523088,270424126.871
906,1400000US24033800606,24,033,800606,8006.06,Tract,0.775,24033800606,24033,25500.8073145,22684533.3382
907,1400000US24033800607,24,033,800607,8006.07,Tract,6.338,24033800607,24033,78397.0220443,177745341.738
908,1400000US24033800608,24,033,800608,8006.08,Tract,4.537,24033800608,24033,71087.9476857,128346474.18
909,1400000US24033800701,24,033,800701,8007.01,Tract,10.673,24033800701,24033,88229.7996019,298234063.242
910,1400000US24033800705,24,033,800705,8007.05,Tract,3.585,24033800705,24033,46759.6765612,100538303.243
911,1400000US24033800706,24,033,800706,8007.06,Tract,4.451,24033800706,24033,54517.6513855,124361877.677
912,1400000US24033800707,24,033,800707,8007.07,Tract,5.973,24033800707,24033,73256.405528,166916138.746
913,1400000US24033800800,24,033,800800,8008,Tract,41.257,24033800800,24033,175969.962059,1198838240.43
914,1400000US24033800900,24,033,800900,8009,Tract,30.878,24033800900,24033,160918.162788,927745888.385
915,1400000US24033801003,24,033,801003,8010.03,Tract,23.919,24033801003,24033,147402.697783,672075399.826
916,1400000US24033801004,24,033,801004,8010.04,Tract,14.075,24033801004,24033,117357.792371,395426096.047
917,1400000US24033801104,24,033,801104,8011.04,Tract,6.919,24033801104,24033,57530.176883,193835930.347
918,1400000US24033801207,24,033,801207,8012.07,Tract,3.141,24033801207,24033,45065.8485344,87149245.8617
919,1400000US24033801208,24,033,801208,8012.08,Tract,1.398,24033801208,24033,27872.9920585,39110567.0039
920,1400000US24033801210,24,033,801210,8012.10,Tract,2.049,24033801210,24033,41050.4697739,57697528.2538
921,1400000US24033801211,24,033,801211,8012.11,Tract,1.232,24033801211,24033,36234.4230179,34485085.6092
922,1400000US24033801212,24,033,801212,8012.12,Tract,1.085,24033801212,24033,31251.8425773,29852055.2208
923,1400000US24033801213,24,033,801213,8012.13,Tract,1.967,24033801213,24033,32484.6648265,55001800.8958
924,1400000US24033801214,24,033,801214,8012.14,Tract,2.432,24033801214,24033,49947.853955,68032300.0492
925,1400000US24033801215,24,033,801215,8012.15,Tract,2.648,24033801215,24033,36954.0644756,74052184.9629
926,1400000US24033801217,24,033,801217,8012.17,Tract,1.564,24033801217,24033,35862.3111655,43759947.3156
927,1400000US24033801302,24,033,801302,8013.02,Tract,10.892,24033801302,24033,81381.7065352,340088633.762
928,1400000US24033801305,24,033,801305,8013.05,Tract,3.131,24033801305,24033,46722.5370338,87134797.9337
929,1400000US24033801307,24,033,801307,8013.07,Tract,3.361,24033801307,24033,52236.0288689,126889990.398
930,1400000US24033801309,24,033,801309,8013.09,Tract,2.918,24033801309,24033,82914.8978594,171238323.998
931,1400000US24033801310,24,033,801310,8013.10,Tract,9.779,24033801310,24033,114095.715447,273030771.808
932,1400000US24033801311,24,033,801311,8013.11,Tract,14.013,24033801311,24033,108753.471725,391247070.616
933,1400000US24033801312,24,033,801312,8013.12,Tract,2.448,24033801312,24033,37605.4022122,68260901.7823
934,1400000US24033801404,24,033,801404,8014.04,Tract,2.011,24033801404,24033,51534.5764885,114066293.281
935,1400000US24033801405,24,033,801405,8014.05,Tract,1.321,24033801405,24033,30336.3578651,37088872.3249
936,1400000US24033801406,24,033,801406,8014.06,Tract,1.595,24033801406,24033,33516.9880559,44552438.5907
937,1400000US24033801407,24,033,801407,8014.07,Tract,2.272,24033801407,24033,34701.166422,63117662.0732
938,1400000US24033801408,24,033,801408,8014.08,Tract,1.026,24033801408,24033,28996.9560629,28669952.5758
939,1400000US24033801410,24,033,801410,8014.10,Tract,1.17,24033801410,24033,39588.6612916,61320196.5658
940,1400000US24033801411,24,033,801411,8014.11,Tract,1.379,24033801411,24033,27501.845243,38427913.5607
941,1400000US24033801500,24,033,801500,8015,Tract,1.528,24033801500,24033,35346.393496,53643921.4061
942,1400000US24033801600,24,033,801600,8016,Tract,0.211,24033801600,24033,10825.1550371,5680879.71129
943,1400000US24033801701,24,033,801701,8017.01,Tract,0.837,24033801701,24033,21539.6177872,23224280.1479
944,1400000US24033801704,24,033,801704,8017.04,Tract,0.906,24033801704,24033,22633.314803,25385099.9334
945,1400000US24033801706,24,033,801706,8017.06,Tract,0.475,24033801706,24033,16881.9446506,13438466.2661
946,1400000US24033801707,24,033,801707,8017.07,Tract,0.802,24033801707,24033,24681.3183517,22202845.2563
947,1400000US24033801708,24,033,801708,8017.08,Tract,0.673,24033801708,24033,30601.3944875,18692976.5474
948,1400000US24033801802,24,033,801802,8018.02,Tract,0.416,24033801802,24033,17639.9244006,11679169.144
949,1400000US24033801804,24,033,801804,8018.04,Tract,0.309,24033801804,24033,15473.1739187,8954824.55437
950,1400000US24033801807,24,033,801807,8018.07,Tract,1.139,24033801807,24033,34420.2017012,31342670.6886
951,1400000US24033801808,24,033,801808,8018.08,Tract,0.453,24033801808,24033,21275.9362422,12257884.7989
952,1400000US24033801901,24,033,801901,8019.01,Tract,1.706,24033801901,24033,38912.586856,47652137.8282
953,1400000US24033801904,24,033,801904,8019.04,Tract,1.467,24033801904,24033,44756.8659385,41396825.7637
954,1400000US24033801905,24,033,801905,8019.05,Tract,1.818,24033801905,24033,30633.3598238,51177321.7617
955,1400000US24033801906,24,033,801906,8019.06,Tract,0.728,24033801906,24033,20167.5523719,20084382.1575
956,1400000US24033801907,24,033,801907,8019.07,Tract,1.589,24033801907,24033,37559.3508179,44565987.7361
957,1400000US24033802001,24,033,802001,8020.01,Tract,0.718,24033802001,24033,21118.0380292,19800076.251
958,1400000US24033802002,24,033,802002,8020.02,Tract,0.732,24033802002,24033,21827.8452833,20613368.8788
959,1400000US24033802103,24,033,802103,8021.03,Tract,0.729,24033802103,24033,24271.3110023,20354273.7455
960,1400000US24033802106,24,033,802106,8021.06,Tract,0.376,24033802106,24033,13846.3885088,10627066.1041
961,1400000US24033802107,24,033,802107,8021.07,Tract,0.376,24033802107,24033,16084.8937445,10392959.9638
962,1400000US24033802201,24,033,802201,8022.01,Tract,2.557,24033802201,24033,46961.4558352,71383438.2193
963,1400000US24033802204,24,033,802204,8022.04,Tract,3.09,24033802204,24033,50051.9474215,85941418.07
964,1400000US24033802301,24,033,802301,8023.01,Tract,0.625,24033802301,24033,23359.4725471,17447178.4589
965,1400000US24033802404,24,033,802404,8024.04,Tract,0.353,24033802404,24033,14898.7736572,9973295.75343
966,1400000US24033802405,24,033,802405,8024.05,Tract,1.535,24033802405,24033,32261.081622,42956252.3236
967,1400000US24033802407,24,033,802407,8024.07,Tract,0.542,24033802407,24033,17279.6184959,14971411.5016
968,1400000US24033802408,24,033,802408,8024.08,Tract,0.209,24033802408,24033,10583.263653,5763960.82749
969,1400000US24033802501,24,033,802501,8025.01,Tract,0.338,24033802501,24033,19123.2724299,9352607.22402
970,1400000US24033802502,24,033,802502,8025.02,Tract,0.385,24033802502,24033,13517.9363713,10833309.3296
971,1400000US24033802700,24,033,802700,8027,Tract,0.43,24033802700,24033,19421.1803907,11769793.7782
972,1400000US24033802803,24,033,802803,8028.03,Tract,1.66,24033802803,24033,28071.5475104,46456956.5545
973,1400000US24033802804,24,033,802804,8028.04,Tract,2.048,24033802804,24033,35324.9486694,57158983.6201
974,1400000US24033802805,24,033,802805,8028.05,Tract,0.749,24033802805,24033,18688.7103946,20983841.3622
975,1400000US24033802901,24,033,802901,8029.01,Tract,0.725,24033802901,24033,21441.7123238,20069876.4265
