GEO_ID_2,ACS_15,HC03_EST_VC32,DEC_20
1400000US24031701423,41151,32.0,
1400000US24031701503,51856,79.8,0
1400000US24031701505,61297,77.7,9
1400000US24031701506,79643,92.8,0
1400000US24031701507,85284,77.0,13
1400000US24031701509,30179,69.3,
1400000US24031701602,27397,71.3,
1400000US24031701701,53421,54.1,0
1400000US24031701702,37420,97.6,0
1400000US24031701703,37267,94.2,0
1400000US24031701704,69347,92.0,4
1400000US24031701800,52500,71.3,0
1400000US24031702000,25699,82.8,14
1400000US24031702101,27153,56.9,0
1400000US24031701407,80563,86.6,5
1400000US24031702200,73269,81.1,0
1400000US24031702301,26164,60.3,0
1400000US24031702302,42100,79.2,12
1400000US24031702401,70863,91.6,0
1400000US24031702402,61341,40.3,0
1400000US24031702601,56273,79.6,0
1400000US24031702602,46128,82.8,31
1400000US24031702700,50130,88.4,0
1400000US24031702800,67226,96.6,0
1400000US24031702900,82538,85.1,0
1400000US24031703000,58750,78.9,0
1400000US24031703100,52461,80.7,0
1400000US24031703202,57226,97.6,8
1400000US24031703206,57781,77.9,0
1400000US24031703207,32435,87.1,0
1400000US24031703208,71855,91.6,0
1400000US24031703210,51141,68.6,0
1400000US24031703212,68932,81.5,0
1400000US24031703213,32750,52.9,0
1400000US24031703214,36214,55.3,0
1400000US24031703215,50833,94.1,0
1400000US24031703216,36250,89.0,
1400000US24031703219,58429,92.2,
1400000US24031703220,47608,84.3,
1400000US24031703221,68026,100.0,
1400000US24031703302,32332,87.9,0
1400000US24031703401,34962,56.5,0
1400000US24031703403,28953,68.5,7
1400000US24031703404,33013,75.9,37
1400000US24031703501,26849,79.1,12
1400000US24031703502,47609,75.7,0
1400000US24031703601,50685,77.4,6
1400000US24031703701,34361,64.5,20
1400000US24031703702,40027,62.1,0
1400000US24031703800,41125,95.8,0
1400000US24031703901,75868,89.5,0
1400000US24031704000,55750,96.7,0
1400000US24031704100,121653,97.5,5
1400000US24031704200,68611,84.9,0
1400000US24031704300,93417,79.1,0
1400000US24031704401,100313,81.4,0
1400000US24031704404,107756,96.5,
1400000US24031704501,60385,84.2,11
1400000US24031704503,128750,88.8,5
1400000US24031704600,108333,100.0,0
1400000US24031704700,158382,95.7,0
1400000US24031704803,67794,84.3,
1400000US24031704805,120268,58.0,
1400000US24031704806,69656,82.1,
1400000US24031705000,108667,95.4,0
1400000US24031705100,154643,92.2,0
1400000US24031705200,155799,97.5,0
1400000US24031705400,153859,97.3,5
1400000US24031705501,78229,96.7,
1400000US24031705502,129792,96.1,
1400000US24031705702,156281,94.7,0
1400000US24031705800,114464,94.3,0
1400000US24031705902,120388,94.8,0
1400000US24031705903,146842,100.0,0
1400000US24031706005,142656,100.0,7
1400000US24031706007,128889,95.2,0
1400000US24031706008,150268,100.0,0
1400000US24031706009,147708,89.7,0
1400000US24031706010,116538,98.2,
1400000US24031706012,72585,93.8,
1400000US24031706013,147460,100.0,
1400000US24033800102,40492,79.7,34
1400000US24033800103,47031,78.9,6
1400000US24033800105,42117,67.9,7
1400000US24033800108,43095,100.0,
1400000US24033800109,35859,71.9,
1400000US24033800203,60037,100.0,0
1400000US24033800206,49215,75.3,20
1400000US24033800208,53275,88.6,0
1400000US24033800210,32625,91.9,0
1400000US24033800211,46250,76.9,0
1400000US24033800212,45313,86.5,
1400000US24033800213,49444,78.3,
1400000US24033800215,38867,74.3,
1400000US24033800401,68409,86.6,0
1400000US24033800402,61822,89.3,16
1400000US24033800403,64018,98.9,0
1400000US24033800409,58703,90.7,0
1400000US24033800410,63553,81.1,
1400000US24033800411,57389,67.5,
1400000US24033800412,33479,71.8,
1400000US24033800504,67250,96.0,0
1400000US24033800505,61708,100.0,0
1400000US24033800507,66324,73.7,0
1400000US24033800509,66464,84.1,6
1400000US24033800511,52212,93.1,0
1400000US24033800513,68917,86.9,
1400000US24033800515,57105,78.8,
1400000US24033800516,75114,92.6,
1400000US24033800517,86125,93.2,
1400000US24033800518,93295,100.0,
1400000US24033800520,77560,-,
1400000US24033800601,60024,90.1,0
1400000US24033800604,45000,100.0,0
1400000US24033800605,42012,77.7,10
1400000US24033800606,68013,100.0,20
1400000US24033800607,62702,88.0,
1400000US24033800608,80880,88.2,
1400000US24033800701,60909,78.2,5
1400000US24033800705,73620,70.5,
1400000US24033800706,49655,100.0,
1400000US24033800707,51161,65.4,
1400000US24033800800,42273,81.1,32
1400000US24033800900,43142,79.7,22
1400000US24033801003,51367,64.7,
1400000US24033801004,60385,81.7,
1400000US24033801104,40536,0.0,0
1400000US24033801207,64180,85.4,12
1400000US24033801208,68656,97.4,
1400000US24033801210,44554,68.5,
1400000US24033801211,58050,86.7,
1400000US24033801212,57536,100.0,
1400000US24033801213,56016,78.6,
1400000US24033801214,55346,81.4,
1400000US24033801215,66098,81.1,
1400000US24033801217,59390,77.4,
1400000US24033801302,73487,84.4,33
1400000US24033801305,48073,69.8,0
1400000US24033801307,77065,82.1,0
1400000US24033801309,58088,96.4,0
1400000US24033801310,69808,90.5,
1400000US24033801311,60134,91.3,
1400000US24033801312,58603,77.4,
1400000US24033801404,47064,89.7,6
1400000US24033801405,39268,76.0,53
1400000US24033801406,52844,93.2,26
1400000US24033801407,52418,88.5,36
1400000US24033801408,43472,80.7,
1400000US24033801410,60655,86.8,
1400000US24033801411,45817,67.2,
1400000US24033801500,43241,81.2,17
1400000US24033801600,44688,67.6,147
1400000US24033801701,47042,79.7,0
1400000US24033801704,40402,63.3,0
1400000US24033801706,37206,100.0,7
1400000US24033801707,40285,81.3,81
1400000US24033801708,46397,100.0,0
1400000US24033801802,52083,77.5,48
1400000US24033801804,44343,84.6,9
1400000US24033801807,51823,80.0,0
1400000US24033801808,41346,80.8,0
1400000US24033801901,44920,89.1,0
1400000US24033801904,46802,60.7,9
1400000US24033801905,49852,77.8,13
1400000US24033801906,50685,62.5,31
1400000US24033801907,63414,64.8,
1400000US24033802001,40306,88.7,26
1400000US24033802002,40461,82.6,4
1400000US24033802103,53750,92.4,25
1400000US24033802106,40925,69.5,
1400000US24033802107,47857,77.1,
1400000US24033802201,44886,56.6,7
1400000US24033802204,65308,82.1,8
1400000US24033802301,50435,89.4,10
1400000US24033802404,42016,72.0,40
1400000US24033802405,43632,77.3,85
1400000US24033802407,36276,48.6,
1400000US24033802408,67264,0.0,
1400000US24033802501,42098,74.7,36
1400000US24033802502,33976,78.8,47
1400000US24033802700,35912,68.0,106
1400000US24033802803,43810,72.0,126
1400000US24033802804,39758,85.2,0
1400000US24033802805,40425,70.8,86
1400000US24033802901,46719,64.5,138
