2010,2000,DEC_MA,DEC_TP,DEC_MP,DEC_MPP,DEC_FP,DEC_FPP,DEC_AAP,DEC_AAPP,DEC_LF,DEC_LFP,DEC_EM,DEC_EMP,DEC_UE,DEC_UEP,DEC_NLF,DECNLFP,DEC_FLF,DEC_FLFP,D_E1824,D_E24LM,D_E24LF,D_NH24L,D_NH24LM,D_NH24LF,D_HS24L,D_HS24LM,D_AS24L,D_AS24LM,D_AS24LF,D_BA24L,D_BA24LM,D_BA24LF,D_HS34LM,D_HS34LF,D_BA34L,D_BA34LM,D_BA34LF,D_HS44L,D_HS44LM,D_HS44LF,DEC_10KL,DEC_1015,DEC_1519,DEC_2025,DEC_2530,DEC_3035,DEC_3540,DEC_4050,DEC_5059,DEC_6069,DEC_7079,DEC_8089,DEC_9099,DEC_1124,DEC_12549,DEC_15074,DEC_17599,DEC_20049,DEC_25099,DEC_30099,DEC_40099,DEC_500749,DEC_750999,DEC_1000,DEC_MGRP,DEC_MOC,DEC_FOC,DEC_MRC,DEC_FRC,DEC_MO,DEC_FO,DEC_MR,DEC_FR,DEC_OO,DEC_RO,DEC_SSM,DEC_SSMF,DEC_SSF,DEC_SSO,DEC_BPL,DEC_BPLP,DEC_BPLM,DEC_BPLF,DEC_BPLMP,DEC_BPLFP,DEC_MI,AREA,PERCENTAGE
1400000US11001004001,1400000US11001003900,32.6,4643,2340,50.4,2303,49.6,916,19.7,3603,82.6,3469,79.5,114,2.6,761,17.4,1669,78.9,522,206,316,114,78,36,86,26,25,0,25,297,102,195,94.8,94.9,87.8,88.8,86.3,85.9,81.8,89.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,15,9,66,28,83,24,0,22.7,0,8,12,27,15,26,39,115,736,2118,63,98,24,2624,389,8.4,188,12.1,150,11.2,42532,5.04E-07,1.726907758
1400000US11001004001,1400000US11001004100,42.8,2570,1238,48.2,1332,51.8,98,3.8,1850,77.4,1813,75.8,22,0.9,541,22.6,882,69.7,127,56,71,8,0,8,10,10,6,0,6,103,46,57,97.8,98.1,92.3,87.1,97.2,95.3,92.6,97.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,7,7,0,0,12,7,8,728,853,48,19,26,1437,92,3.6,55,9,23,3.1,88170,3.07E-08,0.105191664
1400000US11001004001,1400000US11001003800,32.5,4718,2551,54.1,2167,45.9,1511,32,2963,74.3,2805,70.3,151,3.8,1027,25.7,1304,70.9,476,191,285,135,58,77,98,54,73,28,45,170,51,119,81.2,84.5,76.3,76.5,75.9,68.6,74.2,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,26,18,14,47,22,6,23.7,0,7,23,99,0,17,54,245,538,1907,46,84,16,2269,993,21.4,205,15.6,168,17.5,37889,1.68E-08,0.057670662
1400000US11001004002,1400000US11001004002,33.1,2778,1456,52.4,1322,47.6,342,12.3,2316,84,2248,81.5,62,2.2,441,16,1013,79.7,208,120,88,30,30,0,14,14,21,5,16,143,71,72,94.5,90.5,91.1,92.7,88.5,91.7,81.6,100,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,22,5,7,0,15,0,0,0,0,23.5,3,16,10,24,13,5,23,39,645,1139,91,36,8,1653,152,5.1,77,7.3,67,8.2,54260,1.90E-05,96.97177135
1400000US11001004002,1400000US11001003800,32.5,4718,2551,54.1,2167,45.9,1511,32,2963,74.3,2805,70.3,151,3.8,1027,25.7,1304,70.9,476,191,285,135,58,77,98,54,73,28,45,170,51,119,81.2,84.5,76.3,76.5,75.9,68.6,74.2,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,26,18,14,47,22,6,23.7,0,7,23,99,0,17,54,245,538,1907,46,84,16,2269,993,21.4,205,15.6,168,17.5,37889,4.59E-07,2.345578798
1400000US11001004002,1400000US11001004100,42.8,2570,1238,48.2,1332,51.8,98,3.8,1850,77.4,1813,75.8,22,0.9,541,22.6,882,69.7,127,56,71,8,0,8,10,10,6,0,6,103,46,57,97.8,98.1,92.3,87.1,97.2,95.3,92.6,97.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,7,7,0,0,12,7,8,728,853,48,19,26,1437,92,3.6,55,9,23,3.1,88170,1.33E-07,0.682031034
1400000US11001004002,1400000US11001003900,32.6,4643,2340,50.4,2303,49.6,916,19.7,3603,82.6,3469,79.5,114,2.6,761,17.4,1669,78.9,522,206,316,114,78,36,86,26,25,0,25,297,102,195,94.8,94.9,87.8,88.8,86.3,85.9,81.8,89.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,15,9,66,28,83,24,0,22.7,0,8,12,27,15,26,39,115,736,2118,63,98,24,2624,389,8.4,188,12.1,150,11.2,42532,1.21E-10,0.000616188
1400000US11001004100,1400000US11001004100,42.8,2570,1238,48.2,1332,51.8,98,3.8,1850,77.4,1813,75.8,22,0.9,541,22.6,882,69.7,127,56,71,8,0,8,10,10,6,0,6,103,46,57,97.8,98.1,92.3,87.1,97.2,95.3,92.6,97.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,7,7,0,0,12,7,8,728,853,48,19,26,1437,92,3.6,55,9,23,3.1,88170,7.79E-05,90.95550876
1400000US11001004100,1400000US11001000501,32.5,2765,1171,42.4,1594,57.6,134,4.8,2140,80.7,2058,77.6,76,2.9,512,19.3,1224,79.7,391,154,237,13,13,0,12,12,145,37,108,221,92,129,95.2,93.6,100,100,100,94,100,90.1,0,0,0,0,0,0,0,0,11,0,17,68,54,118,68,31,26,10,0,7,5,0,0,0,28.6,6,5,0,0,0,0,0,29,315,1457,33,50,8,1601,156,6,61,8.4,95,9.1,65521,5.60E-06,6.542309561
1400000US11001004100,1400000US11001000100,40.7,4674,2194,46.9,2480,53.1,188,4,3128,73.1,3066,71.6,58,1.4,1152,26.9,1528,67.2,288,122,166,72,41,31,0,0,54,46,8,162,35,127,100,100,98.7,100,97.4,96.7,98.7,95,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,0,9,0,35,10,18,43,0,25.8,0,26,0,10,0,17,0,10,1447,1277,23,66,11,2591,243,5.2,84,8.1,106,7.9,92540,1.45E-06,1.689608037
1400000US11001004100,1400000US11001004001,35.5,3474,1750,50.4,1724,49.6,182,5.2,2844,88,2827,87.5,17,0.5,387,12,1328,83.6,191,64,127,0,0,0,0,0,19,13,6,172,51,121,100,98.5,97.2,100,94,98.6,97.6,100,0,0,0,0,0,0,0,0,0,0,6,13,26,0,0,17,0,17,0,28,0,0,0,0,24.4,0,5,0,11,0,8,0,11,1037,1278,67,76,8,2079,174,5.2,61,5.3,113,9.9,59008,6.96E-07,0.812575971
1400000US11001004201,1400000US11001004201,32.1,3392,1935,57,1457,43,482,14.2,2853,89,2777,86.6,76,2.4,354,11,1241,86.8,367,129,238,0,0,0,21,3,30,13,17,316,113,203,98.5,97.4,89.8,89.3,91,89.3,92.1,86.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.4,7,10,6,29,0,31,26,73,713,1454,156,60,0,1881,301,9,124,8.5,96,9.3,53500,1.93E-05,93.27026567
1400000US11001004201,1400000US11001003800,32.5,4718,2551,54.1,2167,45.9,1511,32,2963,74.3,2805,70.3,151,3.8,1027,25.7,1304,70.9,476,191,285,135,58,77,98,54,73,28,45,170,51,119,81.2,84.5,76.3,76.5,75.9,68.6,74.2,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,26,18,14,47,22,6,23.7,0,7,23,99,0,17,54,245,538,1907,46,84,16,2269,993,21.4,205,15.6,168,17.5,37889,1.12E-06,5.40872226
1400000US11001004201,1400000US11001004202,33.6,2889,1557,53.9,1332,46.1,213,7.4,2377,84.2,2311,81.8,57,2,447,15.8,1026,81.8,290,105,185,44,21,23,11,0,14,6,8,221,78,143,93.9,97.7,94.1,100,83.4,92.1,95.2,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,121,52,0,0,0,0,0,0,0,24,0,0,4,0,0,0,27,16,565,1347,58,31,12,1829,230,7.9,121,10,89,9.9,47745,2.58E-07,1.245431642
1400000US11001004201,1400000US11001004002,33.1,2778,1456,52.4,1322,47.6,342,12.3,2316,84,2248,81.5,62,2.2,441,16,1013,79.7,208,120,88,30,30,0,14,14,21,5,16,143,71,72,94.5,90.5,91.1,92.7,88.5,91.7,81.6,100,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,22,5,7,0,15,0,0,0,0,23.5,3,16,10,24,13,5,23,39,645,1139,91,36,8,1653,152,5.1,77,7.3,67,8.2,54260,1.56E-08,0.0755693
1400000US11001004202,1400000US11001004202,33.6,2889,1557,53.9,1332,46.1,213,7.4,2377,84.2,2311,81.8,57,2,447,15.8,1026,81.8,290,105,185,44,21,23,11,0,14,6,8,221,78,143,93.9,97.7,94.1,100,83.4,92.1,95.2,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,121,52,0,0,0,0,0,0,0,24,0,0,4,0,0,0,27,16,565,1347,58,31,12,1829,230,7.9,121,10,89,9.9,47745,1.88E-05,90.5565167
1400000US11001004202,1400000US11001004002,33.1,2778,1456,52.4,1322,47.6,342,12.3,2316,84,2248,81.5,62,2.2,441,16,1013,79.7,208,120,88,30,30,0,14,14,21,5,16,143,71,72,94.5,90.5,91.1,92.7,88.5,91.7,81.6,100,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,22,5,7,0,15,0,0,0,0,23.5,3,16,10,24,13,5,23,39,645,1139,91,36,8,1653,152,5.1,77,7.3,67,8.2,54260,1.39E-06,6.686096023
1400000US11001004202,1400000US11001004201,32.1,3392,1935,57,1457,43,482,14.2,2853,89,2777,86.6,76,2.4,354,11,1241,86.8,367,129,238,0,0,0,21,3,30,13,17,316,113,203,98.5,97.4,89.8,89.3,91,89.3,92.1,86.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.4,7,10,6,29,0,31,26,73,713,1454,156,60,0,1881,301,9,124,8.5,96,9.3,53500,3.88E-07,1.869731058
1400000US11001004202,1400000US11001005500,34.4,4696,2354,50.1,2342,49.9,384,8.2,3648,79.9,3598,78.8,45,1,916,20.1,1799,79.4,660,294,366,0,0,0,64,43,196,90,106,400,161,239,100,100,98.6,97.5,100,96,96,96,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,8,21,18,35,1097,2176,52,48,0,3096,578,12.8,237,13.7,262,15.7,59609,1.58E-07,0.763298578
1400000US11001004202,1400000US11001004100,42.8,2570,1238,48.2,1332,51.8,98,3.8,1850,77.4,1813,75.8,22,0.9,541,22.6,882,69.7,127,56,71,8,0,8,10,10,6,0,6,103,46,57,97.8,98.1,92.3,87.1,97.2,95.3,92.6,97.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,7,7,0,0,12,7,8,728,853,48,19,26,1437,92,3.6,55,9,23,3.1,88170,2.58E-08,0.124349634
1400000US11001004300,1400000US11001004300,33,3290,1765,53.6,1525,46.4,1283,39,2094,70,1992,66.6,102,3.4,899,30,853,62,297,154,143,60,45,15,88,30,62,48,14,87,31,56,87.8,73.8,79.2,82.3,67.9,72.4,77.1,67.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7,4,15,19,95,13,16,33,188,433,1342,93,69,16,1613,678,19.8,186,17.2,126,16.8,39841,2.18E-05,87.08068185
1400000US11001004300,1400000US11001003700,26.5,4990,2380,47.7,2610,52.3,2839,56.9,2466,62.2,2311,58.3,155,3.9,1500,37.8,1306,60.7,1122,460,662,309,178,131,205,88,482,134,348,126,60,66,67.8,61.8,53.3,51.5,55.5,48.1,48.6,47.7,0,0,0,0,0,0,0,0,8,10,7,23,51,116,102,29,44,26,0,0,0,0,0,9,29.6,7,23,28,293,0,22,117,401,158,1634,8,62,0,1645,1506,34.1,320,33.4,287,40.4,26223,1.49E-06,5.939020843
1400000US11001004300,1400000US11001004400,33.6,2589,1398,54,1191,46,1523,58.8,1425,69.2,1358,66,63,3.1,633,30.8,613,65.6,290,143,147,68,53,15,51,24,80,36,44,91,30,61,85.1,89.1,74.2,79.2,67.9,79.3,74.1,85.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,16,17,36,41,0,8,25.7,6,36,35,60,14,45,62,84,518,606,59,17,0,975,490,20.3,103,15.7,120,23.8,42500,8.72E-07,3.478620582
1400000US11001004300,1400000US11001004201,32.1,3392,1935,57,1457,43,482,14.2,2853,89,2777,86.6,76,2.4,354,11,1241,86.8,367,129,238,0,0,0,21,3,30,13,17,316,113,203,98.5,97.4,89.8,89.3,91,89.3,92.1,86.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.4,7,10,6,29,0,31,26,73,713,1454,156,60,0,1881,301,9,124,8.5,96,9.3,53500,8.42E-07,3.35796486
1400000US11001004300,1400000US11001003600,32.9,3915,1977,50.5,1938,49.5,2427,62,1973,62.7,1754,55.8,211,6.7,1172,37.3,891,56,475,231,244,185,75,110,103,65,128,60,68,59,31,28,54.9,70.3,67.4,61.9,75.6,58,60.4,54.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,6,6,13,39,71,36,25,0,0,25.6,0,28,9,227,33,16,75,306,275,1328,26,17,5,1514,1092,27.9,350,36,303,45.5,22485,2.03E-08,0.080925146
1400000US11001004300,1400000US11001003800,32.5,4718,2551,54.1,2167,45.9,1511,32,2963,74.3,2805,70.3,151,3.8,1027,25.7,1304,70.9,476,191,285,135,58,77,98,54,73,28,45,170,51,119,81.2,84.5,76.3,76.5,75.9,68.6,74.2,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,26,18,14,47,22,6,23.7,0,7,23,99,0,17,54,245,538,1907,46,84,16,2269,993,21.4,205,15.6,168,17.5,37889,1.57E-08,0.062781064
1400000US11001004400,1400000US11001004400,33.6,2589,1398,54,1191,46,1523,58.8,1425,69.2,1358,66,63,3.1,633,30.8,613,65.6,290,143,147,68,53,15,51,24,80,36,44,91,30,61,85.1,89.1,74.2,79.2,67.9,79.3,74.1,85.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,16,17,36,41,0,8,25.7,6,36,35,60,14,45,62,84,518,606,59,17,0,975,490,20.3,103,15.7,120,23.8,42500,5.16E-05,97.41571735
1400000US11001004400,1400000US11001003600,32.9,3915,1977,50.5,1938,49.5,2427,62,1973,62.7,1754,55.8,211,6.7,1172,37.3,891,56,475,231,244,185,75,110,103,65,128,60,68,59,31,28,54.9,70.3,67.4,61.9,75.6,58,60.4,54.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,6,6,13,39,71,36,25,0,0,25.6,0,28,9,227,33,16,75,306,275,1328,26,17,5,1514,1092,27.9,350,36,303,45.5,22485,7.91E-07,1.492580181
1400000US11001004400,1400000US11001003500,22.8,3498,1553,44.4,1945,55.6,2936,83.9,1589,52.1,1446,47.4,143,4.7,1459,47.9,975,56.1,1543,568,975,103,89,14,217,76,1046,347,699,177,56,121,86.3,75.8,46.5,47.8,45,59.9,60.8,59.1,0,0,0,0,0,0,0,0,0,0,7,8,0,9,0,7,7,35,17,52,49,57,0,7,24.9,0,12,11,63,45,67,20,131,231,603,0,4,0,809,699,35.9,141,40.5,150,51.5,18940,5.17E-07,0.976210035
1400000US11001004400,1400000US11001004801,38.2,1876,1006,53.6,870,46.4,1448,77.2,862,56.5,759,49.7,97,6.4,665,43.5,320,43.7,134,84,50,48,7,41,70,63,16,14,2,0,0,0,90.9,93.5,79.7,81.4,77.4,57.8,60.1,55.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1,0,20,23,39,24,50,29,79,319,517,0,32,0,797,538,29.9,158,36.6,142,42.4,24388,5.14E-08,0.097015417
1400000US11001004400,1400000US11001003400,21.2,4249,1874,44.1,2375,55.9,3903,91.9,1761,46.7,1465,38.8,282,7.5,2011,53.3,836,38.7,2059,795,1264,147,112,35,278,111,1531,490,1041,103,82,21,88.8,80.8,64.1,68.2,60.4,61.1,57.9,63.8,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,17,10,70,51,10,0,0,0,0,25.1,0,8,13,126,0,87,42,204,351,707,0,16,12,1024,969,40.2,181,39.8,157,40.1,18452,9.79E-09,0.018469033
1400000US11001004600,1400000US11001004600,33.1,2997,1483,49.5,1514,50.5,2713,90.5,1299,56.5,1012,44,287,12.5,999,43.5,572,49.1,297,164,133,75,49,26,119,58,70,48,22,33,9,24,91.1,79.1,78.2,64.1,94.1,63,56.2,69.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,11,0,43,10,0,0,0,0,23.8,12,43,23,140,18,85,31,265,500,581,0,14,17,1023,720,24.2,177,34.2,79,27.5,33142,4.41E-05,97.84246842
1400000US11001004600,1400000US11001003400,21.2,4249,1874,44.1,2375,55.9,3903,91.9,1761,46.7,1465,38.8,282,7.5,2011,53.3,836,38.7,2059,795,1264,147,112,35,278,111,1531,490,1041,103,82,21,88.8,80.8,64.1,68.2,60.4,61.1,57.9,63.8,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,17,10,70,51,10,0,0,0,0,25.1,0,8,13,126,0,87,42,204,351,707,0,16,12,1024,969,40.2,181,39.8,157,40.1,18452,3.92E-07,0.869523091
1400000US11001004600,1400000US11001004700,32.1,4382,1769,40.4,2613,59.6,4034,92.1,1310,43.2,982,32.4,328,10.8,1720,56.8,801,41.9,390,158,232,173,39,134,158,91,42,18,24,17,10,7,73.8,80.8,71.6,75.9,69.1,62.3,51.1,69.3,0,0,0,8,0,0,0,0,0,0,74,65,80,118,12,46,0,8,0,0,0,0,0,0,26.7,0,7,46,445,10,22,95,611,121,1619,5,16,0,1679,1530,36.8,169,40.6,307,43.1,14107,2.64E-07,0.585914729
1400000US11001004600,1400000US11001003302,37.7,1830,903,49.3,927,50.7,1675,91.5,968,63.8,818,53.9,138,9.1,549,36.2,479,60.6,146,66,80,63,16,47,53,34,22,13,9,8,3,5,83.5,73.2,78.7,70.7,86.3,77.5,70.6,84.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,18.5,17,15,6,47,7,129,6,58,417,226,6,20,0,604,283,15.1,93,32.2,43,19.8,45938,2.33E-07,0.516754996
1400000US11001004600,1400000US11001008600,40.8,89,55,61.8,34,38.2,70,78.7,36,73.5,20,40.8,16,32.7,13,26.5,6,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,100,100,-9999,32.3,16,100,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,9,59,51,131,52,76,13,5,20.6,0,0,0,6,0,4,0,6,7,6,0,0,0,8,16,28.6,16,47.1,0,-9999,58750,8.35E-08,0.185343327
1400000US11001004701,1400000US11001004700,32.1,4382,1769,40.4,2613,59.6,4034,92.1,1310,43.2,982,32.4,328,10.8,1720,56.8,801,41.9,390,158,232,173,39,134,158,91,42,18,24,17,10,7,73.8,80.8,71.6,75.9,69.1,62.3,51.1,69.3,0,0,0,8,0,0,0,0,0,0,74,65,80,118,12,46,0,8,0,0,0,0,0,0,26.7,0,7,46,445,10,22,95,611,121,1619,5,16,0,1679,1530,36.8,169,40.6,307,43.1,14107,3.30E-05,98.80656198
1400000US11001004701,1400000US11001004802,33.6,2853,1313,46,1540,54,2172,76.1,1333,59.4,1157,51.5,176,7.8,912,40.6,625,52.3,322,140,182,131,81,50,92,47,52,12,40,47,0,47,74.8,90.5,69.5,67.9,70.8,65.7,64.6,66.8,0,0,0,0,0,0,0,0,0,0,0,23,26,76,106,3,15,0,7,0,0,0,0,0,22.2,0,39,9,250,9,0,58,348,189,988,16,27,0,1117,609,21,151,34.2,152,44.3,27559,2.01E-07,0.603266587
1400000US11001004701,1400000US11001004600,33.1,2997,1483,49.5,1514,50.5,2713,90.5,1299,56.5,1012,44,287,12.5,999,43.5,572,49.1,297,164,133,75,49,26,119,58,70,48,22,33,9,24,91.1,79.1,78.2,64.1,94.1,63,56.2,69.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,11,0,43,10,0,0,0,0,23.8,12,43,23,140,18,85,31,265,500,581,0,14,17,1023,720,24.2,177,34.2,79,27.5,33142,1.26E-07,0.377426749
1400000US11001004701,1400000US11001008600,40.8,89,55,61.8,34,38.2,70,78.7,36,73.5,20,40.8,16,32.7,13,26.5,6,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,100,100,-9999,32.3,16,100,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,9,59,51,131,52,76,13,5,20.6,0,0,0,6,0,4,0,6,7,6,0,0,0,8,16,28.6,16,47.1,0,-9999,58750,7.10E-08,0.212744249
1400000US11001004702,1400000US11001004700,32.1,4382,1769,40.4,2613,59.6,4034,92.1,1310,43.2,982,32.4,328,10.8,1720,56.8,801,41.9,390,158,232,173,39,134,158,91,42,18,24,17,10,7,73.8,80.8,71.6,75.9,69.1,62.3,51.1,69.3,0,0,0,8,0,0,0,0,0,0,74,65,80,118,12,46,0,8,0,0,0,0,0,0,26.7,0,7,46,445,10,22,95,611,121,1619,5,16,0,1679,1530,36.8,169,40.6,307,43.1,14107,3.37E-05,99.99950439
1400000US11001004702,1400000US11001008600,40.8,89,55,61.8,34,38.2,70,78.7,36,73.5,20,40.8,16,32.7,13,26.5,6,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,100,100,-9999,32.3,16,100,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,9,59,51,131,52,76,13,5,20.6,0,0,0,6,0,4,0,6,7,6,0,0,0,8,16,28.6,16,47.1,0,-9999,58750,1.64E-10,0.000486377
1400000US11001004801,1400000US11001004801,38.2,1876,1006,53.6,870,46.4,1448,77.2,862,56.5,759,49.7,97,6.4,665,43.5,320,43.7,134,84,50,48,7,41,70,63,16,14,2,0,0,0,90.9,93.5,79.7,81.4,77.4,57.8,60.1,55.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1,0,20,23,39,24,50,29,79,319,517,0,32,0,797,538,29.9,158,36.6,142,42.4,24388,3.19E-05,96.01752383
1400000US11001004801,1400000US11001004600,33.1,2997,1483,49.5,1514,50.5,2713,90.5,1299,56.5,1012,44,287,12.5,999,43.5,572,49.1,297,164,133,75,49,26,119,58,70,48,22,33,9,24,91.1,79.1,78.2,64.1,94.1,63,56.2,69.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,11,0,43,10,0,0,0,0,23.8,12,43,23,140,18,85,31,265,500,581,0,14,17,1023,720,24.2,177,34.2,79,27.5,33142,6.23E-07,1.874675169
1400000US11001004801,1400000US11001003400,21.2,4249,1874,44.1,2375,55.9,3903,91.9,1761,46.7,1465,38.8,282,7.5,2011,53.3,836,38.7,2059,795,1264,147,112,35,278,111,1531,490,1041,103,82,21,88.8,80.8,64.1,68.2,60.4,61.1,57.9,63.8,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,17,10,70,51,10,0,0,0,0,25.1,0,8,13,126,0,87,42,204,351,707,0,16,12,1024,969,40.2,181,39.8,157,40.1,18452,4.39E-07,1.320136935
1400000US11001004801,1400000US11001004901,34.4,2013,990,49.2,1023,50.8,1581,78.5,922,57.6,780,48.7,142,8.9,680,42.4,507,57.7,151,61,90,66,26,40,46,20,11,0,11,28,15,13,75.4,91.6,54.8,60.8,50.2,62.1,64,60.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,40,102,0,29,45,192,247,597,0,20,11,835,682,35.3,91,25.2,135,42.2,18950,1.92E-07,0.578637139
1400000US11001004801,1400000US11001004400,33.6,2589,1398,54,1191,46,1523,58.8,1425,69.2,1358,66,63,3.1,633,30.8,613,65.6,290,143,147,68,53,15,51,24,80,36,44,91,30,61,85.1,89.1,74.2,79.2,67.9,79.3,74.1,85.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,16,17,36,41,0,8,25.7,6,36,35,60,14,45,62,84,518,606,59,17,0,975,490,20.3,103,15.7,120,23.8,42500,6.95E-08,0.209026074
1400000US11001004802,1400000US11001004802,33.6,2853,1313,46,1540,54,2172,76.1,1333,59.4,1157,51.5,176,7.8,912,40.6,625,52.3,322,140,182,131,81,50,92,47,52,12,40,47,0,47,74.8,90.5,69.5,67.9,70.8,65.7,64.6,66.8,0,0,0,0,0,0,0,0,0,0,0,23,26,76,106,3,15,0,7,0,0,0,0,0,22.2,0,39,9,250,9,0,58,348,189,988,16,27,0,1117,609,21,151,34.2,152,44.3,27559,2.88E-05,96.15480395
1400000US11001004802,1400000US11001004801,38.2,1876,1006,53.6,870,46.4,1448,77.2,862,56.5,759,49.7,97,6.4,665,43.5,320,43.7,134,84,50,48,7,41,70,63,16,14,2,0,0,0,90.9,93.5,79.7,81.4,77.4,57.8,60.1,55.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1,0,20,23,39,24,50,29,79,319,517,0,32,0,797,538,29.9,158,36.6,142,42.4,24388,7.99E-07,2.670808312
1400000US11001004802,1400000US11001004600,33.1,2997,1483,49.5,1514,50.5,2713,90.5,1299,56.5,1012,44,287,12.5,999,43.5,572,49.1,297,164,133,75,49,26,119,58,70,48,22,33,9,24,91.1,79.1,78.2,64.1,94.1,63,56.2,69.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,11,0,43,10,0,0,0,0,23.8,12,43,23,140,18,85,31,265,500,581,0,14,17,1023,720,24.2,177,34.2,79,27.5,33142,2.90E-07,0.970587065
1400000US11001004802,1400000US11001004902,28.8,2286,1216,53.2,1070,46.8,1373,60.1,1275,72.4,1193,67.7,76,4.3,487,27.6,550,67,411,216,195,178,115,63,99,37,89,41,48,45,23,22,68.1,80,74.8,73.3,77.1,65.8,74.7,57.3,14,0,0,0,0,0,0,0,0,7,0,0,18,13,28,12,49,127,81,51,11,11,6,0,21.2,0,0,29,106,13,7,79,188,101,901,23,32,0,889,415,18.6,163,33.1,73,25.8,30647,3.45E-08,0.115226468
1400000US11001004802,1400000US11001004700,32.1,4382,1769,40.4,2613,59.6,4034,92.1,1310,43.2,982,32.4,328,10.8,1720,56.8,801,41.9,390,158,232,173,39,134,158,91,42,18,24,17,10,7,73.8,80.8,71.6,75.9,69.1,62.3,51.1,69.3,0,0,0,8,0,0,0,0,0,0,74,65,80,118,12,46,0,8,0,0,0,0,0,0,26.7,0,7,46,445,10,22,95,611,121,1619,5,16,0,1679,1530,36.8,169,40.6,307,43.1,14107,2.55E-08,0.085336025
1400000US11001004802,1400000US11001004901,34.4,2013,990,49.2,1023,50.8,1581,78.5,922,57.6,780,48.7,142,8.9,680,42.4,507,57.7,151,61,90,66,26,40,46,20,11,0,11,28,15,13,75.4,91.6,54.8,60.8,50.2,62.1,64,60.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,40,102,0,29,45,192,247,597,0,20,11,835,682,35.3,91,25.2,135,42.2,18950,9.71E-10,0.003245141
