2010,2000,DEC_MA,DEC_TP,DEC_MP,DEC_MPP,DEC_FP,DEC_FPP,DEC_AAP,DEC_AAPP,DEC_LF,DEC_LFP,DEC_EM,DEC_EMP,DEC_UE,DEC_UEP,DEC_NLF,DECNLFP,DEC_FLF,DEC_FLFP,D_E1824,D_E24LM,D_E24LF,D_NH24L,D_NH24LM,D_NH24LF,D_HS24L,D_HS24LM,D_AS24L,D_AS24LM,D_AS24LF,D_BA24L,D_BA24LM,D_BA24LF,D_HS34LM,D_HS34LF,D_BA34L,D_BA34LM,D_BA34LF,D_HS44L,D_HS44LM,D_HS44LF,DEC_10KL,DEC_1015,DEC_1519,DEC_2025,DEC_2530,DEC_3035,DEC_3540,DEC_4050,DEC_5059,DEC_6069,DEC_7079,DEC_8089,DEC_9099,DEC_1124,DEC_12549,DEC_15074,DEC_17599,DEC_20049,DEC_25099,DEC_30099,DEC_40099,DEC_500749,DEC_750999,DEC_1000,DEC_MGRP,DEC_MOC,DEC_FOC,DEC_MRC,DEC_FRC,DEC_MO,DEC_FO,DEC_MR,DEC_FR,DEC_OO,DEC_RO,DEC_SSM,DEC_SSMF,DEC_SSF,DEC_SSO,DEC_BPL,DEC_BPLP,DEC_BPLM,DEC_BPLF,DEC_BPLMP,DEC_BPLFP,DEC_MI,AREA,PERCENTAGE
1400000US11001007408,1400000US11001007407,29.8,2373,1045,44,1328,56,2305,97.1,1033,58.5,860,48.7,165,9.3,734,41.5,517,52,274,101,173,159,73,86,67,28,25,0,25,23,0,23,63.1,95.9,71.2,57.8,82.7,54.7,59.2,51.4,0,0,0,0,0,0,0,0,0,0,7,8,0,24,28,21,0,0,0,0,0,0,0,0,30.2,7,30,29,138,39,46,64,229,321,593,0,0,0,886,589,24.4,30,22.4,37,19.1,33125,1.91E-08,0.050512015
1400000US11001007408,1400000US11001007504,28.3,2358,1088,46.1,1270,53.9,2296,97.4,806,57.1,647,45.9,159,11.3,605,42.9,415,50.3,214,89,125,129,47,82,44,28,41,14,27,0,0,0,82.5,86.9,62.3,71,56.5,67.7,69.5,65.6,0,0,0,0,8,0,0,5,0,14,40,24,119,326,441,94,7,6,6,0,0,0,0,0,14.3,0,53,41,274,0,10,55,352,168,659,0,32,5,716,816,37.9,126,41.4,99,47.8,22755,1.67E-08,0.044050485
1400000US11001007409,1400000US11001007409,25.2,3444,1466,42.6,1978,57.4,3390,98.4,1143,51.9,879,39.9,264,12,1059,48.1,723,53.5,424,137,287,207,57,150,155,71,42,9,33,20,0,20,75.7,68.1,80.2,79.9,80.4,58.9,43.2,67.6,0,0,0,0,0,0,0,0,0,0,0,26,126,84,19,0,0,19,0,0,0,0,0,0,25.6,0,35,30,471,0,39,51,594,223,1164,9,12,0,1285,1423,41.5,96,29.4,113,36.9,16849,4.15E-05,97.27335512
1400000US11001007409,1400000US11001007304,25.4,4665,1916,41.1,2749,58.9,4564,97.8,1375,47.6,1070,37,305,10.6,1514,52.4,789,43.4,390,154,236,129,75,54,193,58,56,21,35,12,0,12,53.2,85.4,70,73.3,68.1,68.2,80.3,60.4,0,0,0,0,0,0,0,0,0,0,50,68,106,133,90,13,5,0,0,0,0,0,0,0,25.4,0,38,54,497,0,83,54,618,318,1165,0,22,0,1415,1946,43.8,56,22.2,80,35.4,22550,9.18E-07,2.149886814
1400000US11001007409,1400000US11001007403,26,2308,978,42.4,1330,57.6,2262,98,995,66,836,55.5,159,10.6,512,34,623,63.1,316,110,206,123,51,72,151,59,31,0,31,11,0,11,80.3,61.7,65,46.5,75.7,55.6,51.5,57.4,0,0,0,0,0,0,0,8,0,0,21,22,46,95,36,7,0,0,0,0,0,0,0,0,25.8,16,8,13,233,19,18,26,336,116,747,0,24,10,759,639,28.1,66,42.6,94,31.8,29095,2.46E-07,0.576769454
1400000US11001007502,1400000US11001007502,28.6,4221,1919,45.5,2302,54.5,4101,97.2,1494,51.4,1164,40.1,324,11.2,1411,48.6,911,54.9,452,192,260,163,96,67,191,60,86,36,50,12,0,12,74.6,78.8,73.1,66.4,79,62.8,63.8,62,0,0,0,0,0,0,0,0,0,0,25,66,135,123,38,25,0,0,0,0,0,0,0,0,26.9,9,55,48,371,12,22,81,548,249,1329,0,57,4,1494,1771,44.8,182,48.9,194,37.2,19950,5.68E-05,86.02750839
1400000US11001007502,1400000US11001007408,24,2166,914,42.2,1252,57.8,2146,99.1,693,52.7,542,41.2,151,11.5,621,47.3,439,51.6,170,47,123,88,32,56,74,7,8,8,0,0,0,0,83.2,69.9,70.1,64.3,74.3,56.2,72.1,45.6,0,0,0,0,0,0,0,0,0,0,11,53,20,17,10,0,0,0,0,0,0,0,0,0,24.9,0,8,24,280,10,34,43,381,113,656,0,14,0,730,1116,52,82,42.5,75,44.1,19570,5.91E-06,8.961595521
1400000US11001007502,1400000US11001007504,28.3,2358,1088,46.1,1270,53.9,2296,97.4,806,57.1,647,45.9,159,11.3,605,42.9,415,50.3,214,89,125,129,47,82,44,28,41,14,27,0,0,0,82.5,86.9,62.3,71,56.5,67.7,69.5,65.6,0,0,0,0,8,0,0,5,0,14,40,24,119,326,441,94,7,6,6,0,0,0,0,0,14.3,0,53,41,274,0,10,55,352,168,659,0,32,5,716,816,37.9,126,41.4,99,47.8,22755,3.10E-06,4.7025493
1400000US11001007502,1400000US11001007605,36.2,3721,1681,45.2,2040,54.8,3591,96.5,1945,65.8,1745,59.1,176,6,1010,34.2,1051,64,348,180,168,88,54,34,111,49,104,47,57,45,30,15,83.9,88.6,80.5,73.2,87.6,75.3,69.2,79.6,0,0,0,7,0,0,0,0,0,0,0,14,22,224,146,39,16,20,0,0,0,0,5,0,26.3,5,26,56,219,12,69,61,377,390,1306,0,23,26,1557,623,16.9,180,28.1,75,13.2,32500,2.03E-07,0.308343321
1400000US11001007503,1400000US11001007503,27.5,2515,1072,42.6,1443,57.4,2445,97.2,1055,57.6,809,44.2,246,13.4,777,42.4,612,54.6,269,87,182,103,37,66,114,50,43,0,43,9,0,9,86.6,75.5,71.4,73.5,69.7,69.6,81.7,62.7,0,0,7,0,20,0,0,0,0,0,0,7,17,122,468,87,22,13,0,0,0,0,0,0,22.5,0,27,0,216,0,89,21,286,285,614,0,8,0,871,1014,37.6,81,31.2,72,33.8,21402,4.72E-05,92.05297917
1400000US11001007503,1400000US11001007504,28.3,2358,1088,46.1,1270,53.9,2296,97.4,806,57.1,647,45.9,159,11.3,605,42.9,415,50.3,214,89,125,129,47,82,44,28,41,14,27,0,0,0,82.5,86.9,62.3,71,56.5,67.7,69.5,65.6,0,0,0,0,8,0,0,5,0,14,40,24,119,326,441,94,7,6,6,0,0,0,0,0,14.3,0,53,41,274,0,10,55,352,168,659,0,32,5,716,816,37.9,126,41.4,99,47.8,22755,1.54E-06,3.009607273
1400000US11001007503,1400000US11001007401,20.8,2996,1259,42,1737,58,2943,98.2,752,42.1,537,30.1,207,11.6,1035,57.9,466,40.3,348,156,192,197,113,84,101,32,36,11,25,14,0,14,52.7,54.5,68.3,71.9,66.7,57,61.6,54.3,0,0,0,0,0,0,0,0,0,0,0,16,36,111,203,151,83,24,0,0,0,0,0,0,22.2,0,6,29,402,10,18,68,564,59,834,8,0,0,861,1729,57.7,34,26,54,32.3,14083,1.04E-06,2.029278355
1400000US11001007503,1400000US11001007407,29.8,2373,1045,44,1328,56,2305,97.1,1033,58.5,860,48.7,165,9.3,734,41.5,517,52,274,101,173,159,73,86,67,28,25,0,25,23,0,23,63.1,95.9,71.2,57.8,82.7,54.7,59.2,51.4,0,0,0,0,0,0,0,0,0,0,7,8,0,24,28,21,0,0,0,0,0,0,0,0,30.2,7,30,29,138,39,46,64,229,321,593,0,0,0,886,589,24.4,30,22.4,37,19.1,33125,9.90E-07,1.932616408
1400000US11001007503,1400000US11001007605,36.2,3721,1681,45.2,2040,54.8,3591,96.5,1945,65.8,1745,59.1,176,6,1010,34.2,1051,64,348,180,168,88,54,34,111,49,104,47,57,45,30,15,83.9,88.6,80.5,73.2,87.6,75.3,69.2,79.6,0,0,0,7,0,0,0,0,0,0,0,14,22,224,146,39,16,20,0,0,0,0,5,0,26.3,5,26,56,219,12,69,61,377,390,1306,0,23,26,1557,623,16.9,180,28.1,75,13.2,32500,2.66E-07,0.51942473
1400000US11001007503,1400000US11001007601,37,4572,2103,46,2469,54,4378,95.8,1997,55.9,1618,45.3,379,10.6,1575,44.1,1067,53.5,446,201,245,157,85,72,163,74,78,35,43,48,7,41,70.2,73.8,82.4,80.8,83.8,67.6,63.2,70.8,4,0,0,0,0,0,5,0,29,0,0,51,26,122,230,101,132,64,39,9,9,0,0,6,24.2,5,106,13,168,57,173,68,277,834,1044,0,48,8,1722,955,21,154,28.9,185,31.5,32930,2.34E-07,0.456092744
1400000US11001007504,1400000US11001007504,28.3,2358,1088,46.1,1270,53.9,2296,97.4,806,57.1,647,45.9,159,11.3,605,42.9,415,50.3,214,89,125,129,47,82,44,28,41,14,27,0,0,0,82.5,86.9,62.3,71,56.5,67.7,69.5,65.6,0,0,0,0,8,0,0,5,0,14,40,24,119,326,441,94,7,6,6,0,0,0,0,0,14.3,0,53,41,274,0,10,55,352,168,659,0,32,5,716,816,37.9,126,41.4,99,47.8,22755,7.58E-05,90.21543062
1400000US11001007504,1400000US11001007407,29.8,2373,1045,44,1328,56,2305,97.1,1033,58.5,860,48.7,165,9.3,734,41.5,517,52,274,101,173,159,73,86,67,28,25,0,25,23,0,23,63.1,95.9,71.2,57.8,82.7,54.7,59.2,51.4,0,0,0,0,0,0,0,0,0,0,7,8,0,24,28,21,0,0,0,0,0,0,0,0,30.2,7,30,29,138,39,46,64,229,321,593,0,0,0,886,589,24.4,30,22.4,37,19.1,33125,4.99E-06,5.936836417
1400000US11001007504,1400000US11001007605,36.2,3721,1681,45.2,2040,54.8,3591,96.5,1945,65.8,1745,59.1,176,6,1010,34.2,1051,64,348,180,168,88,54,34,111,49,104,47,57,45,30,15,83.9,88.6,80.5,73.2,87.6,75.3,69.2,79.6,0,0,0,7,0,0,0,0,0,0,0,14,22,224,146,39,16,20,0,0,0,0,5,0,26.3,5,26,56,219,12,69,61,377,390,1306,0,23,26,1557,623,16.9,180,28.1,75,13.2,32500,1.67E-06,1.986610201
1400000US11001007504,1400000US11001007503,27.5,2515,1072,42.6,1443,57.4,2445,97.2,1055,57.6,809,44.2,246,13.4,777,42.4,612,54.6,269,87,182,103,37,66,114,50,43,0,43,9,0,9,86.6,75.5,71.4,73.5,69.7,69.6,81.7,62.7,0,0,7,0,20,0,0,0,0,0,0,7,17,122,468,87,22,13,0,0,0,0,0,0,22.5,0,27,0,216,0,89,21,286,285,614,0,8,0,871,1014,37.6,81,31.2,72,33.8,21402,1.37E-06,1.628200181
1400000US11001007504,1400000US11001007502,28.6,4221,1919,45.5,2302,54.5,4101,97.2,1494,51.4,1164,40.1,324,11.2,1411,48.6,911,54.9,452,192,260,163,96,67,191,60,86,36,50,12,0,12,74.6,78.8,73.1,66.4,79,62.8,63.8,62,0,0,0,0,0,0,0,0,0,0,25,66,135,123,38,25,0,0,0,0,0,0,0,0,26.9,9,55,48,371,12,22,81,548,249,1329,0,57,4,1494,1771,44.8,182,48.9,194,37.2,19950,1.00E-07,0.119341269
1400000US11001007504,1400000US11001007408,24,2166,914,42.2,1252,57.8,2146,99.1,693,52.7,542,41.2,151,11.5,621,47.3,439,51.6,170,47,123,88,32,56,74,7,8,8,0,0,0,0,83.2,69.9,70.1,64.3,74.3,56.2,72.1,45.6,0,0,0,0,0,0,0,0,0,0,11,53,20,17,10,0,0,0,0,0,0,0,0,0,24.9,0,8,24,280,10,34,43,381,113,656,0,14,0,730,1116,52,82,42.5,75,44.1,19570,9.55E-08,0.113581756
1400000US11001007601,1400000US11001007601,37,4572,2103,46,2469,54,4378,95.8,1997,55.9,1618,45.3,379,10.6,1575,44.1,1067,53.5,446,201,245,157,85,72,163,74,78,35,43,48,7,41,70.2,73.8,82.4,80.8,83.8,67.6,63.2,70.8,4,0,0,0,0,0,5,0,29,0,0,51,26,122,230,101,132,64,39,9,9,0,0,6,24.2,5,106,13,168,57,173,68,277,834,1044,0,48,8,1722,955,21,154,28.9,185,31.5,32930,0.000128677,97.25433144
1400000US11001007601,1400000US11001007100,29.8,2818,1319,46.8,1499,53.2,2417,85.8,1008,53.7,841,44.8,167,8.9,869,46.3,576,51.5,253,108,145,172,84,88,34,8,11,4,7,36,12,24,78.6,64.8,64.8,77.7,57.1,72.5,82.5,65,0,0,0,0,0,0,0,0,10,0,0,33,40,105,150,40,0,0,0,0,0,0,0,0,27.5,0,31,16,285,0,46,16,365,329,757,37,7,0,993,1180,42.5,72,19.4,121,29.7,25022,2.77E-06,2.090213449
1400000US11001007601,1400000US11001007604,39.2,3764,1669,44.3,2095,55.7,3555,94.4,1895,63.4,1756,58.7,123,4.1,1095,36.6,987,57.3,284,144,140,55,32,23,88,54,90,38,52,51,20,31,87.9,93.1,88.9,84.8,92.7,82.5,84.2,81.3,0,0,0,0,0,0,0,0,0,0,0,20,27,123,85,6,7,0,0,0,0,0,0,0,27,0,30,36,208,32,59,62,354,644,1103,0,36,16,1654,549,14.6,35,7.6,98,17.2,35811,3.42E-07,0.258851726
1400000US11001007601,1400000US11001007709,37.9,1979,901,45.5,1078,54.5,1898,95.9,1042,64.9,930,57.9,112,7,564,35.1,553,60.3,222,105,117,77,34,43,73,49,59,22,37,13,0,13,94.4,63.1,87.3,90.1,85.7,72,66.2,78,7,0,8,0,0,0,0,0,9,45,25,61,40,259,264,302,71,63,0,11,0,0,0,0,24.2,10,22,0,96,0,19,13,168,315,635,0,24,10,847,295,14.7,84,25.5,74,26,29332,2.82E-07,0.212978315
1400000US11001007601,1400000US11001007503,27.5,2515,1072,42.6,1443,57.4,2445,97.2,1055,57.6,809,44.2,246,13.4,777,42.4,612,54.6,269,87,182,103,37,66,114,50,43,0,43,9,0,9,86.6,75.5,71.4,73.5,69.7,69.6,81.7,62.7,0,0,7,0,20,0,0,0,0,0,0,7,17,122,468,87,22,13,0,0,0,0,0,0,22.5,0,27,0,216,0,89,21,286,285,614,0,8,0,871,1014,37.6,81,31.2,72,33.8,21402,1.57E-07,0.118919903
1400000US11001007601,1400000US11001007401,20.8,2996,1259,42,1737,58,2943,98.2,752,42.1,537,30.1,207,11.6,1035,57.9,466,40.3,348,156,192,197,113,84,101,32,36,11,25,14,0,14,52.7,54.5,68.3,71.9,66.7,57,61.6,54.3,0,0,0,0,0,0,0,0,0,0,0,16,36,111,203,151,83,24,0,0,0,0,0,0,22.2,0,6,29,402,10,18,68,564,59,834,8,0,0,861,1729,57.7,34,26,54,32.3,14083,6.28E-08,0.047429729
1400000US11001007601,1400000US11001006804,31.9,2628,2254,85.8,374,14.2,2280,86.8,246,9.9,246,9.9,0,0,2243,90.1,97,18.4,641,533,108,454,420,34,152,89,11,0,11,24,24,0,62.4,73.3,65.5,65.2,66.5,52.4,47.3,63.2,0,0,0,0,7,0,0,0,27,15,51,95,87,72,83,16,6,0,0,0,0,0,0,0,21.8,0,0,0,0,0,0,9,0,56,119,0,0,0,180,28,9.6,17,16.2,11,19,31000,2.29E-08,0.017274162
1400000US11001007603,1400000US11001007603,39.5,4255,1837,43.2,2418,56.8,3858,90.7,2093,62.1,1905,56.5,188,5.6,1279,37.9,1252,62.6,246,113,133,40,0,40,80,33,108,80,28,18,0,18,74.3,100,80.7,79.5,81.7,88.5,89.3,88,0,0,0,0,0,0,0,0,0,10,49,27,21,43,73,19,19,20,5,6,0,0,0,0,22.1,8,67,18,211,26,145,40,329,1049,1087,0,28,21,1995,675,16.2,92,18.9,142,21.1,32837,0.000121396,97.92061215
1400000US11001007603,1400000US11001007502,28.6,4221,1919,45.5,2302,54.5,4101,97.2,1494,51.4,1164,40.1,324,11.2,1411,48.6,911,54.9,452,192,260,163,96,67,191,60,86,36,50,12,0,12,74.6,78.8,73.1,66.4,79,62.8,63.8,62,0,0,0,0,0,0,0,0,0,0,25,66,135,123,38,25,0,0,0,0,0,0,0,0,26.9,9,55,48,371,12,22,81,548,249,1329,0,57,4,1494,1771,44.8,182,48.9,194,37.2,19950,2.28E-06,1.839346332
1400000US11001007603,1400000US11001007604,39.2,3764,1669,44.3,2095,55.7,3555,94.4,1895,63.4,1756,58.7,123,4.1,1095,36.6,987,57.3,284,144,140,55,32,23,88,54,90,38,52,51,20,31,87.9,93.1,88.9,84.8,92.7,82.5,84.2,81.3,0,0,0,0,0,0,0,0,0,0,0,20,27,123,85,6,7,0,0,0,0,0,0,0,27,0,30,36,208,32,59,62,354,644,1103,0,36,16,1654,549,14.6,35,7.6,98,17.2,35811,2.98E-07,0.240039693
1400000US11001007604,1400000US11001007604,39.2,3764,1669,44.3,2095,55.7,3555,94.4,1895,63.4,1756,58.7,123,4.1,1095,36.6,987,57.3,284,144,140,55,32,23,88,54,90,38,52,51,20,31,87.9,93.1,88.9,84.8,92.7,82.5,84.2,81.3,0,0,0,0,0,0,0,0,0,0,0,20,27,123,85,6,7,0,0,0,0,0,0,0,27,0,30,36,208,32,59,62,354,644,1103,0,36,16,1654,549,14.6,35,7.6,98,17.2,35811,0.000139445,96.85904204
1400000US11001007604,1400000US11001007603,39.5,4255,1837,43.2,2418,56.8,3858,90.7,2093,62.1,1905,56.5,188,5.6,1279,37.9,1252,62.6,246,113,133,40,0,40,80,33,108,80,28,18,0,18,74.3,100,80.7,79.5,81.7,88.5,89.3,88,0,0,0,0,0,0,0,0,0,10,49,27,21,43,73,19,19,20,5,6,0,0,0,0,22.1,8,67,18,211,26,145,40,329,1049,1087,0,28,21,1995,675,16.2,92,18.9,142,21.1,32837,2.20E-06,1.528511833
1400000US11001007604,1400000US11001007709,37.9,1979,901,45.5,1078,54.5,1898,95.9,1042,64.9,930,57.9,112,7,564,35.1,553,60.3,222,105,117,77,34,43,73,49,59,22,37,13,0,13,94.4,63.1,87.3,90.1,85.7,72,66.2,78,7,0,8,0,0,0,0,0,9,45,25,61,40,259,264,302,71,63,0,11,0,0,0,0,24.2,10,22,0,96,0,19,13,168,315,635,0,24,10,847,295,14.7,84,25.5,74,26,29332,6.95E-07,0.482937533
1400000US11001007604,1400000US11001007605,36.2,3721,1681,45.2,2040,54.8,3591,96.5,1945,65.8,1745,59.1,176,6,1010,34.2,1051,64,348,180,168,88,54,34,111,49,104,47,57,45,30,15,83.9,88.6,80.5,73.2,87.6,75.3,69.2,79.6,0,0,0,7,0,0,0,0,0,0,0,14,22,224,146,39,16,20,0,0,0,0,5,0,26.3,5,26,56,219,12,69,61,377,390,1306,0,23,26,1557,623,16.9,180,28.1,75,13.2,32500,6.22E-07,0.431861742
1400000US11001007604,1400000US11001007502,28.6,4221,1919,45.5,2302,54.5,4101,97.2,1494,51.4,1164,40.1,324,11.2,1411,48.6,911,54.9,452,192,260,163,96,67,191,60,86,36,50,12,0,12,74.6,78.8,73.1,66.4,79,62.8,63.8,62,0,0,0,0,0,0,0,0,0,0,25,66,135,123,38,25,0,0,0,0,0,0,0,0,26.9,9,55,48,371,12,22,81,548,249,1329,0,57,4,1494,1771,44.8,182,48.9,194,37.2,19950,4.34E-07,0.301628469
1400000US11001007604,1400000US11001009901,49.9,2302,1034,44.9,1268,55.1,2161,93.9,1107,55,1021,50.7,86,4.3,907,45,599,52.8,114,42,72,25,15,10,17,4,48,23,25,24,0,24,82.8,89.2,91.2,100,84,88.7,79.2,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,42,5,20,18,89,16,40,867,142,0,10,0,934,151,6.6,16,10.7,57,21.7,61174,4.29E-07,0.297739685
1400000US11001007604,1400000US11001007601,37,4572,2103,46,2469,54,4378,95.8,1997,55.9,1618,45.3,379,10.6,1575,44.1,1067,53.5,446,201,245,157,85,72,163,74,78,35,43,48,7,41,70.2,73.8,82.4,80.8,83.8,67.6,63.2,70.8,4,0,0,0,0,0,5,0,29,0,0,51,26,122,230,101,132,64,39,9,9,0,0,6,24.2,5,106,13,168,57,173,68,277,834,1044,0,48,8,1722,955,21,154,28.9,185,31.5,32930,1.41E-07,0.098278007
1400000US11001007605,1400000US11001007605,36.2,3721,1681,45.2,2040,54.8,3591,96.5,1945,65.8,1745,59.1,176,6,1010,34.2,1051,64,348,180,168,88,54,34,111,49,104,47,57,45,30,15,83.9,88.6,80.5,73.2,87.6,75.3,69.2,79.6,0,0,0,7,0,0,0,0,0,0,0,14,22,224,146,39,16,20,0,0,0,0,5,0,26.3,5,26,56,219,12,69,61,377,390,1306,0,23,26,1557,623,16.9,180,28.1,75,13.2,32500,4.45E-05,94.71557099
1400000US11001007605,1400000US11001007601,37,4572,2103,46,2469,54,4378,95.8,1997,55.9,1618,45.3,379,10.6,1575,44.1,1067,53.5,446,201,245,157,85,72,163,74,78,35,43,48,7,41,70.2,73.8,82.4,80.8,83.8,67.6,63.2,70.8,4,0,0,0,0,0,5,0,29,0,0,51,26,122,230,101,132,64,39,9,9,0,0,6,24.2,5,106,13,168,57,173,68,277,834,1044,0,48,8,1722,955,21,154,28.9,185,31.5,32930,1.73E-06,3.673527629
1400000US11001007605,1400000US11001007604,39.2,3764,1669,44.3,2095,55.7,3555,94.4,1895,63.4,1756,58.7,123,4.1,1095,36.6,987,57.3,284,144,140,55,32,23,88,54,90,38,52,51,20,31,87.9,93.1,88.9,84.8,92.7,82.5,84.2,81.3,0,0,0,0,0,0,0,0,0,0,0,20,27,123,85,6,7,0,0,0,0,0,0,0,27,0,30,36,208,32,59,62,354,644,1103,0,36,16,1654,549,14.6,35,7.6,98,17.2,35811,6.07E-07,1.290471709
1400000US11001007605,1400000US11001007502,28.6,4221,1919,45.5,2302,54.5,4101,97.2,1494,51.4,1164,40.1,324,11.2,1411,48.6,911,54.9,452,192,260,163,96,67,191,60,86,36,50,12,0,12,74.6,78.8,73.1,66.4,79,62.8,63.8,62,0,0,0,0,0,0,0,0,0,0,25,66,135,123,38,25,0,0,0,0,0,0,0,0,26.9,9,55,48,371,12,22,81,548,249,1329,0,57,4,1494,1771,44.8,182,48.9,194,37.2,19950,1.11E-07,0.236801624
1400000US11001007605,1400000US11001007504,28.3,2358,1088,46.1,1270,53.9,2296,97.4,806,57.1,647,45.9,159,11.3,605,42.9,415,50.3,214,89,125,129,47,82,44,28,41,14,27,0,0,0,82.5,86.9,62.3,71,56.5,67.7,69.5,65.6,0,0,0,0,8,0,0,5,0,14,40,24,119,326,441,94,7,6,6,0,0,0,0,0,14.3,0,53,41,274,0,10,55,352,168,659,0,32,5,716,816,37.9,126,41.4,99,47.8,22755,3.93E-08,0.083632291
1400000US11001007703,1400000US11001007703,29.4,4615,1978,42.9,2637,57.1,4439,96.2,1830,58,1519,48.1,304,9.6,1325,42,1091,57.6,444,200,244,195,92,103,176,86,73,22,51,0,0,0,65.4,73.6,60.4,54.8,65.1,65.8,54.1,73.4,0,0,0,0,0,0,0,0,0,0,12,13,44,96,143,89,23,69,46,50,25,0,0,0,21.9,0,51,18,473,13,40,46,731,383,1451,0,10,7,1758,1486,32.3,48,12.4,119,24.7,25240,0.000103187,98.50651586
1400000US11001007703,1400000US11001009603,42.3,3230,1344,41.6,1886,58.4,3158,97.8,1412,53.2,1194,45,202,7.6,1242,46.8,767,47.9,233,91,142,82,30,52,56,36,95,25,70,0,0,0,93,89.9,82,90,75.5,79.7,77.4,81.2,0,0,0,0,0,0,12,6,23,92,165,97,80,89,39,19,0,12,0,0,0,0,0,0,20.1,16,24,23,200,34,82,46,323,487,1126,0,29,0,1522,654,20.5,91,22.4,152,25.9,31898,7.35E-07,0.701702864
1400000US11001007703,1400000US11001007708,32.7,2706,1151,42.5,1555,57.5,2660,98.3,1092,56.3,1014,52.3,78,4,847,43.7,638,53.9,211,75,136,63,33,30,78,29,70,13,57,0,0,0,93,90.1,75.5,69.5,80.3,64.7,55.5,68.4,0,0,0,0,0,0,0,18,0,7,21,38,65,152,126,87,83,55,43,9,0,8,0,0,30.1,0,28,58,283,7,50,58,436,208,944,7,17,0,1091,640,24.2,68,17.8,66,26.2,25382,6.75E-07,0.644712727
1400000US11001007703,1400000US11001009907,25.3,3037,1299,42.8,1738,57.2,2990,98.5,997,49.6,747,37.2,250,12.4,1013,50.4,655,51.3,280,100,180,151,62,89,104,32,25,6,19,0,0,0,67.6,72.5,73.7,80.9,70.7,71.2,73.5,69.4,0,0,0,0,0,0,0,0,0,36,78,88,40,61,0,0,0,0,0,0,0,0,0,0,23.9,9,74,7,265,0,52,16,422,334,716,7,16,17,979,1314,42.5,51,39.2,65,33.7,20176,8.97E-08,0.085631466
1400000US11001007703,1400000US11001009906,37.3,1550,670,43.2,880,56.8,1516,97.8,555,49,414,36.5,141,12.4,578,51,323,48.1,136,76,60,72,32,40,29,16,28,28,0,7,0,7,63.6,75,66.7,55.4,72.3,72.7,66.2,76.9,0,0,0,0,0,0,0,0,0,0,0,0,0,41,20,35,71,79,87,66,7,7,7,0,22,8,19,5,162,16,17,13,225,186,507,0,15,0,626,482,31.8,70,48.6,70,39.1,24457,5.09E-08,0.048610509
1400000US11001007703,1400000US11001009901,49.9,2302,1034,44.9,1268,55.1,2161,93.9,1107,55,1021,50.7,86,4.3,907,45,599,52.8,114,42,72,25,15,10,17,4,48,23,25,24,0,24,82.8,89.2,91.2,100,84,88.7,79.2,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,42,5,20,18,89,16,40,867,142,0,10,0,934,151,6.6,16,10.7,57,21.7,61174,1.34E-08,0.012822668
1400000US11001007707,1400000US11001007707,37,3796,1684,44.4,2112,55.6,3708,97.7,1559,54.4,1382,48.2,177,6.2,1307,45.6,821,49.2,304,116,188,90,41,49,120,40,84,25,59,10,10,0,79.4,82.8,83.1,74.5,90.5,72.4,66.5,76.4,0,0,0,0,0,0,0,0,0,8,0,50,0,35,25,14,0,0,0,0,0,0,0,0,33.3,0,54,23,228,46,190,44,296,876,602,0,16,17,1412,746,19.9,78,27.7,78,22.7,33592,8.44E-05,94.79853967
1400000US11001007707,1400000US11001009907,25.3,3037,1299,42.8,1738,57.2,2990,98.5,997,49.6,747,37.2,250,12.4,1013,50.4,655,51.3,280,100,180,151,62,89,104,32,25,6,19,0,0,0,67.6,72.5,73.7,80.9,70.7,71.2,73.5,69.4,0,0,0,0,0,0,0,0,0,36,78,88,40,61,0,0,0,0,0,0,0,0,0,0,23.9,9,74,7,265,0,52,16,422,334,716,7,16,17,979,1314,42.5,51,39.2,65,33.7,20176,3.46E-06,3.891945405
1400000US11001007707,1400000US11001009902,42.5,2993,1326,44.3,1667,55.7,2885,96.4,1242,52.1,1050,44,187,7.8,1143,47.9,677,49.6,204,101,103,67,39,28,25,11,100,45,55,12,6,6,71.4,85.4,88.9,81.5,95.7,77.4,79.6,75.8,12,0,0,0,0,0,0,10,0,0,14,115,100,137,51,68,14,25,8,0,0,0,0,0,25.7,5,62,0,38,31,230,0,100,895,291,0,12,0,1199,372,12.8,23,10.7,79,30.7,41146,1.00E-06,1.126698942
1400000US11001007707,1400000US11001009905,32.3,2670,1226,45.9,1444,54.1,2631,98.5,1098,57.8,891,46.9,207,10.9,803,42.2,585,56.6,271,137,134,142,88,54,70,37,52,12,40,7,0,7,71.5,42.1,71.7,67.8,74.8,66.6,69.5,64.2,0,0,0,0,9,0,0,15,21,26,52,29,144,129,94,56,25,19,0,0,0,6,0,0,28.4,8,56,34,144,0,93,41,252,374,660,0,34,0,1004,912,34.2,71,19.3,57,24.3,25778,1.26E-07,0.142024479
