AREA,PERIMETER,TR11_D00_,TR11_D00_I,STATE,COUNTY,TRACT,NAME,LSAD,LSAD_TRANS,GEO_ID,dec00_vari,dec00_va_1,dec00_va_2,dec00_va_3,dec00_va_4,dec00_va_5,dec00_va_6,dec00_va_7,dec00_va_8,dec00_va_9,dec00_va10,dec00_va11,dec00_va12,dec00_va13,dec00_va14,dec00_va15,dec00_va16,dec00_va17,dec00_va18,dec00_va19,dec00_va20,dec00_va21,dec00_va22,dec00_va23,dec00_va24,dec00_va25,dec00_va26,dec00_va27,dec00_va28,dec00_va29,dec00_va30,dec00_va31,dec00_va32,dec00_va33,dec00_va34,dec00_va35,dec00_va36,dec00_va37,dec00_va38,dec00_va39,dec00_va40,dec00_va41,dec00_va42,dec00_va43,dec00_va44,dec00_va45,dec00_va46,dec00_va47,dec00_va48,dec00_va49,dec00_va50,dec00_va51,dec00_va52,dec00_va53,dec00_va54,dec00_va55,dec00_va56,dec00_va57,dec00_va58,dec00_va59,dec00_va60,dec00_va61,dec00_va62,dec00_va63,dec00_va64,dec00_va65,dec00_va66,dec00_va67,dec00_va68,dec00_va69,dec00_va70,dec00_va71,dec00_va72,dec00_va73,dec00_va74,dec00_va75,dec00_va76,dec00_va77,dec00_va78,dec00_va79,dec00_va80,dec00_va81,dec00_va82,dec00_va83,dec00_va84,dec00_va85,dec00_va86,dec00_va87,dec00_va88,dec00_va89,dec00_va90,dec00_va91,dec00_va92,dec00_va93,dec00_va94
0.000094690000000,0.040214469481104,12.000000000000000,11.000000000000000,11,001,001902,0019.02,TR,,1400000US11001001902,44.5,2062,945,45.8,1117,54.2,1841,89.3,1002,56.3,935,52.5,67,3.8,778,43.7,503,51,138,67,71,18,18,0,82,44,38,20,5,15,18,0,18,87.1,80,93.6,90.8,87.9,93.3,88.7,88.5,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,32,77,146,194,269,152,207,26.4,0,49,12,7,21,106,32,30,682,134,0,12,6,869,179,8.8,48,26.2,46,15.7,54934,-4.323988017,-3.555914119,-5.166458429,3.674216693,-3.226729425,-1.894542723,-1.050161028
0.000180700682293,0.056263067943038,13.000000000000000,12.000000000000000,11,001,0011,0011,TR,,1400000US11001001100,42.4,4428,1925,43.5,2503,56.5,252,5.7,2740,73.6,2690,72.3,36,1,981,26.4,1436,68.8,230,93,137,44,10,34,36,26,10,57,24,33,93,33,60,99,97.6,100,98.7,100,97.5,96.8,98.6,95.2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,5,0,18,51,170,122,162,57,41,25.5,0,30,0,0,20,47,0,0,1409,445,29,32,12,1778,86,2,44,9.2,27,3.7,103184,-3.323016682,-6.205295078,-6.307555378,2.488134918,-2.243834079,-1.171342831,-4.073656043
0.000094260000000,0.049519564137541,14.000000000000000,13.000000000000000,11,001,001402,0014.02,TR,,1400000US11001001402,54.5,3925,2279,58.1,1646,41.9,555,14.1,1555,43.6,1525,42.8,30,0.8,2011,56.4,810,54.4,168,67,101,8,0,8,18,5,13,37,31,6,105,31,74,95.6,94.3,97.1,96.3,96.3,96.3,93.1,92.9,93.3,0,0,0,0,7,0,0,0,0,0,0,0,0,7,6,0,0,0,31,118,127,447,257,260,26.3,0,26,0,7,17,59,9,7,834,398,9,14,14,1191,352,13,146,35.6,176,30.3,84105,-3.75878584,-4.968027909,-5.430716722,4.827083173,-1.752392073,-4.619996198,-2.531872197
0.000059595000000,0.043442334572974,15.000000000000000,14.000000000000000,11,001,002001,0020.01,TR,,1400000US11001002001,38.7,2435,1176,48.3,1259,51.7,1510,62,1193,57.7,1157,56,36,1.7,874,42.3,587,54.2,145,60,85,27,10,17,27,18,9,62,3,59,29,29,0,75.7,64.5,86.4,59.1,58.6,59.7,86.9,82.3,91.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,55,66,160,106,113,52,35,17.9,0,11,18,48,14,72,33,121,321,725,0,22,7,968,428,17.4,115,25,139,33.1,32853,-3.834040507,-3.810624492,-3.905634517,1.949955823,-2.721494627,-3.57189151,-1.566915186
0.000291315500000,0.084291301600290,16.000000000000000,15.000000000000000,11,001,001301,0013.01,TR,,1400000US11001001301,38.8,3747,1716,45.8,2031,54.2,270,7.2,2459,73.2,2430,72.3,24,0.7,901,26.8,1213,63.6,300,97,203,18,18,0,28,0,28,29,6,23,225,73,152,100,100,100,98.5,100,97.2,99.2,100,98.5,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,23,16,88,182,791,539,219,19,9,23.3,8,0,9,0,15,20,16,49,642,1406,16,56,13,1958,300,8.1,75,10.9,116,13.1,68417,-3.182941734,-5.634403597,-7.049621463,6.245165327,-1.940350588,-2.176695164,-4.68507324
0.000025377248651,0.024833220735629,17.000000000000000,16.000000000000000,11,001,009507,0095.07,TR,,1400000US11001009507,44.8,1533,651,42.5,882,57.5,1484,96.8,650,50.8,610,47.7,40,3.1,629,49.2,381,49.6,63,23,40,0,0,0,41,8,33,22,15,7,0,0,0,79.9,86.8,74.5,94.1,88.8,100,87.9,92.8,85.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,14,6,0,0,25,12,0,31.1,15,12,7,0,16,60,12,20,512,143,4,17,0,692,208,13.4,27,19.9,29,12.9,41359,-4.34932435,-2.930352425,-4.15972361,0.298063218,-1.199944391,-1.413872106,-0.563802926
0.000089144650000,0.042600585363068,18.000000000000000,17.000000000000000,11,001,002002,0020.02,TR,,1400000US11001002002,39.4,3781,1782,47.1,1999,52.9,2785,73.7,1832,60.4,1701,56,131,4.3,1203,39.6,894,56.2,340,186,154,74,50,24,90,78,12,120,45,75,56,13,43,82.6,73.7,90.8,84.5,81.2,88.2,81.1,72.6,89.8,0,0,0,0,0,0,0,0,0,0,0,8,0,10,8,21,8,56,145,314,216,293,61,16,22.8,13,48,13,33,51,157,31,53,882,378,4,6,9,1234,354,9.6,96,24.6,109,24.3,47619,-4.20661671,-5.07694289,-6.326123091,4.063592207,-5.126830548,-2.865318169,-1.613199949
0.000258512979051,0.065327474343659,19.000000000000000,18.000000000000000,11,001,001001,0010.01,TR,,1400000US11001001001,40.5,6062,2815,46.4,3247,53.6,195,3.2,3676,73.8,3567,71.6,102,2,1303,26.2,1796,68.1,343,211,132,28,10,18,15,8,7,107,107,0,193,86,107,100,100,100,98.3,97.9,98.7,96.8,97.6,96.2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,10,0,134,321,251,119,18,8,22.2,27,50,11,0,15,50,11,36,1989,559,27,36,13,2438,278,4.6,105,13.9,136,13.1,109770,-3.380424828,-7.62763059,-7.083969922,2.562801365,-3.865192697,-2.943885757,-4.8041443
0.000242640550000,0.082600437550491,20.000000000000000,19.000000000000000,11,001,0026,0026,TR,,1400000US11001002600,46.6,2184,994,45.5,1190,54.5,1344,61.5,1100,58.7,1036,55.3,64,3.4,774,41.3,549,53.9,122,73,49,17,8,9,26,26,0,41,29,12,38,10,28,91.7,100,86.6,93.9,94.9,92.6,96.7,95.6,97.9,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,8,0,101,24,172,108,80,22.4,0,11,7,0,12,68,25,21,701,262,22,24,0,925,186,8.5,55,21.2,72,20.8,85180,-4.014149577,-3.718041686,-4.993145017,1.407071086,-1.606591484,-2.464352999,-1.589293298
0.000062899200000,0.032244934086070,21.000000000000000,20.000000000000000,11,001,002101,0021.01,TR,,1400000US11001002101,36.2,5233,2504,47.9,2729,52.1,4241,81,2314,56.5,2095,51.2,198,4.8,1781,43.5,1185,54.2,466,223,243,200,119,81,127,43,84,110,58,52,29,3,26,72.7,75.9,69.8,73,69.1,77.5,78.8,72.3,84.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,25,23,21,14,48,57,22.7,29,63,41,121,17,216,63,205,840,1098,30,46,8,1821,1008,19.6,110,20.5,158,26.3,34375,-4.438625253,-6.151665827,-7.471494841,0.389486846,-7.695680256,-4.083879331,-4.179802928
0.000076225000000,0.036992108458928,22.000000000000000,21.000000000000000,11,001,002102,0021.02,TR,,1400000US11001002102,41.2,4631,2094,45.2,2537,54.8,4162,89.9,2220,57.9,1977,51.6,238,6.2,1613,42.1,1248,57.6,539,283,256,226,142,84,142,41,101,144,85,59,27,15,12,88,86,89.1,79.3,84.1,74.7,77.5,71.8,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,29,282,204,143,41,0,24.1,0,102,33,89,24,231,78,203,1151,849,15,44,8,1894,419,9.1,66,14.9,91,14.7,36489,-4.629493013,-6.159716313,-8.522586275,1.681402393,-8.8198136,-1.922502415,-3.677618317
0.000107765784915,0.062861233939743,23.000000000000000,22.000000000000000,11,001,009508,0095.08,TR,,1400000US11001009508,46.2,2860,1237,43.3,1623,56.7,2732,95.5,1385,58,1275,53.4,110,4.6,1002,42,780,55.8,199,82,117,21,15,6,126,58,68,41,9,32,11,0,11,88.6,78.2,96.3,90.8,91.9,90.1,87.9,75.4,96.9,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,12,0,44,141,299,166,39,7,6,29.1,0,46,14,46,51,116,22,128,783,533,0,9,0,1246,159,5.7,43,21.4,39,9.8,41972,-4.580109223,-4.421203492,-5.86834949,2.712400704,-4.984659072,-1.208483887,-0.63964616
0.000121488622000,0.049152256097384,24.000000000000000,23.000000000000000,11,001,0012,0012,TR,,1400000US11001001200,37.4,4856,2182,44.9,2674,55.1,281,5.8,3438,80.8,3383,79.5,55,1.3,819,19.2,1848,76.7,476,162,314,29,7,22,16,8,8,122,55,67,309,92,217,99.5,98.9,100,91.7,91.1,92.1,96.9,96.2,97.5,0,0,0,0,0,0,0,0,0,0,0,0,16,4,25,25,10,9,107,666,639,287,46,14,24.3,17,47,7,31,18,40,29,97,1270,1297,39,79,23,2428,349,7.2,97,10.4,153,11.4,77753,-3.223858227,-7.230195509,-8.001652882,5.19747907,-4.182512314,-2.587675611,-7.656043501
0.000147307480426,0.053328302333012,25.000000000000000,24.000000000000000,11,001,009503,0095.03,TR,,1400000US11001009503,46.3,3066,1401,45.7,1665,54.3,2663,86.9,1398,54.5,1303,50.8,95,3.7,1169,45.5,722,50.8,158,111,47,44,35,9,42,26,16,66,44,22,6,6,0,95.1,94.9,95.3,90.3,87.9,93.9,95.3,94.2,96.1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,16,16,171,327,493,128,102,70,9,23.6,8,42,8,8,35,209,8,21,1114,93,0,12,0,1176,211,7,131,47.3,31,9.5,61667,-4.492117383,-4.361777267,-5.262115309,6.248083643,-4.146522804,-2.826520073,-0.678347407
0.000070640000000,0.034184460151909,26.000000000000000,25.000000000000000,11,001,002202,0022.02,TR,,1400000US11001002202,39,3013,1316,43.7,1697,56.3,2702,89.7,1380,58.4,1257,53.2,116,4.9,983,41.6,763,55.6,234,108,126,47,35,12,58,29,29,107,34,73,22,10,12,85.8,90.6,80.5,77.5,70.6,83,68.8,70.6,67.6,0,0,0,0,0,0,0,0,0,6,6,5,32,41,45,78,179,91,12,24,27,0,0,0,23,4,27,27,122,11,128,49,190,588,671,11,17,0,1199,458,15.3,73,20.7,64,16.2,37073,-4.316596924,-4.398880269,-4.808529289,5.112002694,-4.736115095,-2.300683559,-1.227248307
0.000146961102500,0.060042508312920,27.000000000000000,26.000000000000000,11,001,009501,0095.01,TR,,1400000US11001009501,25.4,5264,2524,47.9,2740,52.1,3130,59.5,3217,69.1,2171,46.7,1035,22.2,1436,30.9,1587,64.8,2001,970,1031,87,30,57,318,191,127,1428,686,742,168,63,105,84.9,84.3,85.7,85.2,87.2,83.3,78.3,79.1,77.6,0,0,0,0,0,0,13,0,0,0,0,8,16,144,90,128,88,49,43,38,9,0,9,0,22.5,8,21,41,152,25,23,97,278,307,1460,0,51,0,1686,547,15.6,181,27.6,226,30,28605,-3.790669565,-8.684530092,-16.32472058,6.172557775,-6.24010943,-4.441701126,-2.387745525
0.000065135490000,0.034709378330903,28.000000000000000,27.000000000000000,11,001,009509,0095.09,TR,,1400000US11001009509,47.3,2898,1257,43.4,1641,56.6,2787,96.2,1343,54.9,1278,52.2,65,2.7,1104,45.1,705,50.1,176,86,90,34,13,21,35,24,11,78,44,34,29,5,24,73.9,59.6,92.9,75.1,64.2,82.9,88,84.7,90.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6,0,53,0,21,55,213,0,41,1139,94,9,15,7,1202,166,5.7,31,19.7,6,1.8,53883,-4.627238097,-4.184114557,-4.429529421,-0.304598066,-4.796310595,-0.829077546,-1.835895484
0.000043280000000,0.026437605940487,29.000000000000000,28.000000000000000,11,001,002201,0022.01,TR,,1400000US11001002201,39.9,3505,1607,45.8,1898,54.2,2981,85,1571,56.8,1481,53.6,83,3,1194,43.2,778,51.3,323,154,169,106,58,48,124,58,66,84,29,55,9,9,0,76.4,73.2,80.2,67.7,51.8,83,73.9,68.8,78.1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,20,38,50,22,22,14,0,8,0,23.6,11,63,7,29,58,234,20,64,905,230,0,30,0,1081,472,13.5,91,34,83,28.4,44388,-4.349138072,-4.558530926,-6.006329296,1.309605273,-5.810410433,-3.335771074,-1.186640537
0.000308924426724,0.073762238043717,30.000000000000000,29.000000000000000,11,001,000901,0009.01,TR,,1400000US11001000901,21.4,7208,3131,43.4,4077,56.6,408,5.7,5134,79.3,2127,32.8,3007,46.4,1344,20.7,2950,77.3,3336,1216,2120,70,24,46,284,37,247,2788,1074,1714,194,81,113,94.7,95.5,94.2,98.4,96.4,100,99.6,100,99.2,0,0,0,0,0,0,0,0,0,0,0,14,6,30,86,104,106,69,72,6,6,0,0,0,24.4,12,20,7,6,11,16,7,6,1301,162,4,13,0,1461,174,4.4,81,28.8,66,14,160829,-2.986384408,-14.40797168,-21.89020205,4.275007386,-1.571810524,-3.439078898,-1.086176244
0.000163589550000,0.060405000077926,31.000000000000000,30.000000000000000,11,001,001302,0013.02,TR,,1400000US11001001302,38.3,6294,2582,41,3712,59,374,5.9,4620,76.4,4516,74.7,95,1.6,1424,23.6,2640,72.8,359,115,244,14,7,7,18,5,13,58,40,18,269,63,206,100,100,100,100,100,100,97.7,98.7,96.9,0,0,7,0,0,0,0,0,0,0,0,7,78,340,352,204,118,38,0,0,0,9,0,7,22.5,0,0,0,21,0,49,13,48,1511,3137,26,106,0,4391,270,4.3,57,3.7,158,6.1,58790,-3.381942865,-9.277174191,-7.349722174,10.53770313,-3.641876038,-1.580433403,-7.349841397
0.000051372349500,0.031553050602092,32.000000000000000,31.000000000000000,11,001,002501,0025.01,TR,,1400000US11001002501,39,2392,1158,48.4,1234,51.6,1631,68.2,1175,60.9,1076,55.8,99,5.1,754,39.1,507,51,196,78,118,35,21,14,69,33,36,71,24,47,21,0,21,84.9,80.5,89.9,66.7,62.3,72.2,71.1,65.6,75.7,0,0,0,0,0,0,0,0,0,0,12,5,12,65,193,182,93,84,13,6,0,0,0,0,19.8,11,25,0,13,36,92,13,32,536,350,14,0,0,866,309,13,112,34.8,104,36.4,51510,-3.924233275,-3.805540617,-4.496194929,5.60592891,-2.419506001,-3.719091245,-0.487844325
0.000165693950446,0.055680283298690,33.000000000000000,32.000000000000000,11,001,0094,0094,TR,,1400000US11001009400,45.1,4166,1882,45.2,2284,54.8,3854,92.5,1957,56.3,1757,50.5,200,5.7,1522,43.7,1065,55,296,145,151,85,42,43,78,34,44,98,47,51,35,22,13,79.2,80.2,78.3,80.7,74,87.2,82.1,80.2,83.6,0,0,0,0,7,0,0,0,0,0,0,0,0,7,10,19,20,36,41,80,22,60,0,0,24.8,16,80,0,61,52,280,17,89,1356,330,18,18,7,1624,329,7.9,60,19,140,23.1,53558,-4.708964538,-5.618106785,-5.918199144,2.185382367,-6.810586231,-2.604450082,-2.591800204
0.000101992207500,0.041385343481719,34.000000000000000,33.000000000000000,11,001,009504,0095.04,TR,,1400000US11001009504,41.6,3353,1570,46.8,1783,53.2,2557,76.3,1737,59.4,1488,50.9,249,8.5,1188,40.6,884,55.3,311,168,143,36,16,20,134,63,71,91,61,30,50,28,22,89,84.1,95.8,90.3,97.5,84.2,81,82.4,80,0,0,0,0,0,0,0,0,0,0,0,6,9,123,142,148,124,100,61,33,16,6,0,0,26.9,6,66,12,83,19,81,26,123,714,604,23,37,19,1228,424,13.1,145,27.9,100,20.2,43211,-4.2468156,-5.21703816,-6.74536444,6.305742923,-4.286820452,-3.224002315,-4.308585507
0.000040832900000,0.028273748488324,35.000000000000000,34.000000000000000,11,001,002301,0023.01,TR,,1400000US11001002301,40.4,2995,1336,44.6,1659,55.4,2639,88.1,1356,57.1,1228,51.7,126,5.3,1018,42.9,872,60.7,228,87,141,53,26,27,74,17,57,90,33,57,11,11,0,77.4,83.5,72.5,76.8,66,84,70.4,50.7,84.1,0,0,0,0,0,0,0,0,0,0,57,52,97,232,169,89,23,30,0,0,0,9,6,0,23.2,0,59,0,22,48,230,7,65,763,266,11,18,6,1010,548,18.4,37,16.9,96,26.7,44069,-4.331157464,-4.579363187,-4.77956103,6.917472347,-4.799305264,-2.762014045,-1.732024205
0.000054343050000,0.031300339818752,36.000000000000000,35.000000000000000,11,001,0024,0024,TR,,1400000US11001002400,39.4,3580,1736,48.5,1844,51.5,2966,82.8,1599,56.1,1397,49,190,6.7,1250,43.9,827,55.2,299,169,130,89,65,24,95,44,51,105,50,55,10,10,0,71.1,61.4,79.8,71.6,69.3,73.9,79.7,76.9,82.4,0,0,0,0,0,0,0,0,0,0,0,0,47,180,380,279,117,17,0,0,0,0,0,0,25.5,36,30,6,65,38,179,27,113,792,460,0,45,0,1192,540,15.1,67,21.6,89,25.9,37304,-4.315809952,-4.936777989,-5.535087772,8.280106845,-4.515187004,-2.813795675,-1.771763645
0.000087715949000,0.038983372077176,37.000000000000000,36.000000000000000,11,001,001002,0010.02,TR,,1400000US11001001002,31.5,3465,1466,42.3,1999,57.7,219,6.3,2408,72.8,2338,70.7,60,1.8,901,27.2,1282,68.5,693,269,424,44,24,20,40,28,12,306,105,201,303,112,191,99.4,98.8,100,100,100,100,93.1,95.9,91.1,0,0,6,0,8,0,0,0,9,0,0,10,80,342,255,117,33,0,0,0,0,0,0,5,30,8,21,0,35,6,16,0,75,688,1593,21,46,0,2161,626,18.1,203,21.7,327,25.8,49647,-2.933732548,-5.77984813,-9.339507887,9.343964741,-1.961404698,-5.256935738,-3.325900884
0.000218216200000,0.059736348223119,38.000000000000000,37.000000000000000,11,001,002302,0023.02,TR,,1400000US11001002302,31.8,1345,582,43.3,763,56.7,848,63,640,51.4,613,49.3,27,2.2,604,48.6,375,59.8,344,168,176,10,10,0,32,12,20,244,131,113,58,15,43,100,100,100,100,100,100,89.2,100,77.6,0,0,0,0,0,0,0,6,0,0,0,8,66,192,132,38,18,0,7,0,0,0,0,0,21.4,0,0,15,33,0,12,21,77,161,425,15,5,0,535,271,23.9,117,39.1,117,32.1,49519,-3.502437085,-3.000708518,-6.077002774,4.02471698,-0.690068976,-4.112582711,-0.403521713
0.000153040650000,0.054231828233152,39.000000000000000,38.000000000000000,11,001,0006,0006,TR,,1400000US11001000600,45.6,4919,2075,42.2,2844,57.8,630,12.8,2759,63.3,2727,62.6,24,0.6,1598,36.7,1502,56.3,306,88,218,31,5,26,34,15,19,21,5,16,220,63,157,96.8,93,99.4,94.2,88.3,100,95.1,95.7,94.7,0,0,0,0,0,0,0,0,0,0,9,5,49,282,251,105,20,7,0,0,8,0,0,0,19.5,0,38,0,18,17,41,0,65,1345,822,7,43,28,1965,206,4.8,56,8.3,137,12.5,89507,-3.570767918,-6.44216305,-6.989224502,5.344139074,-2.802886177,-2.132000024,-5.547903008
