GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Unmarried-partner households:,Margin of Error; Unmarried-partner households:,Estimate; Unmarried-partner households: - Male householder and male partner,Margin of Error; Unmarried-partner households: - Male householder and male partner,Estimate; Unmarried-partner households: - Male householder and female partner,Margin of Error; Unmarried-partner households: - Male householder and female partner,Estimate; Unmarried-partner households: - Female householder and female partner,Margin of Error; Unmarried-partner households: - Female householder and female partner,Estimate; Unmarried-partner households: - Female householder and male partner,Margin of Error; Unmarried-partner households: - Female householder and male partner,Estimate; All other households,Margin of Error; All other households
1400000US11001007408,11001007408,"Census Tract 74.08, District of Columbia, District of Columbia",1047,102,40,40,0,13,8,13,0,13,32,38,1007,106
1400000US11001007409,11001007409,"Census Tract 74.09, District of Columbia, District of Columbia",1512,60,75,51,20,32,0,13,19,17,36,43,1437,79
1400000US11001007502,11001007502,"Census Tract 75.02, District of Columbia, District of Columbia",1650,122,80,63,20,32,0,13,0,13,60,45,1570,122
1400000US11001007503,11001007503,"Census Tract 75.03, District of Columbia, District of Columbia",854,68,32,29,0,13,10,16,0,13,22,24,822,73
1400000US11001007504,11001007504,"Census Tract 75.04, District of Columbia, District of Columbia",975,105,39,37,0,13,23,30,0,13,16,25,936,111
1400000US11001007601,11001007601,"Census Tract 76.01, District of Columbia, District of Columbia",1804,166,146,105,0,13,46,43,0,13,100,93,1658,197
1400000US11001007603,11001007603,"Census Tract 76.03, District of Columbia, District of Columbia",2019,151,70,65,12,24,11,19,0,13,47,60,1949,165
1400000US11001007604,11001007604,"Census Tract 76.04, District of Columbia, District of Columbia",1682,87,126,72,19,28,78,54,0,13,29,36,1556,97
1400000US11001007605,11001007605,"Census Tract 76.05, District of Columbia, District of Columbia",1632,97,105,65,0,13,79,59,0,13,26,31,1527,112
1400000US11001007703,11001007703,"Census Tract 77.03, District of Columbia, District of Columbia",2219,123,107,79,0,18,42,48,0,18,65,66,2112,144
1400000US11001007707,11001007707,"Census Tract 77.07, District of Columbia, District of Columbia",1471,103,99,78,11,18,33,41,0,13,55,58,1372,110
1400000US11001007708,11001007708,"Census Tract 77.08, District of Columbia, District of Columbia",1075,109,63,53,5,9,9,16,0,13,49,49,1012,114
1400000US11001007709,11001007709,"Census Tract 77.09, District of Columbia, District of Columbia",937,120,0,13,0,13,0,13,0,13,0,13,937,120
1400000US11001007803,11001007803,"Census Tract 78.03, District of Columbia, District of Columbia",1340,133,60,42,0,13,36,34,0,13,24,23,1280,135
1400000US11001007804,11001007804,"Census Tract 78.04, District of Columbia, District of Columbia",1051,116,21,27,0,13,15,25,0,13,6,10,1030,125
1400000US11001007806,11001007806,"Census Tract 78.06, District of Columbia, District of Columbia",864,83,59,60,16,25,38,52,0,13,5,8,805,78
1400000US11001007807,11001007807,"Census Tract 78.07, District of Columbia, District of Columbia",876,61,66,55,0,13,6,10,0,13,60,54,810,75
1400000US11001007808,11001007808,"Census Tract 78.08, District of Columbia, District of Columbia",1290,126,40,47,0,13,0,13,0,13,40,47,1250,129
1400000US11001007809,11001007809,"Census Tract 78.09, District of Columbia, District of Columbia",1140,128,67,49,0,13,23,26,0,13,44,39,1073,125
