OBJECTID,GEO.id,acs_moc,acs_foc,acs_mrc,acs_frc,acs_mo,acs_fo,acs_mr,acs_fr,acs_oo,acs_ro
223,1400000US51059490501,0,13,76,0,0,10,26,12,596,681
224,1400000US51059491202,0,0,0,59,0,0,21,0,0,729
225,1400000US51059491401,19,56,0,13,7,107,0,62,1382,394
226,1400000US51059491501,0,56,0,9,0,115,10,48,1684,532
227,1400000US51059491703,38,17,0,79,0,0,59,13,420,1762
228,1400000US51059491801,16,0,0,14,0,48,0,25,567,490
229,1400000US51059492202,11,28,0,0,9,79,0,0,2018,82
231,1400000US51013100100,0,23,11,10,10,44,0,0,1445,190
232,1400000US51013100400,0,22,0,0,10,59,0,0,1176,76
233,1400000US51013100800,0,31,0,27,0,23,18,0,367,118
234,1400000US51013101401,0,0,0,29,0,11,16,0,159,529
235,1400000US51013101602,0,0,0,0,0,0,0,0,454,539
236,1400000US51013101703,0,0,0,18,14,0,0,33,432,889
237,1400000US51013101900,0,6,0,0,18,18,0,0,725,282
238,1400000US51013102301,0,21,0,0,0,8,0,0,561,57
239,1400000US51013102702,10,0,20,31,0,30,21,0,295,260
240,1400000US51013102902,0,19,15,91,0,16,48,16,971,1446
241,1400000US51013103402,0,0,10,14,7,0,16,51,385,1938
242,1400000US51013103602,0,0,1,7,0,0,0,0,0,669
243,1400000US51510200103,0,38,21,130,33,49,38,77,1249,1649
244,1400000US51510200107,0,13,12,42,0,15,50,33,1081,1881
245,1400000US51510200301,0,19,8,51,6,28,0,29,401,728
246,1400000US51510200405,0,75,104,383,0,0,80,152,811,2547
247,1400000US51510200500,0,22,53,154,0,36,96,89,192,2400
248,1400000US51510200600,0,62,0,76,24,157,11,22,1356,512
249,1400000US51510200701,0,0,0,14,0,0,0,0,0,429
250,1400000US51510200702,0,0,12,16,0,16,0,0,487,1220
251,1400000US51510200900,9,21,31,0,0,49,0,0,1554,238
252,1400000US51510201204,0,0,0,88,0,45,71,62,567,706
253,1400000US51510201600,12,46,17,157,28,36,0,27,1077,1080
254,1400000US51510202001,0,22,0,0,6,21,0,16,815,156
256,1400000US51610500300,0,13,13,7,0,37,12,36,784,733
257,1400000US51059415200,0,30,0,61,5,20,0,16,1293,592
258,1400000US51059415300,0,104,33,64,26,57,0,21,1197,261
259,1400000US51059415402,29,15,0,0,0,33,0,17,912,199
260,1400000US51059415500,0,41,16,108,24,82,0,65,1565,630
261,1400000US51059415600,12,15,10,0,0,38,0,0,955,77
262,1400000US51059415700,9,46,0,14,20,47,0,0,1138,116
263,1400000US51059415800,0,23,0,0,0,62,0,0,1535,123
264,1400000US51059415900,0,25,0,20,9,47,0,0,1023,83
265,1400000US51059416100,0,42,0,0,11,98,0,0,1213,162
266,1400000US51059416200,0,0,0,194,0,0,10,0,0,1153
267,1400000US51059416300,0,0,0,16,0,27,0,0,661,110
268,1400000US51059420201,0,38,0,0,19,92,0,0,1235,59
269,1400000US51059420202,0,18,47,7,28,0,19,0,435,561
270,1400000US51059420203,52,1,0,0,0,42,0,21,832,70
271,1400000US51059420300,0,86,0,0,97,104,15,0,1851,217
272,1400000US51059420501,0,0,0,0,0,15,0,0,786,198
273,1400000US51059420502,0,64,0,13,0,0,0,0,346,520
274,1400000US51059420503,19,48,0,13,0,16,0,0,402,807
275,1400000US51059420600,0,0,0,40,11,12,41,15,874,854
276,1400000US51059420700,9,38,0,15,9,70,0,10,1283,81
277,1400000US51059421001,0,77,0,35,31,94,0,0,738,246
278,1400000US51059421002,11,0,0,101,34,34,13,37,948,1097
279,1400000US51059421101,0,45,13,17,78,87,0,0,1767,272
280,1400000US51059421102,25,21,0,48,45,83,0,0,903,544
281,1400000US51059421103,55,50,0,17,0,78,0,0,1681,398
282,1400000US51059421300,0,52,0,23,33,21,0,0,1277,155
283,1400000US51059421400,0,1,16,321,13,48,29,206,435,1955
284,1400000US51059421500,0,101,21,155,34,21,24,48,1315,973
285,1400000US51059421701,29,23,78,194,0,23,24,15,547,677
286,1400000US51059421702,25,104,0,0,25,46,0,0,1150,87
287,1400000US51059421900,0,0,0,70,0,0,24,0,4,656
288,1400000US51059422000,7,38,0,52,95,18,0,0,853,456
289,1400000US51059422101,61,141,61,94,39,58,53,0,1286,1110
290,1400000US51059422102,10,154,28,88,29,106,0,46,1312,643
291,1400000US51059422201,12,21,12,15,36,33,0,0,831,92
292,1400000US51059422202,31,12,0,118,26,50,0,0,1281,579
293,1400000US51059422302,0,49,0,139,9,31,0,0,1863,625
294,1400000US51059422402,60,24,0,8,61,23,33,42,1534,475
295,1400000US51059422403,18,25,0,6,91,27,0,0,842,118
296,1400000US51059430101,9,21,0,0,0,69,0,0,1461,34
297,1400000US51059430102,12,36,0,9,21,52,0,0,954,71
298,1400000US51059430201,10,48,0,12,45,109,0,45,1229,219
299,1400000US51059430202,35,19,0,0,66,86,0,16,1424,170
300,1400000US51059430400,0,29,42,37,31,104,0,28,2028,295
301,1400000US51059430600,67,82,119,40,20,40,78,103,1253,575
302,1400000US51059430700,22,7,7,0,0,23,0,0,779,146
303,1400000US51059430801,28,72,21,0,12,50,0,0,1409,107
304,1400000US51059430802,31,56,0,17,24,21,0,50,1212,558
305,1400000US51059430902,6,9,0,0,27,67,21,0,917,155
306,1400000US51059431001,0,55,0,24,0,116,17,75,1329,301
307,1400000US51059431002,25,15,0,38,50,27,0,0,678,85
308,1400000US51059431300,17,46,0,22,20,49,0,0,1274,117
309,1400000US51059431400,10,97,0,20,54,78,10,11,1314,180
310,1400000US51059431500,20,112,0,32,10,112,0,0,1832,211
311,1400000US51059431600,11,36,0,66,32,30,0,38,1696,1467
312,1400000US51059431802,0,8,0,0,20,7,0,0,952,109
313,1400000US51059432000,0,9,10,71,0,40,0,19,845,272
314,1400000US51059432100,0,73,0,11,10,63,0,0,1274,159
315,1400000US51059432201,0,20,0,51,18,42,0,7,505,411
316,1400000US51059432202,0,31,16,16,37,77,0,7,1270,349
317,1400000US51059432401,18,0,0,0,8,58,0,0,1118,89
318,1400000US51059432402,0,47,0,67,0,18,68,0,1407,175
319,1400000US51059432500,36,84,0,0,68,37,0,9,1727,171
320,1400000US51059432600,8,25,0,35,38,49,0,0,1406,169
321,1400000US51059432701,0,0,0,0,38,0,22,0,914,162
322,1400000US51059432800,10,37,15,59,11,59,0,14,555,225
323,1400000US51059440100,69,72,0,36,0,46,0,0,1961,624
324,1400000US51059440201,0,0,0,125,0,0,0,0,484,389
325,1400000US51059440202,0,30,0,87,0,77,11,107,1171,1007
326,1400000US51059440300,0,0,0,8,0,30,0,29,928,37
327,1400000US51059440501,14,45,0,0,0,41,0,0,1635,48
328,1400000US51059440502,0,22,0,0,0,0,0,0,556,82
329,1400000US51059440701,19,32,0,16,0,32,0,0,923,81
330,1400000US51059440702,22,96,0,0,17,45,68,0,1686,170
331,1400000US51059440800,14,13,0,49,13,138,0,0,1857,189
332,1400000US51059450100,11,18,0,26,12,93,47,52,1196,1087
333,1400000US51059450300,33,32,20,82,45,67,23,37,1161,533
334,1400000US51059450400,7,24,0,0,10,75,10,0,853,86
335,1400000US51059450601,18,14,0,0,36,18,0,25,1261,35
336,1400000US51059450602,0,66,0,90,14,77,9,52,802,919
337,1400000US51059450701,15,12,34,14,1,72,0,16,738,217
338,1400000US51059450800,17,65,0,0,32,83,0,0,1077,89
339,1400000US51059450900,0,25,0,0,10,74,28,0,521,91
340,1400000US51059451000,0,6,10,17,12,49,0,0,814,79
341,1400000US51059451100,9,0,0,0,11,8,0,0,717,94
342,1400000US51059451200,0,5,0,0,0,15,0,5,559,61
343,1400000US51059451400,0,9,26,54,0,15,34,0,276,1019
344,1400000US51059451501,0,37,0,0,96,49,0,51,1117,1152
345,1400000US51059451502,0,0,40,27,0,0,37,96,640,919
346,1400000US51059451601,0,0,104,114,0,38,224,5,176,1331
347,1400000US51059451602,0,13,0,0,59,23,0,29,503,544
348,1400000US51059451800,0,15,0,0,51,42,40,14,922,163
349,1400000US51059452000,12,16,0,0,17,68,0,13,767,348
350,1400000US51059452101,50,43,12,87,51,0,0,115,1158,435
351,1400000US51059452200,13,6,0,28,111,32,47,56,1113,946
352,1400000US51059452301,0,0,62,83,63,16,53,16,925,607
353,1400000US51059452302,0,0,0,91,51,22,87,58,238,1412
354,1400000US51059452400,43,37,0,211,92,164,23,7,1767,607
355,1400000US51059452501,0,0,59,42,64,27,0,36,1091,308
356,1400000US51059452600,18,24,31,86,27,50,42,56,1218,853
357,1400000US51059452700,0,56,88,111,26,47,98,75,790,1000
358,1400000US51059452801,39,13,10,60,12,43,9,23,1138,1210
359,1400000US51059460100,21,0,0,0,0,42,25,0,1342,82
360,1400000US51059460400,0,74,0,0,38,83,0,23,1238,697
361,1400000US51059460501,5,0,0,0,24,48,0,0,819,12
362,1400000US51059460502,0,42,16,25,43,17,19,51,1771,476
363,1400000US51059460701,10,0,82,46,20,68,0,0,738,335
364,1400000US51059460702,0,63,0,53,11,54,47,0,1309,192
365,1400000US51059460800,0,0,0,29,17,16,0,22,829,256
366,1400000US51059460900,15,9,0,0,0,31,0,0,777,23
367,1400000US51059461100,12,17,64,44,24,48,59,0,2135,431
368,1400000US51059461201,0,28,0,6,26,41,0,0,1417,62
369,1400000US51059461202,0,68,0,14,0,62,0,6,1372,505
370,1400000US51059461500,32,22,0,20,32,50,0,0,1725,642
371,1400000US51059461602,0,0,18,4,23,0,1,66,822,1077
372,1400000US51059461700,7,23,0,50,18,82,17,15,1273,1071
373,1400000US51059461801,0,8,24,15,17,14,14,0,445,102
374,1400000US51059461802,9,16,0,77,23,36,0,19,1119,795
375,1400000US51059461902,0,0,0,18,0,0,41,18,0,643
376,1400000US51059470100,10,6,10,0,5,13,0,7,831,125
377,1400000US51059470300,0,21,0,0,0,19,0,0,1037,96
378,1400000US51059470400,49,0,11,0,11,23,0,0,1488,135
379,1400000US51059470500,32,88,0,14,26,51,11,20,1522,439
380,1400000US51059470700,10,43,20,21,34,52,10,8,1584,206
381,1400000US51059470800,0,46,0,8,34,71,0,0,867,197
382,1400000US51059470900,11,43,0,0,69,96,22,0,2323,340
383,1400000US51059471100,0,75,53,15,23,127,0,28,1699,518
384,1400000US51059471201,0,19,120,53,13,0,0,28,680,887
385,1400000US51059471202,0,8,56,23,0,28,0,64,964,1141
386,1400000US51059471301,0,45,65,15,0,0,30,13,284,1022
387,1400000US51059471304,0,21,0,0,19,16,0,0,558,17
388,1400000US51059471401,0,108,33,52,0,53,0,16,949,400
389,1400000US51059471402,0,14,0,58,8,45,0,0,862,376
390,1400000US51059480100,0,46,0,0,11,24,0,0,1292,61
391,1400000US51059480201,21,26,0,0,0,44,0,0,1385,31
392,1400000US51059480203,0,22,0,24,16,0,20,41,629,366
393,1400000US51059480300,43,56,19,0,14,10,0,0,2167,125
394,1400000US51059480401,0,99,0,0,14,29,0,0,1242,87
395,1400000US51059480402,0,52,0,0,0,20,0,0,1774,123
396,1400000US51059480502,0,72,0,85,23,54,15,0,1609,270
397,1400000US51059480503,47,0,0,18,0,55,0,0,972,250
398,1400000US51059480504,16,0,9,77,0,13,0,0,582,236
399,1400000US51059480505,22,21,0,9,33,0,0,50,714,579
400,1400000US51059480801,16,31,0,0,22,15,0,0,1305,272
401,1400000US51059480901,47,55,48,36,37,96,13,59,1543,534
402,1400000US51059480902,4,43,21,15,102,28,0,0,913,670
403,1400000US51059480903,0,19,15,0,0,0,0,152,808,786
404,1400000US51059481101,0,0,4,47,0,0,0,11,301,584
405,1400000US51059481102,0,15,0,13,0,0,32,63,351,835
406,1400000US51059481103,38,20,0,64,0,11,32,0,629,606
407,1400000US51059481105,0,39,0,0,15,26,0,0,1689,31
408,1400000US51059481106,12,15,0,20,24,47,0,0,1647,60
409,1400000US51059481201,0,0,0,14,0,0,0,0,331,65
410,1400000US51059481202,9,60,19,65,98,18,88,20,1179,738
411,1400000US51059481400,38,76,13,28,29,45,14,0,2116,522
412,1400000US51059481500,0,0,0,0,0,0,0,12,726,39
413,1400000US51059481600,9,51,0,0,0,11,0,0,1061,48
414,1400000US51059481702,34,24,0,70,36,32,0,0,1360,463
415,1400000US51059481900,30,22,56,136,11,51,0,14,1447,637
416,1400000US51059482001,0,39,0,15,10,39,0,0,1567,85
417,1400000US51059482100,0,28,0,57,13,45,25,0,1145,328
418,1400000US51059482201,0,13,0,34,0,57,0,11,314,684
419,1400000US51059482202,0,0,0,41,0,26,0,12,1142,872
420,1400000US51059482203,21,27,49,27,10,0,14,0,1035,803
421,1400000US51059482302,0,27,83,87,11,18,0,0,652,1003
422,1400000US51059482303,0,39,0,49,35,19,0,0,1307,331
423,1400000US51059482400,0,14,0,0,7,23,0,0,711,27
424,1400000US51059482501,90,31,0,91,0,26,0,35,870,1377
425,1400000US51059482503,13,77,0,19,0,19,0,10,1355,109
426,1400000US51059482504,28,69,0,0,47,10,0,0,1632,43
427,1400000US51059482601,0,101,0,31,11,50,105,0,2007,276
428,1400000US51059482602,0,130,0,0,38,56,7,0,2023,87
429,1400000US51059490101,13,66,12,44,46,106,0,26,1328,614
430,1400000US51059490103,0,87,0,27,0,34,0,0,1451,222
431,1400000US51059490502,0,67,0,0,37,18,46,0,1789,159
432,1400000US51059491000,0,0,0,0,0,32,0,0,533,7
433,1400000US51059491101,32,14,0,0,37,21,0,0,1170,15
434,1400000US51059491102,0,53,0,0,25,123,0,0,1089,17
435,1400000US51059491201,12,116,28,108,82,83,0,55,1506,710
436,1400000US51059491301,0,26,0,70,32,123,14,16,1706,365
437,1400000US51059491302,0,68,0,113,0,22,0,0,722,648
438,1400000US51059491303,18,28,34,97,18,14,0,37,822,521
439,1400000US51059491402,10,109,0,26,18,69,56,15,1136,290
440,1400000US51059491403,0,65,0,20,38,16,0,0,1143,20
441,1400000US51059491404,15,58,0,39,72,74,0,0,1284,39
442,1400000US51059491405,0,33,0,0,8,51,0,0,819,22
443,1400000US51059491502,17,17,9,0,47,81,0,0,2004,70
444,1400000US51059491601,0,67,10,73,0,84,21,14,891,628
445,1400000US51059491602,0,89,2,15,31,101,0,0,1629,17
446,1400000US51059491701,11,30,0,97,26,60,0,31,1136,467
447,1400000US51059491702,12,0,0,0,28,20,11,35,937,2118
448,1400000US51059491704,0,0,0,118,18,49,15,29,778,1044
449,1400000US51059491705,0,24,0,0,18,117,0,0,951,44
450,1400000US51059491802,11,33,0,16,19,41,0,34,933,90
451,1400000US51059491803,0,52,0,40,74,69,0,0,1681,968
452,1400000US51059492000,26,36,0,0,52,84,0,7,2060,34
453,1400000US51059492100,32,27,0,0,19,38,18,0,2036,176
454,1400000US51059492201,0,0,0,0,0,11,26,0,837,41
455,1400000US51059492203,14,14,0,0,26,25,0,0,1202,19
456,1400000US51059492300,9,13,0,41,13,78,27,0,973,113
457,1400000US51059492400,6,26,18,71,106,66,49,0,1402,434
458,1400000US51059492500,2,19,10,14,54,23,4,0,1307,42
461,1400000US51013100200,105,58,19,13,17,56,0,0,2049,85
462,1400000US51013100300,17,33,0,27,0,30,0,0,1812,205
463,1400000US51013100500,0,45,12,11,28,11,36,12,1226,330
