OBJECTID,GEO.id,dec_10kl,dec_1015,dec_1519,dec_2025,dec_2530_x,dec_3035,dec_3540,dec_4050,dec_5059,dec_6069,dec_7079,dec_8089,dec_9099,dec_1124,dec_12549,dec_15074,dec_17599,dec_20049,dec_25099,dec_30099,dec_40099,dec_500749,dec_2530_y,dec_1000
576,1400000US24031701102,0,0,0,0,0,0,0,6,0,0,6,0,5,210,566,503,101,62,8,13,0,8,0,0
577,1400000US24031701210,0,0,0,0,0,0,0,0,0,9,0,0,0,0,18,0,8,30,101,536,362,149,0,0
578,1400000US24031701215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,6,133,113,54,40,6,0,0
579,1400000US24031701304,0,0,0,0,0,0,0,0,0,0,0,0,8,46,63,49,234,1038,428,65,0,9,0,10
580,1400000US24031701313,0,0,0,0,0,0,0,0,0,0,0,0,0,36,282,31,53,156,288,197,68,0,0,0
581,1400000US24031701409,0,0,0,5,7,9,0,0,0,0,0,0,0,20,20,91,188,244,271,200,35,10,7,0
582,,,,,,,,,,,,,,,,,,,,,,,,,
583,,,,,,,,,,,,,,,,,,,,,,,,,
584,,,,,,,,,,,,,,,,,,,,,,,,,
585,1400000US24031701900,0,0,0,0,0,0,0,0,0,0,0,0,0,15,31,41,23,27,0,20,0,0,0,0
586,1400000US24031702102,0,0,0,0,0,0,0,6,0,0,0,0,0,6,53,165,217,386,158,17,0,0,0,0
587,1400000US24031702500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0
588,1400000US24031703201,0,0,0,0,0,0,0,0,0,12,8,0,9,18,112,407,774,687,36,0,9,0,0,0
589,1400000US24031703209,0,0,0,0,0,0,0,0,9,0,0,13,8,0,0,77,173,274,68,28,20,0,0,0
590,,,,,,,,,,,,,,,,,,,,,,,,,
591,1400000US24031703301,0,6,0,0,0,0,0,0,0,0,0,0,15,23,235,530,250,40,13,7,0,6,0,0
592,1400000US24031703402,5,0,0,0,0,0,0,0,0,7,0,0,0,18,145,518,162,17,0,0,0,0,0,0
593,1400000US24031703602,0,0,0,0,0,0,0,0,0,7,0,0,14,11,151,166,175,208,62,47,15,6,0,0
594,1400000US24031703902,0,0,0,0,0,0,0,0,0,16,0,21,44,85,283,429,379,123,0,0,0,0,0,0
595,,,,,,,,,,,,,,,,,,,,,,,,,
596,,,,,,,,,,,,,,,,,,,,,,,,,
597,1400000US24031705300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,16,36,248,0,165
598,1400000US24031705601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,8,68,143,260,254,98,0,5
599,1400000US24031705602,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,10,25,71,60,42,0,0
600,1400000US24031705701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,18,323,438,207,0,0
601,1400000US24031705901,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,4,20,72,300,257,295,0,135
602,,,,,,,,,,,,,,,,,,,,,,,,,
603,1400000US24033800106,0,0,0,0,0,0,0,7,9,0,10,48,60,165,118,117,26,12,24,30,7,0,0,0
604,1400000US24033800209,0,0,0,0,0,0,0,0,0,0,10,10,9,48,26,60,6,0,0,0,0,0,0,0
605,,,,,,,,,,,,,,,,,,,,,,,,,
606,1400000US24033800408,0,0,0,0,0,0,0,0,0,0,0,18,10,100,117,273,222,206,165,23,14,0,0,7
607,,,,,,,,,,,,,,,,,,,,,,,,,
608,,,,,,,,,,,,,,,,,,,,,,,,,
609,,,,,,,,,,,,,,,,,,,,,,,,,
610,,,,,,,,,,,,,,,,,,,,,,,,,
611,,,,,,,,,,,,,,,,,,,,,,,,,
612,,,,,,,,,,,,,,,,,,,,,,,,,
613,,,,,,,,,,,,,,,,,,,,,,,,,
614,,,,,,,,,,,,,,,,,,,,,,,,,
615,1400000US24033801308,0,0,0,0,0,0,0,0,0,0,0,0,0,8,258,322,260,152,32,15,0,0,0,0
616,,,,,,,,,,,,,,,,,,,,,,,,,
617,,,,,,,,,,,,,,,,,,,,,,,,,
618,1400000US24033801702,0,0,0,0,0,0,0,0,0,0,0,0,7,49,139,91,7,6,0,0,0,0,0,0
619,1400000US24033801801,0,0,0,0,0,0,0,0,0,0,0,9,15,138,88,17,7,0,0,0,0,0,0,0
620,1400000US24033801805,0,5,0,0,0,0,0,0,0,0,12,6,30,315,56,14,7,0,0,0,0,0,0,0
621,1400000US24033802104,0,0,0,0,0,0,0,0,7,0,10,0,36,56,94,70,23,7,7,0,0,0,0,0
622,1400000US24033802203,0,6,0,0,0,0,0,12,0,0,8,60,139,351,447,60,13,7,15,7,0,0,0,0
623,1400000US24033802406,0,0,0,0,0,0,0,0,0,0,0,15,0,29,118,73,0,0,0,0,0,0,0,0
624,1400000US24033802600,0,0,0,0,0,7,0,9,0,8,75,69,112,288,126,19,18,0,0,0,0,0,0,0
625,1400000US24031700308,0,0,0,0,0,0,0,9,0,0,17,41,31,155,361,430,97,157,85,45,0,0,0,0
626,1400000US24031700309,0,9,0,0,0,10,0,0,0,0,0,0,7,208,313,92,67,19,7,0,0,0,0,0
627,1400000US24031700310,0,0,9,0,0,0,0,0,0,0,10,45,89,170,114,112,190,52,22,0,0,0,0,0
628,,,,,,,,,,,,,,,,,,,,,,,,,
629,,,,,,,,,,,,,,,,,,,,,,,,,
630,1400000US24031700400,0,0,0,0,0,3,0,0,0,9,0,0,4,9,37,32,43,64,49,85,38,32,0,0
631,1400000US24031700500,0,0,0,0,0,0,0,5,0,0,6,13,88,167,58,186,270,182,273,244,48,36,0,6
632,1400000US24031700604,0,0,0,0,0,0,0,0,0,0,0,7,9,0,49,24,42,115,200,527,307,349,0,8
633,1400000US24031700606,0,0,6,0,5,7,6,0,0,0,0,6,0,43,25,36,96,299,236,431,79,8,5,0
634,1400000US24031700608,0,0,0,0,7,0,0,0,0,7,0,0,11,6,6,20,12,17,30,52,193,479,7,188
635,1400000US24031700610,0,0,0,0,0,0,0,0,0,0,0,0,12,14,0,37,156,154,113,104,0,0,0,0
636,,,,,,,,,,,,,,,,,,,,,,,,,
637,,,,,,,,,,,,,,,,,,,,,,,,,
638,,,,,,,,,,,,,,,,,,,,,,,,,
639,,,,,,,,,,,,,,,,,,,,,,,,,
640,1400000US24031700704,0,0,5,0,0,0,0,0,0,0,0,0,0,10,51,167,164,104,58,39,0,0,0,0
641,1400000US24031700706,0,6,0,0,0,7,0,0,0,0,0,0,7,34,239,9,0,0,11,34,0,0,0,0
642,1400000US24031700711,0,1,6,0,0,0,0,0,0,2,2,10,78,180,218,69,157,424,183,53,0,0,0,0
643,1400000US24031700713,0,0,0,0,0,0,0,0,0,7,22,67,150,214,157,67,0,0,0,0,0,0,0,0
644,1400000US24031700715,0,0,0,0,0,0,0,0,0,0,0,0,15,500,268,116,260,245,9,0,0,0,0,0
645,1400000US24031700716,0,10,7,0,0,0,0,0,0,0,0,0,44,169,316,364,248,360,40,6,0,8,0,0
646,,,,,,,,,,,,,,,,,,,,,,,,,
647,,,,,,,,,,,,,,,,,,,,,,,,,
648,,,,,,,,,,,,,,,,,,,,,,,,,
649,,,,,,,,,,,,,,,,,,,,,,,,,
650,,,,,,,,,,,,,,,,,,,,,,,,,
651,,,,,,,,,,,,,,,,,,,,,,,,,
652,1400000US24031700810,0,0,0,0,0,0,0,0,0,0,40,49,49,363,335,110,39,308,150,17,6,0,0,8
653,1400000US24031700811,0,0,10,0,0,0,0,0,0,0,0,0,21,347,301,193,62,6,4,0,0,0,0,0
654,1400000US24031700812,0,0,0,0,0,9,0,9,19,18,75,33,108,269,66,12,16,209,103,126,18,0,0,0
655,1400000US24031700101,0,0,0,0,0,0,0,0,0,2,0,2,0,13,23,42,77,63,161,438,193,98,0,0
656,1400000US24031700103,0,0,0,0,3,0,8,2,5,13,0,7,0,15,29,59,70,120,125,340,211,92,3,2
657,,,,,,,,,,,,,,,,,,,,,,,,,
658,1400000US24031700204,0,0,0,0,0,0,0,0,0,0,0,0,6,35,54,79,104,108,64,27,12,5,0,0
659,1400000US24031700205,0,0,10,0,0,0,0,0,0,0,0,13,26,32,59,134,226,289,107,354,126,0,0,0
660,1400000US24031700206,0,0,0,0,0,0,0,0,0,0,0,28,0,81,96,198,230,445,182,134,71,29,0,7
661,,,,,,,,,,,,,,,,,,,,,,,,,
662,,,,,,,,,,,,,,,,,,,,,,,,,
663,1400000US24031700306,0,0,0,0,0,0,0,0,0,0,0,14,65,224,328,405,370,67,268,17,0,0,0,0
664,1400000US24031700813,0,0,0,0,0,0,0,0,0,0,25,58,160,177,264,194,128,119,69,11,13,0,0,9
665,1400000US24031700816,0,8,0,7,0,0,11,0,0,10,29,24,115,461,393,87,29,87,8,35,0,0,0,0
666,1400000US24031700817,0,0,0,0,0,0,0,0,0,0,0,8,18,0,0,10,9,194,87,27,0,0,0,0
667,1400000US24031700818,0,14,0,0,0,0,0,0,0,0,0,10,57,252,207,26,26,0,11,0,0,0,0,0
668,1400000US24031700819,0,0,0,0,0,0,0,0,0,0,18,53,95,446,416,103,60,200,97,9,0,0,0,0
669,,,,,,,,,,,,,,,,,,,,,,,,,
670,,,,,,,,,,,,,,,,,,,,,,,,,
671,1400000US24033803300,0,0,0,0,0,0,6,0,11,47,103,207,145,235,172,27,12,7,16,0,0,0,0,0
672,1400000US24033803401,0,0,0,0,0,0,0,17,0,57,146,88,28,12,8,12,0,0,0,0,0,0,0,0
673,1400000US24033803402,0,0,0,0,0,0,0,0,7,188,305,268,106,91,6,9,0,0,8,0,0,0,0,0
674,1400000US24033803508,0,0,0,0,0,0,0,0,0,0,0,0,8,181,166,81,82,7,5,0,0,0,0,6
675,1400000US24033803509,0,0,0,0,0,6,0,0,0,0,0,0,5,53,33,6,0,0,0,0,0,0,0,0
676,1400000US24033803513,0,0,0,0,0,0,0,0,0,0,40,67,99,237,234,85,132,23,0,0,0,0,0,0
677,1400000US24033803514,0,0,0,0,0,0,0,0,0,0,0,19,0,0,87,285,63,189,0,0,0,0,0,0
678,1400000US24033803516,0,0,0,0,0,0,0,0,0,0,0,0,0,219,186,183,79,143,56,37,11,0,0,0
679,1400000US24033806711,0,0,0,8,0,0,0,0,0,0,7,10,38,149,81,189,77,14,0,0,0,0,0,9
680,,,,,,,,,,,,,,,,,,,,,,,,,
681,,,,,,,,,,,,,,,,,,,,,,,,,
682,1400000US24033806800,0,0,0,0,0,0,0,0,0,0,0,5,18,143,378,419,67,57,6,4,0,0,0,0
683,1400000US24033806900,5,0,5,0,0,0,0,0,0,0,27,21,47,489,366,109,13,0,5,0,0,0,0,0
684,1400000US24033807000,0,0,0,0,0,0,0,7,6,0,0,0,48,303,300,100,69,11,9,0,0,0,0,7
685,1400000US24033807102,0,0,0,0,0,0,0,0,7,0,0,0,13,140,118,129,75,103,7,6,0,0,0,0
686,1400000US24033807200,0,10,0,0,0,0,0,0,0,0,0,0,6,54,35,28,38,7,27,0,0,0,0,0
687,1400000US24033807301,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,144,200,52,30,0,0,0,0,0
688,1400000US24033807305,0,0,0,0,0,5,6,0,0,5,0,0,7,51,126,124,152,189,64,0,0,0,0,0
689,1400000US24033807404,0,0,0,0,0,0,0,5,7,0,9,16,0,174,452,303,76,99,4,0,0,0,0,0
690,1400000US24033807407,0,0,0,0,0,0,0,0,0,0,0,0,17,66,101,406,311,26,18,62,12,0,0,37
691,1400000US24033807408,0,0,0,0,29,39,43,154,170,57,65,19,55,85,455,212,165,115,27,20,0,0,29,0
692,,,,,,,,,,,,,,,,,,,,,,,,,
693,,,,,,,,,,,,,,,,,,,,,,,,,
694,,,,,,,,,,,,,,,,,,,,,,,,,
695,,,,,,,,,,,,,,,,,,,,,,,,,
696,,,,,,,,,,,,,,,,,,,,,,,,,
697,,,,,,,,,,,,,,,,,,,,,,,,,
698,,,,,,,,,,,,,,,,,,,,,,,,,
699,,,,,,,,,,,,,,,,,,,,,,,,,
700,,,,,,,,,,,,,,,,,,,,,,,,,
701,1400000US24033803601,0,0,6,0,0,0,0,0,6,15,0,14,56,138,158,196,122,229,14,6,0,0,0,0
702,1400000US24033803602,0,0,0,0,0,0,0,0,0,0,0,77,46,155,93,53,0,7,0,6,0,0,0,0
703,1400000US24033803605,0,0,0,0,0,0,0,0,0,0,10,15,11,143,866,400,124,27,18,0,0,0,0,12
704,1400000US24033803606,0,8,0,0,0,0,0,0,0,12,8,0,20,208,535,469,126,27,6,0,0,0,0,0
705,1400000US24033803608,0,0,0,0,6,0,14,0,0,6,11,0,34,193,583,406,97,32,9,0,0,0,6,0
706,1400000US24033803610,0,0,0,0,0,0,0,0,0,6,0,0,0,11,312,238,41,65,56,10,0,0,0,0
707,1400000US24033803612,0,0,0,0,0,0,0,0,14,0,14,24,82,75,32,0,0,0,0,0,0,0,0,0
708,1400000US24033803700,0,3,0,0,2,0,2,2,0,0,14,29,102,352,121,24,0,0,0,0,0,0,2,2
709,1400000US24033803801,0,7,0,0,0,0,0,0,0,0,0,33,53,238,170,43,18,6,0,0,0,0,0,0
710,1400000US24033803803,0,0,0,0,0,0,15,6,13,5,15,85,215,296,320,80,13,7,0,0,0,0,0,0
711,1400000US24033803900,0,0,0,0,0,0,0,0,8,7,7,50,47,242,193,29,12,0,0,0,0,0,0,0
712,1400000US24033804002,0,0,0,0,0,0,0,0,0,0,5,11,55,341,178,36,5,3,0,0,0,0,0,0
713,1400000US24033804101,0,0,0,13,0,0,0,0,0,0,0,6,10,70,174,96,90,89,8,0,0,0,0,0
714,1400000US24033804102,0,0,0,0,0,0,0,20,0,0,5,50,92,410,253,37,10,17,0,0,0,0,0,0
715,1400000US24033804200,0,0,0,0,0,0,0,0,7,0,15,12,18,143,420,209,96,53,7,0,8,0,0,0
716,1400000US24033804300,0,0,0,0,0,7,0,0,7,0,0,56,72,82,104,29,0,0,0,0,0,0,0,0
717,1400000US24033804600,4,0,5,0,5,0,0,0,14,16,5,70,113,191,151,50,2,3,4,0,0,0,5,0
718,1400000US24033804700,0,0,0,0,0,0,0,0,11,27,12,58,137,352,178,19,0,0,0,0,0,0,0,0
719,,,,,,,,,,,,,,,,,,,,,,,,,
720,,,,,,,,,,,,,,,,,,,,,,,,,
721,1400000US24033805000,0,0,0,0,0,0,0,0,0,0,9,0,21,192,247,156,44,20,10,0,0,0,0,0
722,1400000US24033805101,0,0,0,0,0,0,0,3,0,0,7,7,51,162,120,16,16,0,0,0,0,0,0,0
723,1400000US24033805201,0,7,0,0,10,0,0,0,0,0,0,10,13,101,251,94,48,19,0,0,0,0,10,0
724,1400000US24033805202,0,0,0,0,0,0,0,9,0,0,0,3,6,88,94,70,8,29,0,0,0,0,0,0
725,1400000US24033805500,0,0,0,0,0,0,5,0,0,0,0,0,9,153,252,52,9,23,0,0,0,0,0,0
726,1400000US24033805602,0,0,0,0,0,0,0,0,0,0,0,30,25,26,10,0,0,0,8,0,0,0,0,0
727,1400000US24033805700,0,0,0,0,0,0,0,0,0,0,0,0,34,282,261,124,0,0,0,0,0,0,0,0
728,1400000US24033805801,0,0,0,0,6,0,0,5,0,0,19,6,46,267,372,165,14,0,0,8,0,0,6,0
729,1400000US24033805802,8,0,0,0,0,0,0,6,0,0,0,0,5,153,305,185,33,10,0,0,0,0,0,0
730,,,,,,,,,,,,,,,,,,,,,,,,,
731,,,,,,,,,,,,,,,,,,,,,,,,,
732,,,,,,,,,,,,,,,,,,,,,,,,,
733,,,,,,,,,,,,,,,,,,,,,,,,,
734,1400000US24033806000,0,0,0,5,0,0,0,0,0,6,15,87,124,310,173,54,13,0,9,0,0,0,0,0
735,1400000US24033806100,0,0,0,0,0,0,0,0,6,0,0,13,61,303,347,190,36,18,0,0,0,0,0,0
736,1400000US24033806300,0,0,3,0,0,3,0,10,0,2,13,21,36,93,126,35,11,2,0,0,0,0,0,0
737,1400000US24033806400,0,4,0,0,0,5,0,0,0,0,0,0,5,27,99,96,184,212,113,169,30,12,0,0
738,1400000US24033806501,0,0,0,0,0,0,0,0,0,0,9,7,53,141,178,50,23,6,5,0,0,0,0,0
739,1400000US24033806601,0,0,0,0,0,0,0,0,0,7,22,91,174,208,100,15,0,5,0,0,0,0,0,0
740,1400000US24033806706,0,0,0,0,0,0,0,0,0,10,6,0,0,39,163,351,53,35,11,0,0,0,0,13
741,1400000US24033806708,8,0,0,0,0,8,16,101,90,199,96,69,104,54,20,10,35,53,13,0,0,0,0,0
742,1400000US24033806710,0,7,0,0,0,0,0,0,0,0,0,0,0,111,375,166,49,164,57,0,0,0,0,0
743,1400000US24033803607,0,0,0,0,0,0,0,9,0,0,6,7,14,117,233,178,63,72,63,158,0,0,0,0
744,1400000US24031701417,0,0,0,0,0,0,0,0,0,8,6,0,16,88,126,44,0,30,10,0,0,0,0,0
745,,,,,,,,,,,,,,,,,,,,,,,,,
746,1400000US24033807405,0,0,0,0,0,0,0,0,0,0,0,7,14,61,260,377,281,217,64,12,4,0,0,0
747,1400000US24031704502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,16,57,147,331,82,114,0,69
748,,,,,,,,,,,,,,,,,,,,,,,,,
749,,,,,,,,,,,,,,,,,,,,,,,,,
750,,,,,,,,,,,,,,,,,,,,,,,,,
751,,,,,,,,,,,,,,,,,,,,,,,,,
752,1400000US24031700902,5,8,0,0,0,0,0,0,0,5,6,38,67,182,300,100,24,39,7,9,0,0,0,0
753,1400000US24031700903,0,0,0,0,0,0,0,0,0,0,0,0,0,7,65,158,27,0,5,4,0,0,0,0
754,1400000US24031700904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0
755,1400000US24031700905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,10,111,71,38,0,0,0,0
756,1400000US24031701001,0,0,0,0,0,0,0,0,0,0,9,9,0,14,28,249,268,198,138,357,72,0,0,0
757,1400000US24031701004,0,0,0,0,0,0,0,0,0,0,0,0,0,89,170,60,12,288,393,154,5,0,0,0
758,1400000US24031701005,0,0,0,0,0,0,0,0,0,0,0,0,6,18,31,116,52,158,152,182,54,8,0,0
759,,,,,,,,,,,,,,,,,,,,,,,,,
760,,,,,,,,,,,,,,,,,,,,,,,,,
761,1400000US24031701101,0,9,0,0,0,0,0,0,0,0,0,0,0,68,354,506,260,56,14,5,11,0,0,0
762,1400000US24031701201,0,0,6,0,0,0,0,0,6,0,7,0,0,6,40,469,353,152,30,8,0,0,0,0
763,1400000US24031701202,0,0,0,0,0,0,0,0,2,0,0,0,2,3,8,11,72,371,146,159,45,28,0,8
764,1400000US24031701205,0,0,0,0,0,0,0,9,0,0,0,0,0,7,7,0,8,86,156,589,455,346,0,24
765,1400000US24031701206,0,0,0,14,0,0,0,0,0,0,0,0,0,7,0,0,9,240,594,708,128,147,0,0
766,1400000US24031701211,0,9,0,0,0,0,0,0,0,0,0,0,0,6,106,44,35,94,198,109,98,0,0,0
767,1400000US24031701212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,67,241,149,110,118,46,0,0
768,1400000US24031701213,0,0,0,0,9,0,0,0,0,0,0,0,0,17,27,23,21,31,203,365,65,135,9,0
769,1400000US24031701214,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,19,58,8,0,1,0,0
770,,,,,,,,,,,,,,,,,,,,,,,,,
771,,,,,,,,,,,,,,,,,,,,,,,,,
772,,,,,,,,,,,,,,,,,,,,,,,,,
773,,,,,,,,,,,,,,,,,,,,,,,,,
774,,,,,,,,,,,,,,,,,,,,,,,,,
775,1400000US24031701303,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,58,45,63,358,655,36,6,0,0
776,1400000US24031701306,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,19,23,191,252,249,96,16,0,0
777,1400000US24031701307,0,0,0,4,0,0,0,0,0,0,0,6,9,27,19,11,41,96,104,157,124,109,0,0
778,1400000US24031701308,0,0,0,0,0,0,0,0,0,0,9,0,0,0,31,43,30,47,48,158,130,192,0,14
779,1400000US24031701312,0,0,0,0,7,0,0,0,0,0,0,0,17,90,155,84,54,452,609,191,15,0,7,0
780,,,,,,,,,,,,,,,,,,,,,,,,,
781,,,,,,,,,,,,,,,,,,,,,,,,,
782,,,,,,,,,,,,,,,,,,,,,,,,,
783,,,,,,,,,,,,,,,,,,,,,,,,,
784,1400000US24031701408,0,0,0,0,6,0,0,0,0,0,0,0,0,36,44,69,294,392,241,161,91,156,6,15
785,1400000US24031701410,0,16,0,0,0,0,0,0,0,0,0,0,0,337,603,177,258,227,28,18,0,9,0,8
786,1400000US24031701414,0,8,0,16,0,0,0,15,0,11,18,37,36,79,208,152,39,419,390,157,43,21,0,0
787,1400000US24031701415,0,12,0,11,0,0,0,0,0,0,7,11,0,247,121,201,374,683,212,103,30,35,0,0
788,,,,,,,,,,,,,,,,,,,,,,,,,
789,,,,,,,,,,,,,,,,,,,,,,,,,
790,,,,,,,,,,,,,,,,,,,,,,,,,
791,,,,,,,,,,,,,,,,,,,,,,,,,
792,1400000US24031701503,0,0,0,0,16,0,0,0,0,0,0,0,0,27,81,243,563,661,130,51,15,0,16,0
793,1400000US24031701505,0,0,7,0,0,0,0,0,0,0,0,9,0,61,43,89,265,404,134,19,38,19,0,0
794,1400000US24031701506,0,6,7,0,0,5,5,0,0,0,0,0,5,74,58,217,98,284,420,241,70,27,0,8
795,1400000US24031701507,0,0,0,5,0,0,14,0,0,0,0,13,10,12,7,18,75,298,484,477,78,15,0,0
796,,,,,,,,,,,,,,,,,,,,,,,,,
797,,,,,,,,,,,,,,,,,,,,,,,,,
798,1400000US24031701701,0,0,0,0,0,0,0,0,9,0,7,0,9,13,39,64,30,89,107,115,82,0,0,0
799,1400000US24031701702,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,32,16,18,33,9,8,0,0,0
800,1400000US24031701703,0,0,0,0,0,0,0,0,0,0,0,0,0,16,106,215,71,88,34,18,0,0,0,0
801,1400000US24031701704,8,0,0,0,0,0,0,0,0,8,0,4,35,50,147,231,98,85,55,18,5,0,0,0
802,1400000US24031701800,0,0,5,0,0,0,0,0,0,0,0,0,0,12,55,77,168,185,137,132,17,17,0,0
803,1400000US24031702000,0,0,0,5,8,0,0,0,0,0,0,14,52,106,236,102,33,27,20,0,0,0,8,0
804,1400000US24031702101,0,0,6,0,0,0,0,0,0,0,0,0,0,25,111,203,261,141,0,14,0,0,0,0
805,1400000US24031701407,0,0,0,0,0,0,5,0,0,6,0,5,5,25,32,58,111,456,415,315,107,17,0,0
806,1400000US24031702200,0,0,0,0,0,0,0,0,6,0,0,0,6,20,199,336,319,333,27,7,0,0,0,4
807,1400000US24031702301,0,0,0,0,0,0,0,0,0,0,0,0,30,85,67,62,53,25,7,0,0,0,0,0
808,1400000US24031702302,7,0,0,0,0,0,0,0,0,0,0,12,7,16,70,176,199,144,76,40,12,6,0,0
809,1400000US24031702401,0,0,5,0,0,0,0,0,0,0,0,0,7,13,25,184,139,180,109,48,0,0,0,0
810,1400000US24031702402,0,0,8,0,0,0,0,0,0,0,6,0,7,17,79,124,159,132,30,9,7,0,0,0
811,1400000US24031702601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,1400000US24031702602,0,0,0,0,0,0,7,0,0,0,6,31,45,20,13,18,18,7,0,0,0,0,0,0
813,1400000US24031702700,0,0,0,0,8,0,0,0,0,0,9,0,8,26,24,94,161,245,168,112,95,32,8,0
814,1400000US24031702800,0,0,0,0,0,0,7,0,0,0,0,0,7,0,44,116,217,268,123,104,19,6,0,0
815,1400000US24031702900,0,0,0,0,0,0,0,0,8,0,0,0,0,0,18,89,75,306,348,387,111,32,0,0
816,1400000US24031703000,0,7,0,0,0,0,0,0,0,0,0,0,0,16,62,173,214,82,7,8,0,0,0,5
817,1400000US24031703100,0,0,0,0,0,0,0,0,0,0,0,0,6,31,272,478,287,129,17,0,0,0,0,0
818,1400000US24031703202,0,0,0,0,0,0,0,0,0,0,9,8,0,15,17,87,219,720,99,67,74,114,0,0
819,1400000US24031703206,0,0,0,0,0,0,0,0,0,0,0,0,0,38,107,46,164,352,170,60,0,0,0,0
820,1400000US24031703207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,72,308,112,59,0,0,0,0
821,1400000US24031703208,0,0,0,0,0,0,0,0,0,5,0,0,6,0,40,235,489,358,163,181,13,20,0,0
822,1400000US24031703210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,510,263,66,24,0,0,0,0,0
823,1400000US24031703212,0,0,0,0,6,0,0,0,0,0,13,0,0,68,267,195,230,476,288,150,45,9,6,0
824,1400000US24031703213,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,11,0,0,0,0,0,0,0,0
825,1400000US24031703214,0,0,0,0,11,0,0,0,0,0,0,0,0,8,47,75,37,206,70,0,0,0,11,0
826,1400000US24031703215,0,0,10,8,0,0,0,0,0,9,0,0,0,9,0,0,43,259,119,70,16,8,0,0
827,,,,,,,,,,,,,,,,,,,,,,,,,
828,,,,,,,,,,,,,,,,,,,,,,,,,
829,,,,,,,,,,,,,,,,,,,,,,,,,
830,,,,,,,,,,,,,,,,,,,,,,,,,
831,1400000US24031703302,0,8,5,0,0,0,0,0,0,0,0,0,0,7,207,589,177,16,11,0,0,0,0,0
832,1400000US24031703401,8,0,9,0,0,0,0,0,9,0,0,0,8,42,271,655,139,17,4,0,0,0,0,0
833,1400000US24031703403,0,11,0,0,0,7,0,0,15,0,14,7,0,91,241,303,84,0,14,0,10,0,0,0
834,1400000US24031703404,0,0,5,0,0,0,0,0,0,7,0,37,84,221,129,97,13,6,0,0,0,0,0,0
835,1400000US24031703501,0,5,0,0,0,0,0,0,0,0,0,12,14,305,421,289,76,0,0,9,0,0,0,0
836,1400000US24031703502,0,0,5,0,0,0,0,0,0,4,0,0,18,41,88,180,212,163,73,0,0,0,0,0
837,1400000US24031703601,0,0,0,0,0,0,0,0,0,0,0,6,11,73,104,354,292,160,24,39,0,0,0,0
838,1400000US24031703701,0,0,7,0,0,0,0,0,0,0,0,20,41,171,274,235,68,27,7,4,0,0,0,0
839,1400000US24031703702,0,5,0,0,0,0,0,0,0,0,6,0,0,104,293,458,95,21,0,0,4,0,0,0
840,1400000US24031703800,0,0,0,6,0,0,0,0,0,0,0,0,0,7,36,84,110,32,0,22,0,0,0,0
841,1400000US24031703901,0,0,0,0,0,0,0,0,0,0,0,0,0,26,62,324,237,200,58,0,0,0,0,0
842,1400000US24031704000,0,0,0,0,0,0,0,0,0,0,9,0,17,61,217,477,237,159,18,25,16,0,0,0
843,1400000US24031704100,0,0,0,0,0,0,0,0,0,0,0,5,0,19,33,73,84,68,144,392,354,264,0,4
844,1400000US24031704200,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,53,55,76,56,102,59,33,0,0
845,1400000US24031704300,0,0,0,0,5,6,0,0,0,0,0,0,0,17,31,31,81,326,286,352,34,0,5,0
846,1400000US24031704401,0,0,0,10,0,12,0,0,0,0,0,0,6,6,0,36,66,127,224,230,23,118,0,0
847,,,,,,,,,,,,,,,,,,,,,,,,,
848,1400000US24031704501,0,0,0,0,8,0,0,0,6,0,0,11,0,5,7,17,86,178,310,353,25,8,8,0
849,1400000US24031704503,0,0,0,0,0,0,0,0,0,0,0,5,0,4,7,10,59,189,302,333,75,96,0,0
850,1400000US24031704600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,10,23,103,261,614,139,71,0,0
851,1400000US24031704700,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,20,14,88,212,241,347,0,106
852,,,,,,,,,,,,,,,,,,,,,,,,,
853,,,,,,,,,,,,,,,,,,,,,,,,,
854,,,,,,,,,,,,,,,,,,,,,,,,,
