GEO_ID,edu_1,edu_2,edu_3,edu_4
1400000US11001003000,1.360064604,-0.687025861,0.530224567,0.261192842
1400000US11001003100,1.390382813,-0.683118261,0.547409646,0.29640994
1400000US11001003200,0.131994863,0.756341479,0.448080631,0.214622174
1400000US11001003301,0.062093435,0.84129475,0.253229091,0.216994132
1400000US11001003302,0.797294117,0.259969005,0.270354424,0.085030164
1400000US11001003400,0.263645352,0.487496211,0.388481486,0.190312547
1400000US11001003500,0.401701934,0.399039223,0.29445334,0.27601767
1400000US11001003600,0.849741625,-0.091826404,0.439885821,0.276702821
1400000US11001003700,0.642832544,-0.817466354,0.625414706,0.346855553
1400000US11001003800,-2.32776511,-0.744215756,-0.129760995,0.128691528
1400000US11001003900,-1.876045909,-0.645865986,0.247081455,0.008005613
1400000US11001004001,-3.207164904,-0.436602126,-0.428189658,0.115332093
1400000US11001004002,-2.773474151,-0.669542891,-0.311202489,0.146707196
1400000US11001004100,-3.757321068,-0.391966168,-0.535122874,-0.035373688
1400000US11001004201,-3.070930145,-0.576183873,-0.537968947,0.210481899
1400000US11001004202,-3.821621744,-0.342141005,-0.688871672,0.154369214
1400000US11001004300,-1.075341617,-0.208970523,0.093129168,0.332465449
1400000US11001004400,0.166924251,0.555989855,0.315142947,0.309521929
1400000US11001004600,0.938886569,0.334893754,0.191575676,0.069106432
1400000US11001004701,1.223645082,-0.129958186,0.007638948,0.070260061
1400000US11001004702,1.543890321,-0.581181732,0.371078513,-0.015970764
1400000US11001004801,0.361670024,0.259471942,0.219646595,0.187052604
1400000US11001004802,1.11023934,-0.366441443,0.234720984,0.128094247
1400000US11001004901,-0.122272611,-0.749129797,0.261388891,0.14603921
1400000US11001004902,0.738664217,-0.830038016,0.219657721,0.106538943
1400000US11001005001,-0.122272611,-0.749129797,0.261388891,0.14603921
1400000US11001005002,0.449869293,-0.934602628,0.403392667,0.095162959
1400000US11001005201,-2.29388469,-0.245197012,-0.430748647,0.289386674
1400000US11001005301,-3.957678376,-0.248544868,-0.805531718,0.186329923
1400000US11001005500,-3.333918221,-0.175248605,-0.117116264,-0.091316822
1400000US11001005600,-2.989403326,0.159337587,0.321844259,-0.234733742
1400000US11001005800,0.100838103,-0.451146335,-0.167053441,0.29185865
1400000US11001005900,0.466411375,0.364073729,-0.348523434,0.364490761
1400000US11001006202,-2.643169159,0.05834976,-0.314159819,0.187413567
1400000US11001006400,0.281531787,-0.441520073,0.692806186,0.089782578
1400000US11001006500,-2.214589207,0.040313621,-0.260170976,0.056149168
1400000US11001006600,-3.34974854,0.134754799,-0.081575708,-0.086791393
1400000US11001006700,-1.274245983,0.115519132,-0.020387895,-0.092825653
1400000US11001006801,1.267008038,-0.451128723,0.015952136,-0.345527579
1400000US11001006802,1.949985539,-1.386196818,0.03966124,-0.339515714
1400000US11001006804,1.460808933,-0.125773745,-0.348217519,-0.116949485
1400000US11001006900,0.080250098,-0.619178288,-0.086175712,-0.168228019
1400000US11001007000,-1.585068753,-0.285364058,-0.062745859,-0.086510505
1400000US11001007100,1.355178244,-1.059736278,-0.049983952,-0.171496485
1400000US11001007200,0.135528475,-0.622811044,-0.053183749,-0.037590867
1400000US11001007301,1.252197938,-0.39879614,0.446129443,-0.083727577
1400000US11001007304,2.215317135,0.036734316,-0.237380313,-0.055062801
1400000US11001007401,1.343553758,-0.042056167,0.117854667,0.103192218
1400000US11001007403,2.385274224,-0.145025884,-0.354816751,-0.09462423
1400000US11001007404,2.148408412,0.047263318,-0.289869527,-0.015314105
1400000US11001007406,2.847411421,-1.015587222,-0.273928536,-0.215506893
1400000US11001007407,2.805193382,-0.940670814,-0.249588944,-0.233802441
1400000US11001007408,2.489913876,-0.595774827,-0.189623328,-0.169992625
1400000US11001007409,2.321862591,0.149202835,-0.557521384,-0.181377562
1400000US11001007502,2.183053612,-0.170882244,-0.318818549,-0.2227463
1400000US11001007503,2.286554413,-0.332571421,-0.47787953,-0.210916189
1400000US11001007504,2.269500963,-0.27209015,-0.364662498,-0.212396921
1400000US11001007601,1.990443556,-0.525498452,-0.30560838,-0.207911112
1400000US11001007603,0.872588282,0.815505098,-0.234776047,-0.027897039
1400000US11001007604,0.999550032,0.599481433,-0.326813386,-0.005671591
1400000US11001007605,1.653875266,0.229167383,-0.460572009,-0.117527389
1400000US11001007703,1.881930661,-0.001003052,-0.224362971,-0.194840005
1400000US11001007707,2.179628654,-0.168161623,-0.25728144,-0.190599547
1400000US11001007708,1.885518301,0.381199909,-0.295412474,-0.078037576
1400000US11001007709,1.496660559,0.149271369,-0.39292679,-0.154730634
1400000US11001007803,1.520311516,0.719685386,-0.063487541,-0.041761223
1400000US11001007804,1.569932253,0.434652785,-0.138444543,0.066237666
1400000US11001007806,1.678052242,0.513437969,-0.031833857,-0.095158345
1400000US11001007807,1.743742764,0.82424531,-0.518353482,-0.101858156
1400000US11001007808,1.501708165,0.531873894,-0.227492378,0.103916969
1400000US11001007809,1.608623468,0.635983761,-0.241328446,-0.009805018
1400000US11001007901,0.980673438,-0.01854227,-0.21753822,0.091957607
1400000US11001007903,1.680416309,-0.485846596,-0.288976235,-0.18822292
1400000US11001008001,0.215844886,0.019217312,0.119301953,0.12668329
1400000US11001008002,0.171319456,-0.273550891,0.03893825,-0.175387951
1400000US11001008100,-1.133983007,0.030715346,0.088311104,0.119762591
1400000US11001008200,-3.01222382,-0.214622349,-0.331226571,0.058835561
1400000US11001008301,-1.832033387,-0.071258745,-0.631022277,0.21288465
1400000US11001008302,-0.684010961,-0.110635948,0.013230406,0.143527697
1400000US11001008402,0.667229458,-0.006810945,0.205290079,0.2570162
1400000US11001008410,0.688060215,0.456075147,-0.053242484,0.205673216
1400000US11001008701,1.323562525,-0.160175758,0.311265988,0.025034298
1400000US11001008702,1.350189618,0.408389069,0.016957382,-0.000133081
1400000US11001008802,0.916213698,0.409192461,-0.21548361,0.234672739
1400000US11001008803,1.411408516,0.327982843,-0.283857028,0.023639573
1400000US11001008804,1.494891429,0.034297756,-0.138920142,0.106980796
1400000US11001008903,1.719267744,-0.140594072,-0.131704691,0.165735734
1400000US11001008904,1.389764802,-0.094638362,-0.166005535,0.109007901
1400000US11001009000,1.19781822,0.288423887,-0.007654285,-0.100602178
1400000US11001009102,0.575465811,0.548568727,-0.142621418,0.002102906
1400000US11001009201,0.241968596,0.828206896,0.036162779,0.185513044
1400000US11001009203,0.634754314,0.698108194,0.151172168,0.230943966
1400000US11001009204,1.377333466,0.245965601,0.062507163,0.110876469
1400000US11001009301,0.663782548,0.023719441,0.121130485,-0.019083089
1400000US11001009302,1.272891979,-0.33108733,-0.092731194,-0.176868562
1400000US11001009400,0.132321057,0.236763323,0.175642448,-0.076816438
1400000US11001009501,0.008583905,1.15329272,0.142472229,0.267179109
1400000US11001009503,-0.023919548,0.503769267,0.247901465,-0.0096234
1400000US11001009504,-0.169509759,0.859114083,0.065558641,0.090548208
1400000US11001009505,0.41439628,-0.081802855,0.103296176,-0.086948876
1400000US11001009507,0.198255481,1.195555771,0.047326163,0.162104836
1400000US11001009508,0.39952369,0.703740256,0.174772091,0.034595335
1400000US11001009509,0.069483899,1.146529112,0.222547463,0.070634273
1400000US11001009601,1.52863261,0.65548344,-0.157724215,-0.134429966
1400000US11001009602,1.556906234,0.63431932,-0.122016961,-0.084080663
1400000US11001009603,1.782461944,0.517550707,-0.218734141,-0.096740339
1400000US11001009604,2.07552588,0.119999849,-0.288098561,-0.275364991
1400000US11001009700,2.189838027,0.030193824,-0.287337487,-0.083657727
1400000US11001009801,2.123692033,0.042454453,-0.213038265,-0.07849002
1400000US11001009802,2.342523528,-0.358586833,-0.215090634,-0.07253601
1400000US11001009803,1.982975374,0.144938497,-0.16845478,-0.102591688
1400000US11001009804,1.95420815,0.232837944,-0.069411157,-0.08495138
1400000US11001009807,1.606783246,-0.022660623,0.083498602,-0.063420665
1400000US11001009810,2.147320787,-0.036956127,-0.323167818,-0.15704889
1400000US11001009811,2.179141212,0.059442064,-0.131767057,-0.085050581
1400000US11001009901,1.317005892,0.477973006,-0.320797823,-0.076407788
1400000US11001009902,0.719977573,0.730190598,-0.216663921,-0.062857884
1400000US11001009903,1.834828703,0.165697691,-0.155168779,0.040471853
1400000US11001009904,2.016517367,-0.135072004,-0.145259486,-0.053102725
1400000US11001009905,2.028022903,-0.167855299,-0.184814501,-0.058421943
1400000US11001009906,1.958685202,0.066614019,-0.125571268,-0.098223794
1400000US11001009907,1.753143536,0.040128548,-0.241291909,-0.179645923
1400000US11001010100,-2.049729123,-0.509712201,-0.377740107,0.269029969
1400000US11001010200,-1.612118142,-0.477030575,-0.706698851,0.276452878
1400000US11001010300,-1.79198843,0.700365225,0.517695849,0.187525368
1400000US11001010400,1.610876034,0.461302023,-0.085041371,0.005973644
1400000US11001010500,-1.298377886,-0.496877996,-0.499186697,0.217230167
1400000US11001010600,1.165435562,0.127398248,0.14044597,0.03813937
1400000US11001010700,-3.729422639,0.322440557,-0.110274064,0.003321642
1400000US11001010800,-2.95599914,0.954790547,0.748513342,-0.273084256
1400000US11001010900,1.49553392,-0.098824364,0.058861688,-0.144943284
1400000US11001011000,-1.115156722,-0.282737452,0.139537865,0.182559122
1400000US11001011100,1.642009797,-0.19200434,-0.138550211,-0.115556515
