GEO_ID,DEC_MA,DEC_AAPp,D24pb,D24plh,D25ph,D25pb,dec_ue16p,dec_nw16p,DEC_p1000,DEC_MGR,DEC_MI,DEC_BPLp,DEC_BPLMp,DEC_BPLFp,DEC_pOO,DEC_pRO,DEC_pFOC,DEC_pFRC
1400000US11001000801,41.1,4.3,0.2,0.024521073,0.063024306,80.3,0.138,0.299,0.189734189,1599.598,105068.19,0.073974895,0.032301255,0.04167364,0.603963415,0.396036585,0.016463415,0.010060976
1400000US11001000802,34.3,3.3,0.713846154,0.061538462,0.032848428,86.3,0.011,0.289,0.0640625,1036.728,100686.97,0.134354954,0.05274412,0.081610834,0.556379822,0.443620178,0.007418398,0.011127596
1400000US11001000901,21.4,5.7,0.058153477,0.020983213,0.050875454,84,0.464,0.207,0.206349206,1610.07,210525.16,0.044342508,0.023955148,0.02038736,0.889268626,0.110731374,0.01367054,0.004101162
1400000US11001000902,41.8,4.9,0.380952381,0.297619048,0.055862069,81.4,0.006,0.251,0.058430718,1187.263,156990.99,0.031520081,0.020335536,0.011184545,0.816448153,0.183551847,0.017878427,0
1400000US11001001001,40.5,3.2,0.562682216,0.081632653,0.0646086,82.1,0.02,0.262,0.004731861,1532.839,143688.93,0.045859452,0.017321016,0.028538436,0.780612245,0.219387755,0.019623234,0
1400000US11001001002,31.5,6.3,0.437229437,0.063492063,0.042973287,86.6,0.018,0.272,0,1213.443,64987.92,0.181186686,0.070911722,0.110274964,0.301622096,0.698377904,0.009206488,0.015344147
1400000US11001001100,42.4,5.7,0.404347826,0.191304348,0.088778201,78.3,0.01,0.264,0.01384083,1305.073,135067.86,0.020369493,0.012316438,0.008053055,0.759978425,0.240021575,0.01618123,0
1400000US11001001200,37.4,5.8,0.649159664,0.06092437,0.065001343,80.8,0.013,0.192,0.009111617,1200.353,101778.68,0.071869852,0.030065898,0.041803954,0.494740943,0.505259057,0.01830931,0.012076354
1400000US11001001301,38.8,7.2,0.75,0.06,0.060304838,84.5,0.007,0.268,0.157480315,1394.085,89557.85,0.081499593,0.029339853,0.052159739,0.313476563,0.686523438,0,0
1400000US11001001302,38.3,5.9,0.749303621,0.038997214,0.062211162,81.3,0.016,0.236,0.295336788,1250.095,76956.11,0.042593469,0.009938476,0.032654993,0.325086059,0.674913941,0,0.004518072
1400000US11001001401,39.6,5,0.354285714,0.28,0.078372591,79.4,0.03,0.236,0,1051.127,114960.31,0.033968254,0.006031746,0.027936508,0.525342466,0.474657534,0.00890411,0.014383562
1400000US11001001402,54.5,14.1,0.625,0.047619048,0.166666667,46.4,0.008,0.564,0.008321775,717.332,110093.45,0.130033247,0.053934245,0.076099003,0.676948052,0.323051948,0.021103896,0.005681818
1400000US11001001500,44.8,11.2,0.458015267,0.160305344,0.063774301,75.1,0.012,0.357,0.007575758,0,141263.35,0.015824492,0.010789426,0.005035066,0.878937894,0.121062106,0.035553555,0
1400000US11001001600,48.2,72.4,0.487951807,0.120481928,0.08529599,74,0.025,0.349,0.006716418,744.821,123862.82,0.04942298,0.02734571,0.02207727,0.897121862,0.102878138,0.041641151,0.009185548
1400000US11001001701,40.5,77.4,0.275700935,0.154205607,0.19826087,40.9,0.046,0.296,0,806.344,62587.22,0.137611644,0.076414158,0.061197486,0.478084416,0.521915584,0.01461039,0.068181818
1400000US11001001702,41.8,73.1,0.204225352,0.35915493,0.189205955,37.5,0.035,0.388,0,929.39,68582.44,0.04345816,0.015718909,0.027739251,0.724313327,0.275686673,0.041709054,0.031536114
1400000US11001001801,26,34.3,0.057401813,0,0.035211268,42.3,0,0.08,0,1293.292,55224.09,0.065292096,0,0.065292096,0,1,0,0
1400000US11001001803,37.1,70,0.07755102,0.453061224,0.263464991,26.7,0.058,0.34,0,755.293,45245.59,0.117090672,0.051206784,0.065883888,0.203851262,0.796148738,0.005312085,0.073705179
1400000US11001001804,36.7,72.1,0.015306122,0.556122449,0.236750349,26,0.047,0.346,0,746.13,43877.68,0.172040423,0.064244466,0.107795958,0.326944758,0.673055242,0.030439684,0.064261556
1400000US11001001901,42.6,90.8,0.025889968,0.297734628,0.26619965,21.7,0.03,0.413,0.006034483,905.828,61966.75,0.114974619,0.048984772,0.065989848,0.794837856,0.205162144,0.029119788,0.040370615
1400000US11001001902,44.5,89.3,0.130434783,0.130434783,0.203026482,37.6,0.038,0.437,0,620.466,71908.61,0.087788131,0.043158411,0.04462972,0.835784314,0.164215686,0.06004902,0.008578431
1400000US11001002001,38.7,62,0.2,0.186206897,0.180901857,28.9,0.017,0.423,0,744.821,43004.58,0.173771823,0.082825822,0.090946001,0.306883365,0.693116635,0.010516252,0.045889101
1400000US11001002002,39.4,73.7,0.164705882,0.217647059,0.231334623,30.7,0.043,0.396,0,786.709,62333.27,0.096221799,0.045936396,0.050285404,0.7,0.3,0.038095238,0.026190476
1400000US11001002101,36.2,81,0.06223176,0.429184549,0.336424225,15.2,0.048,0.435,0,647.955,44996.88,0.195538312,0.098933075,0.096605238,0.433436533,0.566563467,0.03250774,0.062435501
1400000US11001002102,41.2,89.9,0.050092764,0.419294991,0.287287602,20.2,0.062,0.421,0,692.461,47764.1,0.090633788,0.040666234,0.049967554,0.5755,0.4245,0.051,0.0445
1400000US11001002201,39.9,85,0.027863777,0.328173375,0.296768707,14.9,0.03,0.432,0.005780347,806.344,58103.89,0.134934248,0.063750715,0.071183533,0.797356828,0.202643172,0.055506608,0.025550661
1400000US11001002202,39,89.7,0.094017094,0.200854701,0.272373541,14.6,0.049,0.416,0,731.731,48528.56,0.152666667,0.067333333,0.085333333,0.467037331,0.532962669,0.021445592,0.096902303
1400000US11001002301,40.4,88.1,0.048245614,0.23245614,0.287965616,17.9,0.053,0.429,0,675.444,57686.32,0.183523108,0.066979236,0.116543871,0.741496599,0.258503401,0.057337221,0.021379981
1400000US11001002302,31.8,63,0.168604651,0.029069767,0.157175399,43.6,0.022,0.486,0,1483.097,64820.37,0.238556338,0.125,0.113556338,0.274744027,0.725255973,0,0.056313993
1400000US11001002400,39.4,82.8,0.033444816,0.297658863,0.330744072,11.8,0.067,0.439,0,684.607,48830.94,0.150922303,0.063163779,0.087758524,0.632587859,0.367412141,0.023961661,0.051916933
1400000US11001002501,39,68.2,0.107142857,0.178571429,0.200239808,23.3,0.051,0.391,0,705.551,67426.59,0.130160067,0.058129739,0.072030329,0.60496614,0.39503386,0.028216704,0.014672686
1400000US11001002502,32.7,56.3,0.047787611,0.686725664,0.231659142,13.5,0.039,0.412,0,733.04,42788.59,0.191652938,0.08365367,0.107999268,0.383333333,0.616666667,0.040104167,0.077083333
1400000US11001002600,46.6,61.5,0.31147541,0.139344262,0.087260035,69.9,0.034,0.413,0.016369048,981.75,111500.62,0.084815321,0.035111719,0.049703602,0.727933541,0.272066459,0.011422638,0
1400000US11001002701,32.2,30.3,0.418470418,0.262626263,0.159961914,42.6,0.042,0.291,0,767.074,46007.42,0.167476165,0.076812376,0.090663788,0.221132075,0.778867925,0.006415094,0.034716981
1400000US11001002702,32.6,20.1,0.190414508,0.418393782,0.112585812,45.5,0.042,0.241,0.014880952,836.451,59465.25,0.185393258,0.100793126,0.084600132,0.322365844,0.677634156,0.018409714,0.026243635
1400000US11001002801,30.6,50.8,0.105515588,0.54676259,0.185119575,18.1,0.067,0.42,0,680.68,32774.74,0.298362476,0.121842909,0.176519567,0.182142857,0.817857143,0.013571429,0.123571429
1400000US11001002802,30.7,32.4,0.038904899,0.599423631,0.138956101,11,0.036,0.368,0.064814815,670.208,29761.42,0.330261137,0.134957209,0.195303928,0.086881473,0.913118527,0.007479862,0.092059839
1400000US11001002900,32.5,54.5,0.09832636,0.414225941,0.212773998,12.2,0.092,0.355,0,634.865,38749.02,0.195866378,0.095409757,0.100456621,0.402439024,0.597560976,0.043758967,0.069583931
1400000US11001003000,29.3,68.2,0.043859649,0.504385965,0.224246231,19.1,0.107,0.383,0,659.736,33430.55,0.377461707,0.183442743,0.194018964,0.24195122,0.75804878,0.013658537,0.210731707
1400000US11001003100,32.6,66.8,0.041269841,0.403174603,0.258741259,10.3,0.126,0.321,0,664.972,47353.08,0.141785714,0.059642857,0.082142857,0.514754098,0.485245902,0.028415301,0.064480874
1400000US11001003200,35.4,82.1,0.03125,0.507211538,0.220475192,15.8,0.086,0.429,0,604.758,41445.56,0.257436815,0.117199732,0.140237083,0.555341055,0.444658945,0.047619048,0.125482625
1400000US11001003301,38.6,89.2,0.173228346,0.338582677,0.195439739,28.2,0.089,0.382,0,836.451,51191.06,0.232752085,0.099317665,0.13343442,0.593203883,0.406796117,0.018446602,0.074757282
1400000US11001003302,37.7,91.5,0.054794521,0.431506849,0.253742515,24.3,0.091,0.362,0,805.035,60132.84,0.151013874,0.069370331,0.081643543,0.648522551,0.351477449,0.023328149,0.073094868
1400000US11001003400,21.2,91.9,0.050024284,0.071393881,0.278619019,18.5,0.075,0.533,0,468.622,24153.67,0.401907922,0.17959353,0.222314392,0.331758034,0.668241966,0.007561437,0.119092628
1400000US11001003500,22.8,83.9,0.114711601,0.066753078,0.232240437,22.2,0.047,0.479,0,557.634,24792.46,0.359013867,0.176168464,0.182845403,0.276978417,0.723021583,0.014388489,0.075539568
1400000US11001003600,32.9,62,0.124210526,0.389473684,0.199066874,20.3,0.067,0.373,0,644.028,29432.87,0.279355334,0.13174725,0.147608084,0.171553337,0.828446663,0.017467249,0.141609482
1400000US11001003700,26.5,56.9,0.112299465,0.27540107,0.203333333,16.2,0.039,0.378,0,657.118,34325.91,0.340878225,0.150746944,0.190131281,0.088169643,0.911830357,0.012834821,0.163504464
1400000US11001003800,32.5,32,0.357142857,0.283613445,0.11663758,44.9,0.038,0.257,0,908.446,49596.7,0.213778256,0.108719053,0.105059203,0.2200409,0.7799591,0.002862986,0.040490798
1400000US11001003900,32.6,19.7,0.568965517,0.218390805,0.071485306,69.8,0.026,0.174,0,969.969,55674.39,0.083981002,0.041666667,0.042314335,0.257883672,0.742116328,0.002803083,0.009460406
1400000US11001004001,35.5,5.2,0.90052356,0,0.053430079,83.8,0.005,0.12,0,1106.105,77241.47,0.052472859,0.018395657,0.034077201,0.447948164,0.552051836,0.002159827,0.00475162
1400000US11001004002,33.1,12.3,0.6875,0.144230769,0.0508,75.2,0.022,0.16,0.06741573,1077.307,71026.34,0.051455653,0.027420447,0.024035206,0.361547085,0.638452915,0.00896861,0.013452915
1400000US11001004100,42.8,3.8,0.811023622,0.062992126,0.039059032,81.8,0.009,0.226,0.615658363,1141.448,115414.53,0.036493455,0.027370091,0.009123364,0.460468058,0.539531942,0.004427577,0
1400000US11001004201,32.1,14.2,0.861035422,0,0.059722716,77.2,0.024,0.11,0.02745098,1102.178,70031.5,0.089610003,0.051801131,0.037808872,0.329026304,0.670973696,0.004614675,0.013382557
1400000US11001004202,33.6,7.4,0.762068966,0.151724138,0.049329124,80.3,0.02,0.158,0.040816327,979.132,62498.21,0.078686281,0.046185426,0.032500855,0.295502092,0.704497908,0,0
1400000US11001004300,33,39,0.292929293,0.202020202,0.100262861,47.9,0.034,0.3,0,858.704,52151.87,0.197725284,0.101778944,0.09594634,0.243943662,0.756056338,0.008450704,0.053521127
1400000US11001004400,33.6,58.8,0.313793103,0.234482759,0.160651921,42,0.031,0.308,0,971.278,55632.5,0.203150912,0.089552239,0.113598673,0.460854093,0.539145907,0.03202847,0.053380783
1400000US11001004600,33.1,90.5,0.111111111,0.252525253,0.305335446,18.9,0.125,0.435,0.021176471,723.877,43382.88,0.241610738,0.118456376,0.123154362,0.46253469,0.53746531,0.039777983,0.129509713
1400000US11001004700,32.1,92.1,0.043589744,0.443589744,0.277647059,10.4,0.108,0.568,0,325.941,18466.06,0.368319692,0.141068849,0.227250843,0.06954023,0.93045977,0.004022989,0.255747126
1400000US11001004801,38.2,77.2,0,0.358208955,0.224099927,15.5,0.064,0.435,0,726.495,31923.89,0.299387869,0.157484697,0.141903172,0.381578947,0.618421053,0.023923445,0.046650718
1400000US11001004802,33.6,76.1,0.145962733,0.406832298,0.312465678,12.4,0.078,0.406,0,692.461,36074.73,0.210290055,0.103936464,0.106353591,0.16057774,0.83942226,0.033135089,0.212404418
1400000US11001004901,34.4,78.5,0.185430464,0.437086093,0.198435277,27,0.089,0.424,0,454.223,24805.55,0.353184878,0.154324184,0.198860694,0.292654028,0.707345972,0.009478673,0.120853081
1400000US11001004902,28.8,60.1,0.109489051,0.433090024,0.222482436,23.1,0.043,0.276,0,763.147,40116.92,0.186265709,0.103231598,0.083034111,0.100798403,0.899201597,0,0.105788423
1400000US11001005000,33.1,37,0.260377358,0.395283019,0.159630607,36.5,0.054,0.28,0.030651341,797.181,43533.41,0.273417023,0.163194923,0.1102221,0.229385722,0.770614278,0.008577753,0.022966242
1400000US11001005100,40.4,24.9,0.75,0.25,0.101488498,51.3,0.026,0.392,0,979.132,47451.25,0.094133697,0.025920873,0.068212824,0.109734513,0.890265487,0,0.010619469
1400000US11001005201,33.7,23.2,0.628099174,0.022727273,0.104554029,62.1,0.041,0.222,0.059259259,901.901,46549.35,0.193832599,0.084801762,0.109030837,0.236261928,0.763738072,0,0.034221783
1400000US11001005202,30.1,21.4,0.426966292,0.084269663,0.153271028,57.4,0.029,0.3,0,831.215,37682.18,0.259590793,0.083120205,0.176470588,0.017892644,0.982107356,0,0.013916501
1400000US11001005301,32.9,7.1,0.856481481,0.052469136,0.050153049,79.4,0.026,0.105,0,1032.801,66117.59,0.087077535,0.036580517,0.050497018,0.333152763,0.666847237,0.003791983,0.01056338
1400000US11001005302,40.7,4,1,0,0,85.5,0,0.185,0,1336.489,83994.6,0.032608696,0.032608696,0,0.512195122,0.487804878,0,0
1400000US11001005401,26.3,5.4,0.37037037,0,0.04176611,84.7,0.019,0.249,0,1113.959,55171.73,0.149058149,0.064701065,0.084357084,0.190082645,0.809917355,0,0
1400000US11001005402,46.5,0,#DIV/0!,#DIV/0!,#DIV/0!,(X),#VALUE!,#VALUE!,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0,0
1400000US11001005500,34.4,8.2,0.606060606,0,0.045081967,81.5,0.01,0.201,0,1195.117,78028.18,0.127791289,0.061021446,0.066769843,0.335166514,0.664833486,0,0.002749771
1400000US11001005600,29,6,0.173637516,0.003802281,0.070978821,70,0.026,0.422,0,1110.032,51425.37,0.246128433,0.079909147,0.166219286,0.347862767,0.652137233,0,0.003937008
1400000US11001005701,20.6,7.1,0.108229989,0.005636979,0.06957708,73.8,0.473,0.215,0,971.278,12552,0.535959975,0.257035647,0.278924328,0.085784314,0.914215686,0,0
1400000US11001005702,0,(X),#DIV/0!,#DIV/0!,#DIV/0!,(X),#VALUE!,#VALUE!,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0,0
1400000US11001005800,42.7,13.8,0.252252252,0.369369369,0.11589404,44.7,0.027,0.347,0,1421.574,53203,0.313642757,0.157524613,0.156118143,0.189814815,0.810185185,0.010416667,0.009259259
1400000US11001005900,39.6,82,0.37254902,0.068627451,0.281081081,17.9,0.204,0.363,0,519.673,27515.18,0.369911504,0.22359882,0.146312684,0.01510574,0.98489426,0,0.036253776
1400000US11001006001,37.1,58.1,0.6492891,0.090047393,0.152311877,52.5,0.068,0.217,0,907.137,52196.38,0.129213483,0.064044944,0.065168539,0.174404762,0.825595238,0.0125,0.036309524
1400000US11001006002,17.5,96.4,0,0.617977528,0.28975265,3.2,0.255,0.474,0,213.367,18933.38,0.591755319,0.242021277,0.349734043,0,1,0,0.454545455
1400000US11001006100,41.5,59,0.502564103,0.174358974,0.094175286,65.9,0.028,0.269,0,954.261,57736.06,0.12742883,0.068233168,0.059195662,0.232236842,0.767763158,0,0.038157895
1400000US11001006201,51.6,4.9,1,0,0.113043478,69.6,0.107,0.087,0,0,83574.41,0.087248322,0.087248322,0,1,0,0,0
1400000US11001006202,47,41.7,#DIV/0!,#DIV/0!,#DIV/0!,(X),#VALUE!,#VALUE!,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0,0
1400000US11001006301,48.5,55.3,0.490384615,0.230769231,0.098975016,58.9,0.045,0.386,0,862.631,58504.45,0.153516983,0.062048676,0.091468307,0.556270096,0.443729904,0.012861736,0.044614148
1400000US11001006302,39.3,45.6,#DIV/0!,#DIV/0!,0,76.4,0,0.182,0,0,88085.23,0,0,0,0,1,0,0
1400000US11001006400,36.9,90.8,0,0.3125,0.240391335,8.7,0.061,0.62,0,356.048,17362.58,0.4253141,0.135411819,0.28990228,0.143147208,0.856852792,0.010152284,0.226395939
1400000US11001006500,34.1,9.6,0.769230769,0.028340081,0.059367397,81.4,0.014,0.127,0,1026.256,81031.03,0.053216839,0.032962669,0.02025417,0.420714286,0.579285714,0.005714286,0.01
1400000US11001006600,35,4.7,0.8,0.032258065,0.014160486,91.2,0.015,0.137,0.012285012,1175.482,99171.15,0.052268811,0.039632395,0.012636416,0.457142857,0.542857143,0.006666667,0.005714286
1400000US11001006700,37.1,22.7,0.613333333,0.124444444,0.064439946,76.2,0.007,0.197,0,1044.582,100730.17,0.04854643,0.029635902,0.018910528,0.577517315,0.422482685,0.011720831,0.008524241
1400000US11001006801,39.4,92.5,0,0.432748538,0.328671329,20.3,0.1,0.416,0.016055046,744.821,40136.56,0.243746935,0.118195194,0.125551741,0.51187905,0.48812095,0.028077754,0.042116631
1400000US11001006802,39.5,84.9,0.215686275,0.426470588,0.296507937,18.8,0.058,0.403,0,663.663,51177.97,0.231148349,0.109906358,0.121241991,0.581775701,0.418224299,0.035046729,0.031542056
1400000US11001006804,31.9,86.8,0.037441498,0.708268331,0.373259053,14.8,0,0.901,0,0,40579,0.095890411,0.058219178,0.037671233,0.32,0.68,0,0
1400000US11001006900,41.1,53.5,0.320512821,0.115384615,0.22310231,48.4,0.06,0.321,0,873.103,67332.34,0.187811634,0.078116343,0.109695291,0.579234973,0.420765027,0.033879781,0.032786885
1400000US11001007000,33.3,23.3,0.115819209,0.028248588,0.106277191,70.4,0.033,0.161,0,1087.779,87845.68,0.135237069,0.061422414,0.073814655,0.545009785,0.454990215,0.014677104,0.028375734
1400000US11001007100,29.8,85.8,0.14229249,0.679841897,0.236651285,23.8,0.089,0.463,0,261.8,32753.8,0.425225225,0.181261261,0.243963964,0.302946593,0.697053407,0.02854512,0.262430939
1400000US11001007200,36.2,94.9,0.066298343,0.491712707,0.290811775,5.8,0.108,0.655,0,188.496,10588.5,0.620801733,0.243228602,0.377573131,0.01463964,0.98536036,0,0.22972973
1400000US11001007301,23.7,30,0.039443155,0.104408353,0.141809291,36,0.019,0.213,0,1349.579,64300.7,0.025480458,0.012740229,0.012740229,0.031594416,0.968405584,0.005143277,0.082292432
1400000US11001007302,35.1,95.8,0,0.368932039,0.29911155,11,0.067,0.464,0,692.461,42923.42,0.224923077,0.094461538,0.130461538,0.369701727,0.630298273,0.040031397,0.131868132
1400000US11001007304,25.4,97.8,0.030769231,0.330769231,0.449263158,5.3,0.106,0.524,0,612.612,29517.95,0.437696806,0.161718399,0.275978408,0.214430209,0.785569791,0.025623736,0.33513149
1400000US11001007308,19.1,85.1,0.055944056,0.576923077,#DIV/0!,(X),0.61,0.241,0,0,0,0.903141361,0.52617801,0.376963351,#DIV/0!,#DIV/0!,0,0
1400000US11001007401,20.8,98.2,0.040229885,0.566091954,0.430544896,1.8,0.116,0.579,0,376.992,18434.65,0.577102804,0.23164219,0.345460614,0.066069429,0.933930571,0.006718925,0.450167973
1400000US11001007403,26,98,0.034810127,0.389240506,0.402690583,3.3,0.106,0.34,0,696.388,38085.36,0.280755712,0.10456942,0.176186292,0.134414832,0.865585168,0.009269988,0.269988413
1400000US11001007404,18.9,98.6,0,0.552715655,0.313535912,0,0.2,0.596,0,369.138,12243.08,0.634220073,0.29050786,0.343712213,0.070824524,0.929175476,0.006342495,0.459830867
1400000US11001007406,19,99.4,0,0.580060423,0.439063761,2.4,0.191,0.44,0,674.135,20782.99,0.516757102,0.195659113,0.321097989,0.031982942,0.968017058,0,0.511727079
1400000US11001007407,29.8,97.1,0.083941606,0.580291971,0.365024289,6.2,0.093,0.415,0,782.782,43360.63,0.244195688,0.114842454,0.129353234,0.351203501,0.648796499,0.032822757,0.150984683
1400000US11001007408,24,99.1,0,0.517647059,0.383348582,6.5,0.115,0.473,0,591.668,25617.13,0.52027972,0.2004662,0.31981352,0.146944083,0.853055917,0.010403121,0.364109233
1400000US11001007409,25.2,98.4,0.047169811,0.488207547,0.391150442,3.2,0.12,0.481,0,613.921,22055.34,0.414868805,0.188046647,0.226822157,0.160778659,0.839221341,0.025234319,0.339581831
1400000US11001007502,28.6,97.2,0.026548673,0.360619469,0.36535163,6.3,0.112,0.486,0,633.556,26114.55,0.447561284,0.186252211,0.261309073,0.157794677,0.842205323,0.034854246,0.235107731
1400000US11001007503,27.5,97.2,0.033457249,0.382899628,0.423076923,3.8,0.134,0.424,0,636.174,28015.22,0.375694702,0.137828825,0.237865876,0.31701891,0.68298109,0.03003337,0.240266963
1400000US11001007504,28.3,97.4,0,0.602803738,0.403780069,9.2,0.113,0.429,0,611.303,29786.3,0.379358438,0.174802417,0.20455602,0.203143894,0.796856106,0.064087062,0.331318017
1400000US11001007601,37,95.8,0.107623318,0.352017937,0.360907272,8.3,0.106,0.441,0,676.753,43105.37,0.210352423,0.094933921,0.115418502,0.444089457,0.555910543,0.056443024,0.089456869
1400000US11001007603,39.5,90.7,0.073170732,0.162601626,0.261223162,28.5,0.056,0.379,0.010638298,747.439,42983.63,0.161987041,0.055915527,0.106071514,0.491104869,0.508895131,0.031367041,0.098782772
1400000US11001007604,39.2,94.4,0.179577465,0.193661972,0.345351044,21.4,0.041,0.366,0.009724473,692.461,46876.6,0.14620506,0.050865513,0.095339547,0.36863194,0.63136806,0.017172295,0.119061248
1400000US11001007605,36.2,96.5,0.129310345,0.252873563,0.371897518,12.2,0.06,0.342,0,788.018,42542.5,0.168926247,0.094360087,0.074566161,0.22995283,0.77004717,0.015330189,0.129127358
1400000US11001007703,29.4,96.2,0,0.439189189,0.357088123,8.5,0.096,0.42,0,693.77,33039.16,0.323183993,0.125706829,0.197477164,0.208833152,0.791166848,0.02780807,0.257906216
1400000US11001007707,37,97.7,0.032894737,0.296052632,0.362301102,13.5,0.062,0.456,0.006952491,730.422,43971.93,0.198774314,0.076205702,0.122568612,0.592692828,0.407307172,0.036535859,0.154262517
1400000US11001007708,32.7,98.3,0,0.298578199,0.449116392,2.4,0.04,0.437,0,743.512,33225.04,0.242240727,0.089704769,0.152535958,0.180555556,0.819444444,0.024305556,0.245659722
1400000US11001007709,37.9,95.9,0.058558559,0.346846847,0.330309902,10.2,0.07,0.351,0.055555556,702.933,38395.59,0.146839223,0.06172225,0.085116974,0.331578947,0.668421053,0.023157895,0.101052632
1400000US11001007803,39,97.5,0.024691358,0.242798354,0.330468004,10.6,0.067,0.492,0,619.157,35729.16,0.253329003,0.110100682,0.143228321,0.484267076,0.515732924,0.042210284,0.095932464
1400000US11001007804,35.8,98.1,0.027491409,0.16838488,0.296296296,11,0.073,0.604,0,397.936,27659.17,0.405745642,0.15784377,0.247901872,0.423509075,0.576490925,0.041486603,0.179775281
1400000US11001007806,38.1,98.1,0,0.2,0.39083558,9,0.075,0.514,0,663.663,41784.59,0.176919409,0.093943729,0.08297568,0.476190476,0.523809524,0.019274376,0.087301587
1400000US11001007807,36.3,97.5,0.106598985,0.375634518,0.416243655,7,0.029,0.522,0,693.77,44571.45,0.161257084,0.070582174,0.09067491,0.440745672,0.559254328,0.059920107,0.118508655
1400000US11001007808,31.1,98.2,0.018918919,0.294594595,0.384303112,7.3,0.1,0.542,0,510.51,31765.5,0.359980262,0.155687145,0.204293116,0.388017118,0.611982882,0.02853067,0.235378031
1400000US11001007809,37.9,97.2,0,0.472361809,0.331196581,9.8,0.075,0.537,0,688.534,37593.17,0.224776003,0.114141021,0.110634982,0.589511754,0.410488246,0.050632911,0.088607595
1400000US11001007901,34.7,97.1,0.045138889,0.409722222,0.364551422,6.3,0.092,0.471,0,575.96,31844.04,0.319371728,0.122072196,0.197299532,0.349488055,0.650511945,0.055290102,0.180204778
1400000US11001007903,40.4,96.5,0.206896552,0.471264368,0.360123648,12.5,0.079,0.474,0,623.084,47490.52,0.190294438,0.09651036,0.093784079,0.610831234,0.389168766,0.028967254,0.083123426
1400000US11001008001,38.2,84,0,0.393939394,0.24563261,22.7,0.069,0.378,0,886.193,54911.24,0.177099237,0.085114504,0.091984733,0.708516242,0.291483758,0.043898156,0.059701493
1400000US11001008002,37.1,71.4,0.257777778,0.102222222,0.20742268,41,0.056,0.249,0,1099.56,65482.73,0.131094608,0.064255731,0.066838876,0.456708526,0.543291474,0.015201586,0.041639128
1400000US11001008100,35,32.4,0.462962963,0.096296296,0.078093306,68.8,0.049,0.233,0,1030.183,82129.28,0.061932287,0.037572254,0.024360033,0.515518547,0.484481453,0,0.013626041
1400000US11001008200,33.3,7,0.783018868,0.009433962,0.031722792,86.4,0.005,0.162,0.039473684,988.295,76280.67,0.033031852,0.023200944,0.009830908,0.387264457,0.612735543,0.007797271,0
1400000US11001008301,34.6,34,0.576470588,0.066666667,0.117346939,67,0.034,0.146,0,1064.217,87113.95,0.094764171,0.035049762,0.059714409,0.531116795,0.468883205,0.037510656,0
1400000US11001008302,35.4,40.1,0.550387597,0.279069767,0.08068615,63.2,0.038,0.262,0,1157.156,88839.21,0.04720783,0.027058146,0.020149683,0.577906977,0.422093023,0.006976744,0.009302326
1400000US11001008402,37.4,71,0.330708661,0.149606299,0.167249417,33.7,0.069,0.415,0,662.354,41212.56,0.246231156,0.078574692,0.167656464,0.342857143,0.657142857,0.021198157,0.062672811
