GEO_ID,demo_1,demo_2
1400000US11001009603,0.354466716,1.075347456
1400000US11001009604,0.179782234,0.469596197
1400000US11001009700,2.248050507,-0.79357709
1400000US11001009801,2.052680607,-0.60554625
1400000US11001009802,2.288915995,-0.827837423
1400000US11001009803,1.590593887,-0.176485305
1400000US11001009804,1.696817192,-0.285277281
1400000US11001009807,1.527223049,-0.700973249
1400000US11001009810,1.472874731,-0.050693182
1400000US11001009811,1.819142681,-0.367604888
1400000US11001009901,0.180476873,1.174919222
1400000US11001009902,-0.316011113,1.617244938
1400000US11001009903,1.028939778,0.42553364
1400000US11001009904,0.992598265,0.459358903
1400000US11001009905,0.887852498,0.561116623
1400000US11001009906,0.888311285,0.546032137
1400000US11001009907,0.626998445,0.766560767
1400000US11001010100,-1.048514968,-0.675803548
1400000US11001010200,-0.837383381,0.262753226
1400000US11001010300,-0.521756981,0.358701364
1400000US11001010400,1.433391408,-0.414858211
1400000US11001010500,-0.070438023,-0.52929172
1400000US11001010600,0.248731997,0.512640504
1400000US11001010700,-1.030834283,-1.601081438
1400000US11001010800,-0.518885335,-1.744022401
1400000US11001010900,1.615036866,-1.074276537
1400000US11001011000,-0.479668611,0.017388995
1400000US11001011100,0.105979798,0.848903725
