GEO_ID,pov_1,pov_2,pov_3,pov_4
1400000US11001009903,2.569581739,0.206870015,0.152479837,-0.04584645
1400000US11001009904,2.234423478,0.102720119,0.200910681,-0.032909365
1400000US11001009905,1.805370908,-0.020113466,0.120059236,-0.031574068
1400000US11001009906,1.830333669,-0.025399687,0.380890136,-0.004602871
1400000US11001009907,0.507964716,-0.152896244,0.387036387,0.016109995
1400000US11001010100,-0.321232159,-0.319959962,0.037069149,0.098183995
1400000US11001010200,0.648278243,0.228987731,0.090539791,0.269223922
1400000US11001010300,-2.123699298,-0.024658494,-0.213193571,0.110316351
1400000US11001010400,3.169894998,0.497667681,-0.740010429,0.016925048
1400000US11001010500,0.679386125,0.115167877,0.038671126,-0.03251496
1400000US11001010600,1.01985662,0.0196356,-0.454316537,0.032697914
1400000US11001010700,-0.261628804,0.021469439,0.052343582,0.16604944
1400000US11001010800,0.797967095,0.113902255,0.048261182,-0.032821041
1400000US11001010900,2.168220702,0.522813812,-0.783247175,-0.15074071
1400000US11001011000,0.489863752,0.287691898,0.325637704,0.196199782
1400000US11001011100,0.401304129,-0.440112504,0.189789273,0.008172623
