GEO_ID,tengen_1,tengen_2
1400000US24033801004,0.923678907,-0.108952941
1400000US24033801005,0.89634174,-0.136290107
1400000US24033801006,2.384686871,1.352055023
1400000US24033801104,-0.817593081,-0.651943746
1400000US24033801207,0.901858097,-0.130773751
1400000US24033801208,0.784260528,-0.248371319
1400000US24033801209,1.08842938,0.606900451
1400000US24033801210,1.407279119,1.412788291
1400000US24033801211,1.29275169,1.262318163
1400000US24033801212,0.702866885,0.574667017
1400000US24033801213,2.241846682,1.209214834
1400000US24033801214,0.220377627,-0.647659169
1400000US24033801215,1.510483739,0.477851891
1400000US24033801216,-0.276864957,-0.751310186
1400000US24033801217,1.198911083,0.662370163
1400000US24033801302,1.040208302,0.007576454
1400000US24033801305,1.330095329,0.87159429
1400000US24033801307,-0.557462601,-0.912074226
1400000US24033801308,0.297967165,0.037735959
1400000US24033801309,0.374532619,-0.658099228
1400000US24033801310,0.76287891,0.149938787
1400000US24033801311,1.323620021,0.722542288
1400000US24033801312,-0.013322227,1.166750175
1400000US24033801313,0.088404433,-0.033649977
1400000US24033801404,0.699173104,0.678073006
1400000US24033801405,-0.499155435,-0.375567266
1400000US24033801406,-0.225912232,0.765952448
1400000US24033801407,0.81804225,1.124816413
1400000US24033801408,-1.058361621,1.056954787
1400000US24033801409,-0.21845249,-1.251084337
1400000US24033801410,1.925272291,0.892640444
1400000US24033801411,1.585266492,0.552634644
1400000US24033801500,2.0287177,1.16138774
1400000US24033801600,-1.763218961,0.293682134
1400000US24033801701,0.3570711,1.27060351
1400000US24033801702,-0.787814592,1.642395524
1400000US24033801704,-0.372547838,0.989861074
1400000US24033801706,2.450243384,2.204853408
1400000US24033801707,-2.066245957,1.272977058
1400000US24033801708,-1.215143621,1.2202209
1400000US24033801801,-2.87642119,1.406884363
1400000US24033801802,0.856819388,2.302991759
1400000US24033801804,0.896237196,-0.136394652
1400000US24033801805,1.389546175,1.045804292
1400000US24033801807,-0.794582084,0.670108795
1400000US24033801808,-2.026519876,2.212796629
1400000US24033801901,0.258971112,-0.478396445
1400000US24033801904,-0.235293442,0.928613445
1400000US24033801905,0.390527938,-0.199028317
1400000US24033801906,-0.052724709,1.353302498
1400000US24033801907,-0.415831466,0.529167334
1400000US24033801908,-0.683830513,2.037638885
1400000US24033802001,-2.208237215,1.130080317
1400000US24033802002,1.553840362,2.476474661
1400000US24033802103,1.299134006,0.266502158
1400000US24033802104,1.703169827,2.731229336
1400000US24033802106,-0.24212086,1.812274692
1400000US24033802107,-0.972437496,1.975758862
1400000US24033802201,1.850460769,1.416589116
1400000US24033802203,-0.121595236,0.725851249
1400000US24033802204,3.990769531,2.958137683
1400000US24033802301,1.96662797,1.340701166
1400000US24033802404,0.135675252,4.694480666
1400000US24033802405,0.818001405,2.007924834
1400000US24033802406,0.695697837,0.310514279
1400000US24033802407,-1.218464446,0.76055145
1400000US24033802408,-0.873691536,0.469402532
1400000US24033802501,0.494108438,1.767105172
1400000US24033802502,0.49359387,1.17829646
1400000US24033802600,0.233489558,1.185698111
1400000US24033802700,2.344862411,2.13905707
1400000US24033802803,0.259254258,1.825562861
1400000US24033802804,-0.607061216,1.85448223
1400000US24033802805,-0.114603941,1.175540806
1400000US24033802901,-0.234071915,2.168565878
1400000US24033803001,0.324189699,0.76876227
1400000US24033803002,2.166150951,3.086855842
1400000US24033803100,0.843467622,0.790190863
1400000US24033803200,-1.411340039,1.562006178
1400000US24033803300,0.228023718,0.472643722
1400000US24033803401,3.39831784,4.001371934
1400000US24033803402,1.091673045,2.825333946
1400000US24033803508,-2.54342691,1.785147854
1400000US24033803509,-2.440074024,2.572469098
1400000US24033803512,0.567979788,0.86293319
1400000US24033803513,1.234482206,1.174835656
1400000US24033803514,-0.4244852,0.795384449
1400000US24033803516,2.183763957,1.795667461
1400000US24033803519,0.647944757,2.010353669
1400000US24033803520,0.244899808,-0.093293678
1400000US24033803521,0.966169041,0.51398725
1400000US24033803522,1.783493671,1.685752995
1400000US24033803523,1.792895807,0.760263959
1400000US24033803524,0.915539854,1.413828938
1400000US24033803525,-2.650419434,1.180882607
1400000US24033803526,-0.424935905,-0.363545366
1400000US24033803527,0.506605172,0.713488196
1400000US24033803601,1.984027761,0.951395913
1400000US24033803602,-2.238485411,2.436760791
1400000US24033803605,-0.429561445,-0.081754621
1400000US24033803606,1.042837778,1.026801732
1400000US24033803607,0.7841537,-0.248478148
1400000US24033803608,0.846692743,-0.185939104
1400000US24033803610,-0.449381338,-0.599560944
1400000US24033803612,-1.926900907,1.380522127
1400000US24033803613,-0.646534834,-0.62930437
1400000US24033803700,2.696964268,2.111020222
1400000US24033803801,0.515216985,0.60526049
1400000US24033803803,-0.408998767,-0.300347389
1400000US24033803900,-0.020436792,0.956298267
1400000US24033804001,-1.962683128,0.7989119
1400000US24033804002,-0.462704325,0.870878752
1400000US24033804101,0.178288978,0.062940711
1400000US24033804102,0.710362317,1.049768252
1400000US24033804200,2.35296289,1.379836811
1400000US24033804300,-1.499691022,1.392265363
1400000US24033804400,1.098960206,1.177888102
1400000US24033804600,1.817423944,0.946716416
1400000US24033804700,0.242590288,-0.500208884
1400000US24033804801,-1.086416819,-0.383120008
1400000US24033804802,-0.920725845,-0.548810982
1400000US24033804900,-1.405440801,0.439771211
1400000US24033805000,0.402317978,0.611655955
1400000US24033805101,-0.403710989,-0.036280047
1400000US24033805201,-0.425644409,1.352777109
1400000US24033805202,-1.182275522,-0.287261305
1400000US24033805500,-0.271986013,0.097456337
1400000US24033805601,-1.551343851,0.081807024
1400000US24033805602,-0.443091967,0.546063832
1400000US24033805700,0.193792763,-0.340794566
1400000US24033805801,0.22649861,0.2226131
1400000US24033805802,-0.391564236,-0.53002987
1400000US24033805904,0.961350357,-0.07128149
