OBJECTID,GEO.id,acs_ma,acs_tp,acs_tpp,acs_mp,acs_mpp,acs_fp,acs_fpp,acs_aap,acs_aapp
681,1400000US24033806714,31.7,3108,3108,1739,56.0,1369,44.0,2071,66.6
682,1400000US24033806800,34.7,3926,3926,2030,51.7,1896,48.3,515,13.1
683,1400000US24033806900,35.4,4377,4377,1957,44.7,2420,55.3,557,12.7
684,1400000US24033807000,25.6,5238,5238,2842,54.3,2396,45.7,757,14.5
685,1400000US24033807102,31.2,2666,2666,1513,56.8,1153,43.2,662,24.8
686,1400000US24033807200,19.6,15160,15160,7524,49.6,7636,50.4,1808,11.9
687,1400000US24033807301,28.1,3397,3397,1749,51.5,1648,48.5,962,28.3
688,1400000US24033807305,31.6,3538,3538,1830,51.7,1708,48.3,1409,39.8
689,1400000US24033807404,34.7,4500,4500,2334,51.9,2166,48.1,1093,24.3
690,1400000US24033807407,33.2,5827,5827,2820,48.4,3007,51.6,2366,40.6
691,1400000US24033807408,42.1,5290,5290,2617,49.5,2673,50.5,1309,24.7
692,1400000US24033807409,30.3,3494,3494,1841,52.7,1653,47.3,1707,48.9
693,1400000US24033807410,33.1,3609,3609,1851,51.3,1758,48.7,1991,55.2
694,1400000US24033803520,40.7,4493,4493,1954,43.5,2539,56.5,4015,89.4
695,1400000US24033803521,38.1,4552,4552,1686,37.0,2866,63.0,3851,84.6
696,1400000US24033803522,37.9,3823,3823,1664,43.5,2159,56.5,3518,92.0
697,1400000US24033803523,46.5,3873,3873,1642,42.4,2231,57.6,2951,76.2
698,1400000US24033803524,35.0,3281,3281,1494,45.5,1787,54.5,2986,91.0
699,1400000US24033803526,40.6,3403,3403,1652,48.5,1751,51.5,3060,89.9
700,1400000US24033803527,38.5,3236,3236,1464,45.2,1772,54.8,3008,93.0
701,1400000US24033803601,43.7,3566,3566,1601,44.9,1965,55.1,3190,89.5
702,1400000US24033803602,32.5,1725,1725,679,39.4,1046,60.6,1618,93.8
703,1400000US24033803605,31.1,6948,6948,3370,48.5,3578,51.5,3820,55.0
704,1400000US24033803606,35.2,5280,5280,2683,50.8,2597,49.2,2170,41.1
705,1400000US24033803608,38.7,5133,5133,2394,46.6,2739,53.4,3463,67.5
706,1400000US24033803610,31.0,3050,3050,1496,49.0,1554,51.0,1578,51.7
707,1400000US24033803612,30.0,2942,2942,1269,43.1,1673,56.9,2413,82.0
708,1400000US24033803700,30.3,2382,2382,1221,51.3,1161,48.7,960,40.3
709,1400000US24033803801,32.7,2102,2102,1052,50.0,1050,50.0,1134,53.9
710,1400000US24033803803,29.6,5708,5708,3014,52.8,2694,47.2,3366,59.0
711,1400000US24033803900,24.9,4156,4156,2273,54.7,1883,45.3,1245,30.0
712,1400000US24033804002,31.1,4057,4057,2111,52.0,1946,48.0,1425,35.1
713,1400000US24033804101,33.1,2981,2981,1581,53.0,1400,47.0,2121,71.2
714,1400000US24033804102,30.2,6673,6673,2882,43.2,3791,56.8,4206,63.0
715,1400000US24033804200,41.6,3136,3136,1490,47.5,1646,52.5,1168,37.2
716,1400000US24033804300,29.3,3753,3753,1768,47.1,1985,52.9,2296,61.2
717,1400000US24033804600,30.4,2951,2951,1431,48.5,1520,51.5,1075,36.4
718,1400000US24033804700,39.4,3633,3633,1923,52.9,1710,47.1,1466,40.4
719,1400000US24033804801,35.8,2413,2413,1258,52.1,1155,47.9,1929,79.9
720,1400000US24033804802,30.5,2744,2744,1378,50.2,1366,49.8,1737,63.3
721,1400000US24033805000,33.5,5250,5250,2021,38.5,3229,61.5,3115,59.3
722,1400000US24033805101,30.7,3780,3780,2090,55.3,1690,44.7,1434,37.9
723,1400000US24033805201,30.6,4072,4072,1952,47.9,2120,52.1,2089,51.3
724,1400000US24033805202,30.5,4010,4010,2158,53.8,1852,46.2,2777,69.3
725,1400000US24033805500,35.3,3252,3252,1712,52.6,1540,47.4,1183,36.4
726,1400000US24033805602,27.4,4958,4958,3436,69.3,1522,30.7,419,8.5
727,1400000US24033805700,33.2,5449,5449,3018,55.4,2431,44.6,1618,29.7
728,1400000US24033805801,29.5,4888,4888,2516,51.5,2372,48.5,1580,32.3
729,1400000US24033805802,26.7,3722,3722,2061,55.4,1661,44.6,1241,33.3
730,1400000US24033805906,26.6,3008,3008,1568,52.1,1440,47.9,1028,34.2
731,1400000US24033805907,28.7,3864,3864,1828,47.3,2036,52.7,2042,52.8
732,1400000US24033805908,33.6,2324,2324,1221,52.5,1103,47.5,1511,65.0
733,1400000US24033805909,27.6,4245,4245,2265,53.4,1980,46.6,2077,48.9
734,1400000US24033806000,33.6,4789,4789,2344,48.9,2445,51.1,1544,32.2
735,1400000US24033806100,39.4,4734,4734,2286,48.3,2448,51.7,1749,36.9
736,1400000US24033806300,31.2,1978,1978,1002,50.7,976,49.3,637,32.2
737,1400000US24033806400,43.3,3285,3285,1664,50.7,1621,49.3,254,7.7
738,1400000US24033806501,28.5,5188,5188,2893,55.8,2295,44.2,1671,32.2
739,1400000US24033806601,30.4,4223,4223,2274,53.8,1949,46.2,1228,29.1
740,1400000US24033806706,34.3,3545,3545,1608,45.4,1937,54.6,1663,46.9
741,1400000US24033806708,37.4,4876,4876,2115,43.4,2761,56.6,1498,30.7
742,1400000US24033806710,35.7,6230,6230,2724,43.7,3506,56.3,3965,63.6
743,1400000US24033803607,38.8,3287,3287,1653,50.3,1634,49.7,2147,65.3
744,1400000US24031701417,30.3,5582,5582,2547,45.6,3035,54.4,3296,59.0
745,1400000US24033801908,32.8,3726,3726,1702,45.7,2024,54.3,3615,97.0
746,1400000US24033807405,39.8,5016,5016,2459,49.0,2557,51.0,862,17.2
747,1400000US24031704502,45.2,2637,2637,1184,44.9,1453,55.1,6,0.2
748,1400000US24031700832,35.9,2680,2680,1398,52.2,1282,47.8,1004,37.5
749,1400000US24031700833,33.8,4299,4299,2009,46.7,2290,53.3,694,16.1
750,1400000US24031700834,30.3,5033,5033,2620,52.1,2413,47.9,1559,31.0
751,1400000US24031700835,36.4,4567,4567,2342,51.3,2225,48.7,716,15.7
752,1400000US24031700902,39.5,3241,3241,1632,50.4,1609,49.6,782,24.1
753,1400000US24031700903,32.1,1606,1606,685,42.7,921,57.3,342,21.3
754,1400000US24031700904,36.3,2617,2617,1298,49.6,1319,50.4,61,2.3
755,1400000US24031700905,34.3,4056,4056,1936,47.7,2120,52.3,66,1.6
756,1400000US24031701001,44.1,5426,5426,2552,47.0,2874,53.0,829,15.3
757,1400000US24031701004,40.6,5106,5106,2492,48.8,2614,51.2,409,8.0
758,1400000US24031701005,41.5,3095,3095,1430,46.2,1665,53.8,101,3.3
759,1400000US24031701006,46.4,5844,5844,2566,43.9,3278,56.1,152,2.6
760,1400000US24031701007,34.2,3143,3143,1308,41.6,1835,58.4,191,6.1
761,1400000US24031701101,41.0,4299,4299,1987,46.2,2312,53.8,418,9.7
762,1400000US24031701201,32.7,5332,5332,2590,48.6,2742,51.4,333,6.2
763,1400000US24031701202,48.7,2615,2615,1262,48.3,1353,51.7,26,1.0
764,1400000US24031701205,47.3,6448,6448,3062,47.5,3386,52.5,147,2.3
765,1400000US24031701206,42.6,6339,6339,3167,50.0,3172,50.0,261,4.1
766,1400000US24031701211,37.2,5589,5589,2575,46.1,3014,53.9,535,9.6
767,1400000US24031701212,45.6,2752,2752,1390,50.5,1362,49.5,352,12.8
768,1400000US24031701213,41.8,5039,5039,2235,44.4,2804,55.6,126,2.5
769,1400000US24031701214,32.1,2454,2454,1007,41.0,1447,59.0,157,6.4
770,1400000US24031701216,42.5,3529,3529,1746,49.5,1783,50.5,350,9.9
771,1400000US24031701218,51.9,2483,2483,958,38.6,1525,61.4,198,8.0
772,1400000US24031701219,35.6,3081,3081,1525,49.5,1556,50.5,665,21.6
773,1400000US24031701220,42.1,4155,4155,1975,47.5,2180,52.5,187,4.5
774,1400000US24031701221,40.6,4570,4570,2142,46.9,2428,53.1,363,7.9
775,1400000US24031701303,45.4,3790,3790,1897,50.1,1893,49.9,367,9.7
776,1400000US24031701306,42.4,3237,3237,1483,45.8,1754,54.2,219,6.8
777,1400000US24031701307,38.8,3623,3623,1816,50.1,1807,49.9,241,6.7
778,1400000US24031701308,44.3,3042,3042,1649,54.2,1393,45.8,426,14.0
779,1400000US24031701312,39.7,5944,5944,2752,46.3,3192,53.7,509,8.6
780,1400000US24031701314,38.0,2831,2831,1335,47.2,1496,52.8,362,12.8
781,1400000US24031701315,37.8,4192,4192,1980,47.2,2212,52.8,586,14.0
782,1400000US24031701316,45.4,6011,6011,2674,44.5,3337,55.5,858,14.3
783,1400000US24031701317,42.9,4030,4030,2006,49.8,2024,50.2,295,7.3
784,1400000US24031701408,45.1,6521,6521,3340,51.2,3181,48.8,1184,18.2
785,1400000US24031701410,33.5,7428,7428,3296,44.4,4132,55.6,3807,51.3
786,1400000US24031701414,41.5,7579,7579,3337,44.0,4242,56.0,2914,38.4
787,1400000US24031701415,43.0,7505,7505,3303,44.0,4202,56.0,2669,35.6
788,1400000US24031701418,36.2,3263,3263,1656,50.8,1607,49.2,1250,38.3
789,1400000US24031701420,59.1,7079,7079,3375,47.7,3704,52.3,2016,28.5
790,1400000US24031701421,28.1,1696,1696,691,40.7,1005,59.3,1312,77.4
791,1400000US24031701423,32.4,4997,4997,2188,43.8,2809,56.2,2323,46.5
792,1400000US24031701503,42.9,6920,6920,3515,50.8,3405,49.2,2442,35.3
793,1400000US24031701505,34.1,6807,6807,3227,47.4,3580,52.6,2336,34.3
794,1400000US24031701506,45.3,4731,4731,2260,47.8,2471,52.2,1230,26.0
795,1400000US24031701507,45.5,5090,5090,2545,50.0,2545,50.0,1263,24.8
796,1400000US24031701509,34.3,5578,5578,2611,46.8,2967,53.2,2312,41.4
797,1400000US24031701602,30.3,6080,6080,3153,51.9,2927,48.1,1391,22.9
798,1400000US24031701701,39.4,3234,3234,1561,48.3,1673,51.7,756,23.4
799,1400000US24031701702,27.4,2770,2770,1236,44.6,1534,55.4,1353,48.8
800,1400000US24031701703,39.4,3846,3846,1717,44.6,2129,55.4,1613,41.9
801,1400000US24031701704,38.4,2559,2559,1227,47.9,1332,52.1,699,27.3
802,1400000US24031701800,41.7,4327,4327,2187,50.5,2140,49.5,1644,38.0
803,1400000US24031702000,31.6,4886,4886,2593,53.1,2293,46.9,1115,22.8
804,1400000US24031702101,33.3,5899,5899,3046,51.6,2853,48.4,2380,40.3
805,1400000US24031701407,45.3,5652,5652,2856,50.5,2796,49.5,1366,24.2
806,1400000US24031702200,39.5,4103,4103,2000,48.7,2103,51.3,480,11.7
807,1400000US24031702301,32.1,4241,4241,2118,49.9,2123,50.1,1144,27.0
808,1400000US24031702302,36.0,4200,4200,1994,47.5,2206,52.5,1180,28.1
809,1400000US24031702401,41.3,2414,2414,1053,43.6,1361,56.4,506,21.0
810,1400000US24031702402,35.5,4026,4026,1983,49.3,2043,50.7,1527,37.9
811,1400000US24031702601,30.5,4380,4380,2094,47.8,2286,52.2,1844,42.1
812,1400000US24031702602,29.5,4395,4395,1989,45.3,2406,54.7,1363,31.0
813,1400000US24031702700,40.1,6207,6207,3034,48.9,3173,51.1,1512,24.4
814,1400000US24031702800,40.3,4576,4576,2306,50.4,2270,49.6,1209,26.4
815,1400000US24031702900,43.6,5160,5160,2419,46.9,2741,53.1,827,16.0
816,1400000US24031703000,36.4,1833,1833,898,49.0,935,51.0,300,16.4
817,1400000US24031703100,38.6,4221,4221,2115,50.1,2106,49.9,572,13.6
818,1400000US24031703202,44.1,5757,5757,2876,50.0,2881,50.0,487,8.5
819,1400000US24031703206,38.4,3771,3771,1964,52.1,1807,47.9,1023,27.1
820,1400000US24031703207,29.5,5058,5058,2491,49.2,2567,50.8,1566,31.0
821,1400000US24031703208,44.1,5336,5336,2522,47.3,2814,52.7,933,17.5
822,1400000US24031703210,39.2,3411,3411,1691,49.6,1720,50.4,680,19.9
823,1400000US24031703212,38.7,7907,7907,3668,46.4,4239,53.6,2772,35.1
824,1400000US24031703213,29.6,5569,5569,2596,46.6,2973,53.4,2754,49.5
825,1400000US24031703214,33.0,6487,6487,3249,50.1,3238,49.9,3405,52.5
826,1400000US24031703215,38.9,2817,2817,1366,48.5,1451,51.5,858,30.5
827,1400000US24031703216,68.2,3501,3501,1464,41.8,2037,58.2,764,21.8
828,1400000US24031703219,79.0,3379,3379,1146,33.9,2233,66.1,304,9.0
829,1400000US24031703220,41.8,4614,4614,1970,42.7,2644,57.3,1557,33.7
830,1400000US24031703221,38.8,4977,4977,2405,48.3,2572,51.7,1297,26.1
831,1400000US24031703302,32.8,4251,4251,2063,48.5,2188,51.5,412,9.7
832,1400000US24031703401,35.5,5447,5447,2686,49.3,2761,50.7,647,11.9
833,1400000US24031703403,35.7,3366,3366,1805,53.6,1561,46.4,426,12.7
834,1400000US24031703404,33.0,2930,2930,1521,51.9,1409,48.1,448,15.3
835,1400000US24031703501,35.7,6191,6191,3150,50.9,3041,49.1,1428,23.1
836,1400000US24031703502,37.1,3208,3208,1542,48.1,1666,51.9,321,10.0
837,1400000US24031703601,38.5,4265,4265,1712,40.1,2553,59.9,434,10.2
838,1400000US24031703701,35.4,3570,3570,1910,53.5,1660,46.5,152,4.3
839,1400000US24031703702,37.9,3702,3702,1889,51.0,1813,49.0,469,12.7
840,1400000US24031703800,32.4,3141,3141,1475,47.0,1666,53.0,972,30.9
841,1400000US24031703901,37.9,2908,2908,1377,47.4,1531,52.6,375,12.9
842,1400000US24031704000,37.3,6107,6107,2755,45.1,3352,54.9,1445,23.7
843,1400000US24031704100,44.6,4491,4491,2071,46.1,2420,53.9,169,3.8
844,1400000US24031704200,44.2,1858,1858,934,50.3,924,49.7,122,6.6
845,1400000US24031704300,38.9,3849,3849,1720,44.7,2129,55.3,245,6.4
846,1400000US24031704401,47.8,3314,3314,1626,49.1,1688,50.9,368,11.1
847,1400000US24031704404,43.4,5312,5312,2616,49.2,2696,50.8,237,4.5
848,1400000US24031704501,42.8,3115,3115,1462,46.9,1653,53.1,115,3.7
849,1400000US24031704503,38.0,3747,3747,2016,53.8,1731,46.2,8,0.2
850,1400000US24031704600,39.7,5155,5155,2502,48.5,2653,51.5,233,4.5
851,1400000US24031704700,44.1,3746,3746,1810,48.3,1936,51.7,52,1.4
852,1400000US24031704803,35.7,3211,3211,1246,38.8,1965,61.2,242,7.5
853,1400000US24031704805,45.2,1329,1329,557,41.9,772,58.1,240,18.1
854,1400000US24031704806,31.5,2810,2810,1490,53.0,1320,47.0,62,2.2
855,1400000US24031705000,37.2,4779,4779,2544,53.2,2235,46.8,183,3.8
856,1400000US24031705100,45.9,5402,5402,2469,45.7,2933,54.3,216,4.0
857,1400000US24031705200,45.9,3202,3202,1534,47.9,1668,52.1,142,4.4
858,1400000US24031705400,44.4,2795,2795,1349,48.3,1446,51.7,32,1.1
859,1400000US24031705501,57.4,2569,2569,950,37.0,1619,63.0,98,3.8
860,1400000US24031705502,46.7,4056,4056,2085,51.4,1971,48.6,68,1.7
861,1400000US24031705702,46.6,4289,4289,2095,48.8,2194,51.2,0,0.0
862,1400000US24031705800,45.6,5838,5838,2795,47.9,3043,52.1,70,1.2
863,1400000US24031705902,45.2,4311,4311,2030,47.1,2281,52.9,265,6.1
864,1400000US24031705903,43.6,4416,4416,2143,48.5,2273,51.5,11,0.2
865,1400000US24031706005,48.1,4367,4367,2151,49.3,2216,50.7,285,6.5
866,1400000US24031706007,48.3,6842,6842,3162,46.2,3680,53.8,151,2.2
867,1400000US24031706008,46.1,5372,5372,2586,48.1,2786,51.9,340,6.3
868,1400000US24031706009,46.2,5475,5475,2746,50.2,2729,49.8,347,6.3
869,1400000US24031706010,43.0,2881,2881,1321,45.9,1560,54.1,495,17.2
870,1400000US24031706012,45.9,3507,3507,1416,40.4,2091,59.6,474,13.5
871,1400000US24031706013,44.7,2716,2716,1335,49.2,1381,50.8,242,8.9
872,1400000US24033800102,38.9,3030,3030,1453,48.0,1577,52.0,1281,42.3
873,1400000US24033800103,33.5,2132,2132,1161,54.5,971,45.5,706,33.1
874,1400000US24033800105,34.9,3496,3496,1637,46.8,1859,53.2,1773,50.7
875,1400000US24033800108,31.1,3375,3375,1370,40.6,2005,59.4,1855,55.0
876,1400000US24033800109,29.0,4380,4380,2005,45.8,2375,54.2,1906,43.5
877,1400000US24033800203,39.5,4741,4741,2345,49.5,2396,50.5,695,14.7
878,1400000US24033800206,32.7,4288,4288,2062,48.1,2226,51.9,2715,63.3
879,1400000US24033800208,31.9,7290,7290,3539,48.5,3751,51.5,3312,45.4
880,1400000US24033800210,28.4,2973,2973,1642,55.2,1331,44.8,1754,59.0
881,1400000US24033800211,36.3,2823,2823,1414,50.1,1409,49.9,1933,68.5
882,1400000US24033800212,41.8,2767,2767,1032,37.3,1735,62.7,1462,52.8
883,1400000US24033800213,34.0,3948,3948,1824,46.2,2124,53.8,2037,51.6
884,1400000US24033800215,32.2,2719,2719,1137,41.8,1582,58.2,1769,65.1
885,1400000US24033800401,42.7,2670,2670,1278,47.9,1392,52.1,498,18.7
886,1400000US24033800402,42.8,4953,4953,2401,48.5,2552,51.5,915,18.5
887,1400000US24033800403,40.0,4000,4000,1976,49.4,2024,50.6,1447,36.2
888,1400000US24033800409,39.6,6426,6426,3226,50.2,3200,49.8,3447,53.6
889,1400000US24033800410,26.0,6903,6903,3146,45.6,3757,54.4,4121,59.7
890,1400000US24033800411,39.6,4222,4222,2161,51.2,2061,48.8,2713,64.3
891,1400000US24033800412,35.1,3339,3339,1500,44.9,1839,55.1,2152,64.5
892,1400000US24033800504,38.5,4884,4884,2269,46.5,2615,53.5,939,19.2
893,1400000US24033800505,38.7,2561,2561,1272,49.7,1289,50.3,442,17.3
894,1400000US24033800507,37.9,2655,2655,1344,50.6,1311,49.4,1500,56.5
895,1400000US24033800509,44.1,8383,8383,3602,43.0,4781,57.0,7813,93.2
896,1400000US24033800511,36.7,5021,5021,2279,45.4,2742,54.6,2844,56.6
897,1400000US24033800513,38.8,5334,5334,2748,51.5,2586,48.5,2048,38.4
898,1400000US24033800515,37.8,3988,3988,1704,42.7,2284,57.3,2238,56.1
899,1400000US24033800516,38.9,3227,3227,1645,51.0,1582,49.0,1554,48.2
900,1400000US24033800517,41.4,4963,4963,2295,46.2,2668,53.8,4457,89.8
901,1400000US24033800518,40.2,2962,2962,1468,49.6,1494,50.4,2509,84.7
902,1400000US24033800520,33.9,2089,2089,867,41.5,1222,58.5,1650,79.0
903,1400000US24033800601,41.4,1926,1926,994,51.6,932,48.4,1668,86.6
904,1400000US24033800604,28.3,1705,1705,721,42.3,984,57.7,1568,92.0
905,1400000US24033800605,34.3,5578,5578,3124,56.0,2454,44.0,4632,83.0
906,1400000US24033800606,37.6,4473,4473,2083,46.6,2390,53.4,3796,84.9
907,1400000US24033800607,41.6,5697,5697,2496,43.8,3201,56.2,4653,81.7
908,1400000US24033800608,36.8,3086,3086,1433,46.4,1653,53.6,2864,92.8
909,1400000US24033800701,39.9,4362,4362,2258,51.8,2104,48.2,3736,85.6
910,1400000US24033800705,39.9,4099,4099,2055,50.1,2044,49.9,3381,82.5
911,1400000US24033800706,41.1,3620,3620,1725,47.7,1895,52.3,3141,86.8
912,1400000US24033800707,50.0,2685,2685,1208,45.0,1477,55.0,2066,76.9
913,1400000US24033800800,46.2,3475,3475,1904,54.8,1571,45.2,1046,30.1
914,1400000US24033800900,43.9,1568,1568,788,50.3,780,49.7,768,49.0
915,1400000US24033801003,39.0,3491,3491,1685,48.3,1806,51.7,2268,65.0
916,1400000US24033801004,38.6,3697,3697,1861,50.3,1836,49.7,2690,72.8
917,1400000US24033801104,25.0,2719,2719,1518,55.8,1201,44.2,517,19.0
918,1400000US24033801207,40.4,4209,4209,1877,44.6,2332,55.4,3242,77.0
919,1400000US24033801208,40.2,3616,3616,1749,48.4,1867,51.6,2881,79.7
920,1400000US24033801210,38.6,4635,4635,1960,42.3,2675,57.7,3856,83.2
921,1400000US24033801211,39.6,3068,3068,1453,47.4,1615,52.6,2363,77.0
922,1400000US24033801212,42.7,3388,3388,1670,49.3,1718,50.7,2729,80.5
923,1400000US24033801213,41.5,3562,3562,1673,47.0,1889,53.0,2795,78.5
924,1400000US24033801214,44.5,3813,3813,1730,45.4,2083,54.6,2633,69.1
925,1400000US24033801215,33.8,2504,2504,1163,46.4,1341,53.6,1986,79.3
926,1400000US24033801217,42.9,3479,3479,1558,44.8,1921,55.2,2893,83.2
927,1400000US24033801302,44.9,2835,2835,1524,53.8,1311,46.2,1339,47.2
928,1400000US24033801305,36.6,5916,5916,2777,46.9,3139,53.1,4197,70.9
929,1400000US24033801307,48.6,3587,3587,1591,44.4,1996,55.6,2808,78.3
930,1400000US24033801309,44.9,3238,3238,1575,48.6,1663,51.4,1850,57.1
931,1400000US24033801310,39.9,6183,6183,3205,51.8,2978,48.2,4735,76.6
932,1400000US24033801311,37.5,5470,5470,2560,46.8,2910,53.2,4184,76.5
933,1400000US24033801312,44.7,3897,3897,1874,48.1,2023,51.9,2815,72.2
934,1400000US24033801404,40.6,4673,4673,2425,51.9,2248,48.1,3162,67.7
935,1400000US24033801405,35.1,4964,4964,2205,44.4,2759,55.6,2122,42.7
936,1400000US24033801406,37.0,3149,3149,1255,39.9,1894,60.1,2580,81.9
937,1400000US24033801407,40.4,5940,5940,2764,46.5,3176,53.5,5349,90.1
938,1400000US24033801408,39.9,3307,3307,1219,36.9,2088,63.1,2894,87.5
939,1400000US24033801410,42.0,3825,3825,1964,51.3,1861,48.7,2573,67.3
940,1400000US24033801411,40.6,3547,3547,1709,48.2,1838,51.8,1911,53.9
941,1400000US24033801500,41.9,2189,2189,1037,47.4,1152,52.6,1579,72.1
942,1400000US24033801600,34.7,2715,2715,1345,49.5,1370,50.5,2524,93.0
943,1400000US24033801701,34.1,3807,3807,1746,45.9,2061,54.1,3446,90.5
944,1400000US24033801704,31.0,5781,5781,2756,47.7,3025,52.3,5052,87.4
945,1400000US24033801706,34.7,1634,1634,692,42.4,942,57.6,1340,82.0
946,1400000US24033801707,33.0,6252,6252,2777,44.4,3475,55.6,5678,90.8
947,1400000US24033801708,34.4,3503,3503,1591,45.4,1912,54.6,3116,89.0
948,1400000US24033801802,32.5,3828,3828,1842,48.1,1986,51.9,3743,97.8
949,1400000US24033801804,45.7,1980,1980,1029,52.0,951,48.0,1686,85.2
950,1400000US24033801807,34.2,4827,4827,2318,48.0,2509,52.0,4496,93.1
951,1400000US24033801808,36.6,3594,3594,1786,49.7,1808,50.3,3145,87.5
952,1400000US24033801901,42.6,4778,4778,2322,48.6,2456,51.4,3735,78.2
953,1400000US24033801904,35.3,3480,3480,1816,52.2,1664,47.8,2201,63.2
954,1400000US24033801905,36.7,4799,4799,2255,47.0,2544,53.0,3851,80.2
955,1400000US24033801906,36.0,2208,2208,1140,51.6,1068,48.4,1626,73.6
956,1400000US24033801907,40.0,3666,3666,1696,46.3,1970,53.7,3375,92.1
957,1400000US24033802001,30.1,5581,5581,2518,45.1,3063,54.9,4762,85.3
958,1400000US24033802002,36.3,3517,3517,1513,43.0,2004,57.0,3292,93.6
959,1400000US24033802103,39.1,2674,2674,1178,44.1,1496,55.9,2255,84.3
960,1400000US24033802106,28.5,4343,4343,2039,46.9,2304,53.1,4163,95.9
961,1400000US24033802107,26.0,4339,4339,2043,47.1,2296,52.9,4271,98.4
962,1400000US24033802201,38.4,1733,1733,724,41.8,1009,58.2,1205,69.5
963,1400000US24033802204,42.2,5722,5722,2368,41.4,3354,58.6,5182,90.6
964,1400000US24033802301,39.6,3996,3996,1893,47.4,2103,52.6,3449,86.3
965,1400000US24033802404,26.5,4563,4563,1797,39.4,2766,60.6,4180,91.6
966,1400000US24033802405,38.0,3642,3642,1634,44.9,2008,55.1,3312,90.9
967,1400000US24033802407,34.9,4358,4358,1857,42.6,2501,57.4,3966,91.0
968,1400000US24033802408,34.7,1658,1658,857,51.7,801,48.3,1349,81.4
969,1400000US24033802501,35.0,3388,3388,1699,50.1,1689,49.9,3083,91.0
970,1400000US24033802502,36.1,2703,2703,1492,55.2,1211,44.8,2183,80.8
971,1400000US24033802700,37.9,2417,2417,1110,45.9,1307,54.1,2121,87.8
972,1400000US24033802803,33.5,5003,5003,2213,44.2,2790,55.8,4542,90.8
973,1400000US24033802804,36.1,5574,5574,2513,45.1,3061,54.9,5453,97.8
974,1400000US24033802805,35.1,4842,4842,2234,46.1,2608,53.9,4631,95.6
975,1400000US24033802901,35.3,4045,4045,1957,48.4,2088,51.6,3627,89.7
