OBJECTID,GEO.id,acs_lf,dec_lfp,acs_em,acs_emp_x,acs_emp_y,acs_ue,acs_uep,acs_nw,acs_nwp,acs_flf,acs_flfp
869,1400000US24031706010,773,0.0,1490,68.9,68.9,0,0.0,119,31.1,1225,1225
870,1400000US24031706012,1054,0.5,1859,62.9,62.9,104,3.5,156,33.1,1752,1752
871,1400000US24031706013,529,0.0,1283,59.8,59.8,27,1.3,117,39.0,1071,1071
872,1400000US24033800102,913,0.8,1860,74.1,74.1,39,1.6,143,23.6,1277,1277
873,1400000US24033800103,617,0.8,1276,73.7,73.7,109,6.3,71,19.3,737,737
874,1400000US24033800105,1157,0.4,2153,71.7,71.7,96,3.2,133,24.7,1627,1627
875,1400000US24033800108,1125,4.8,1803,70.9,70.9,52,2.0,174,22.3,1463,1463
876,1400000US24033800109,1148,0.0,2412,72.7,72.7,106,3.2,128,24.1,1698,1698
877,1400000US24033800203,1177,0.5,2641,71.9,71.9,53,1.4,336,26.2,1803,1803
878,1400000US24033800206,1289,0.0,2420,74.5,74.5,193,5.9,156,19.6,1683,1683
879,1400000US24033800208,2154,0.5,3929,69.5,69.5,280,5.0,407,25.0,2918,2918
880,1400000US24033800210,748,0.0,1825,76.6,76.6,196,8.2,64,15.2,1041,1041
881,1400000US24033800211,923,2.2,1674,71.7,71.7,158,6.8,60,19.3,1242,1242
882,1400000US24033800212,777,0.0,1232,54.9,54.9,89,4.0,216,41.1,1433,1433
883,1400000US24033800213,1469,0.6,2536,78.0,78.0,222,6.8,233,14.5,1767,1767
884,1400000US24033800215,1079,0.0,1658,80.0,80.0,101,4.9,77,15.1,1229,1229
885,1400000US24033800401,904,2.4,1598,73.1,73.1,40,1.8,263,22.6,1219,1219
886,1400000US24033800402,1344,1.7,2552,66.0,66.0,90,2.3,434,30.0,2038,2038
887,1400000US24033800403,1066,0.8,2142,70.3,70.3,42,1.4,336,27.5,1576,1576
888,1400000US24033800409,1794,0.5,3483,70.6,70.6,156,3.2,403,25.7,2424,2424
889,1400000US24033800410,1949,0.7,3538,63.6,63.6,358,6.4,459,29.3,2954,2954
890,1400000US24033800411,1364,0.9,2381,71.5,71.5,322,9.7,247,17.9,1699,1699
891,1400000US24033800412,974,0.7,1716,69.1,69.1,142,5.7,166,24.4,1426,1426
892,1400000US24033800504,1254,0.7,2458,65.5,65.5,106,2.8,492,31.0,2033,2033
893,1400000US24033800505,654,2.1,1253,63.5,63.5,65,3.3,171,31.1,1038,1038
894,1400000US24033800507,857,5.0,1443,67.3,67.3,82,3.8,127,23.8,1130,1130
895,1400000US24033800509,2756,0.7,4330,63.6,63.6,360,5.3,778,30.3,4058,4058
896,1400000US24033800511,1743,1.1,2961,74.4,74.4,131,3.3,389,21.2,2252,2252
897,1400000US24033800513,1325,0.7,2696,65.9,65.9,170,4.2,318,29.2,2111,2111
898,1400000US24033800515,1286,0.8,2148,68.8,68.8,95,3.0,291,27.4,1826,1826
899,1400000US24033800516,949,2.0,1870,70.5,70.5,100,3.8,190,23.8,1363,1363
900,1400000US24033800517,1538,0.3,2809,75.4,75.4,101,2.7,324,21.6,2063,2063
901,1400000US24033800518,777,1.6,1598,72.4,72.4,14,0.6,218,25.4,1156,1156
902,1400000US24033800520,894,3.2,1428,84.3,84.3,41,2.4,244,10.0,1000,1000
903,1400000US24033800601,491,1.3,918,64.6,64.6,90,6.3,175,27.8,693,693
904,1400000US24033800604,589,0.9,937,68.4,68.4,81,5.9,201,24.8,830,830
905,1400000US24033800605,1462,0.0,2382,50.8,50.8,144,3.1,310,46.1,2090,2090
906,1400000US24033800606,1852,1.2,3098,82.6,82.6,298,7.9,251,8.3,2093,2093
907,1400000US24033800607,1978,0.2,3137,71.0,71.0,336,7.6,370,21.2,2583,2583
908,1400000US24033800608,984,0.0,1802,82.5,82.5,17,0.8,288,16.7,1216,1216
909,1400000US24033800701,1289,0.6,2429,72.0,72.0,98,2.9,449,24.6,1666,1666
910,1400000US24033800705,1221,0.0,2385,78.0,78.0,62,2.0,293,19.9,1541,1541
911,1400000US24033800706,1206,0.0,2187,80.1,80.1,113,4.1,336,15.7,1396,1396
912,1400000US24033800707,655,0.0,1333,60.6,60.6,86,3.9,194,35.5,1194,1194
913,1400000US24033800800,827,0.6,1878,64.1,64.1,143,4.9,298,30.4,1346,1346
914,1400000US24033800900,383,3.2,687,53.3,53.3,79,6.1,42,37.3,661,661
915,1400000US24033801003,954,0.9,1798,69.7,69.7,126,4.9,377,24.6,1366,1366
916,1400000US24033801004,1030,0.6,2085,72.5,72.5,66,2.3,342,24.6,1536,1536
917,1400000US24033801104,381,38.5,558,30.3,30.3,85,4.6,96,26.6,763,763
918,1400000US24033801207,1421,0.7,2228,67.6,67.6,195,5.9,221,25.8,1937,1937
919,1400000US24033801208,925,0.0,1910,65.6,65.6,54,1.9,421,32.6,1487,1487
920,1400000US24033801210,1287,0.0,2425,72.4,72.4,78,2.3,241,25.3,1876,1876
921,1400000US24033801211,798,1.3,1529,65.1,65.1,57,2.4,247,31.1,1262,1262
922,1400000US24033801212,916,2.0,1625,56.7,56.7,339,11.8,334,29.5,1381,1381
923,1400000US24033801213,986,0.0,1585,56.1,56.1,213,7.5,182,36.4,1552,1552
924,1400000US24033801214,1147,1.2,1857,60.0,60.0,145,4.7,316,34.0,1737,1737
925,1400000US24033801215,691,0.0,1284,73.2,73.2,60,3.4,238,23.4,947,947
926,1400000US24033801217,921,0.4,1660,58.8,58.8,75,2.7,223,38.1,1537,1537
927,1400000US24033801302,721,0.3,1512,63.3,63.3,97,4.1,200,32.3,1120,1120
928,1400000US24033801305,1915,0.3,3245,70.8,70.8,218,4.8,401,24.2,2598,2598
929,1400000US24033801307,1294,0.4,2100,68.9,68.9,148,4.9,314,25.8,1738,1738
930,1400000US24033801309,962,0.2,1784,67.3,67.3,96,3.6,391,28.9,1366,1366
931,1400000US24033801310,1898,1.0,3590,73.4,73.4,137,2.8,445,22.8,2488,2488
932,1400000US24033801311,1538,0.4,2746,67.8,67.8,301,7.4,318,24.4,2173,2173
933,1400000US24033801312,921,0.1,1815,59.6,59.6,292,9.6,311,30.7,1533,1533
934,1400000US24033801404,1299,0.0,2246,59.9,59.9,364,9.7,373,30.4,1821,1821
935,1400000US24033801405,1560,0.3,2707,67.9,67.9,257,6.4,205,25.4,2212,2212
936,1400000US24033801406,1015,0.6,1428,61.3,61.3,273,11.7,149,26.4,1452,1452
937,1400000US24033801407,1824,0.0,2952,61.0,61.0,452,9.3,367,29.7,2605,2605
938,1400000US24033801408,1371,0.0,1971,69.5,69.5,106,3.7,39,26.8,1842,1842
939,1400000US24033801410,1197,0.8,1939,63.7,63.7,177,5.8,439,29.7,1553,1553
940,1400000US24033801411,982,0.0,1832,67.5,67.5,113,4.2,179,28.4,1447,1447
941,1400000US24033801500,564,0.0,1021,56.2,56.2,98,5.4,138,38.4,1000,1000
942,1400000US24033801600,787,0.0,1363,59.4,59.4,251,10.9,77,29.6,1166,1166
943,1400000US24033801701,1234,1.7,1937,68.4,68.4,285,10.1,272,19.8,1570,1570
944,1400000US24033801704,1892,0.9,2893,67.6,67.6,490,11.5,234,20.0,2406,2406
945,1400000US24033801706,554,0.0,891,68.9,68.9,65,5.0,70,26.1,763,763
946,1400000US24033801707,2026,0.0,2860,61.2,61.2,646,13.8,295,25.0,2700,2700
947,1400000US24033801708,1137,0.3,1739,66.6,66.6,296,11.3,188,21.8,1544,1544
948,1400000US24033801802,1150,0.0,1803,61.3,61.3,266,9.0,116,29.6,1632,1632
949,1400000US24033801804,506,0.5,999,60.2,60.2,108,6.5,65,32.8,835,835
950,1400000US24033801807,1457,1.8,2517,66.1,66.1,180,4.7,236,27.4,1957,1957
951,1400000US24033801808,1091,0.0,1937,67.6,67.6,192,6.7,209,25.7,1409,1409
952,1400000US24033801901,1521,0.0,2467,62.7,62.7,294,7.5,329,29.9,2100,2100
953,1400000US24033801904,968,0.6,1772,66.5,66.5,311,11.7,223,21.2,1275,1275
954,1400000US24033801905,1681,0.8,2777,72.0,72.0,276,7.2,367,20.0,2147,2147
955,1400000US24033801906,616,0.5,1022,61.1,61.1,135,8.1,96,30.3,886,886
956,1400000US24033801907,1109,0.0,1807,64.5,64.5,172,6.1,68,29.4,1573,1573
957,1400000US24033802001,1489,0.2,2753,66.8,66.8,173,4.2,65,28.8,2316,2316
958,1400000US24033802002,1279,0.0,1872,67.6,67.6,146,5.3,171,27.1,1665,1665
959,1400000US24033802103,916,0.0,1506,72.4,72.4,64,3.1,143,24.5,1151,1151
960,1400000US24033802106,1231,0.7,2047,69.3,69.3,220,7.4,125,22.6,1516,1516
961,1400000US24033802107,1355,0.0,2137,67.9,67.9,278,8.8,131,23.2,1744,1744
962,1400000US24033802201,583,1.2,927,66.6,66.6,76,5.5,77,26.7,841,841
963,1400000US24033802204,2055,0.0,3025,64.1,64.1,262,5.5,255,30.4,2897,2897
964,1400000US24033802301,1314,0.0,1980,59.3,59.3,411,12.3,206,28.4,1889,1889
965,1400000US24033802404,1539,0.7,2067,66.8,66.8,253,8.2,142,24.2,1963,1963
966,1400000US24033802405,1108,0.7,1852,65.8,65.8,250,8.9,65,24.6,1619,1619
967,1400000US24033802407,1628,1.3,2463,71.0,71.0,268,7.7,171,19.9,2074,2074
968,1400000US24033802408,510,0.0,831,64.7,64.7,102,7.9,51,27.4,633,633
969,1400000US24033802501,1159,0.3,1890,73.5,73.5,189,7.3,125,18.9,1337,1337
970,1400000US24033802502,724,0.6,1564,72.7,72.7,84,3.9,111,22.8,944,944
971,1400000US24033802700,639,0.0,1115,61.2,61.2,105,5.8,67,33.0,1004,1004
972,1400000US24033802803,1641,0.0,2534,68.1,68.1,284,7.6,260,24.3,2141,2141
973,1400000US24033802804,1678,0.0,2933,67.4,67.4,173,4.0,381,28.7,2394,2394
974,1400000US24033802805,1358,0.2,2094,56.2,56.2,398,10.7,199,32.8,2115,2115
975,1400000US24033802901,1189,0.0,1782,55.9,55.9,244,7.7,155,36.4,1629,1629
