GEO.id,GEO.id2,GEO.display-label,VD01
Id,Id2,Geography,Median gross rent as a percentage of household income in 1999
1400000US11001002702,11001002702,"Census Tract 27.02, District of Columbia, District of Columbia",25.1
1400000US11001002801,11001002801,"Census Tract 28.01, District of Columbia, District of Columbia",25.8
1400000US11001002802,11001002802,"Census Tract 28.02, District of Columbia, District of Columbia",25.4
1400000US11001002900,11001002900,"Census Tract 29, District of Columbia, District of Columbia",28.3
1400000US11001003000,11001003000,"Census Tract 30, District of Columbia, District of Columbia",29.5
1400000US11001003100,11001003100,"Census Tract 31, District of Columbia, District of Columbia",28.6
1400000US11001003200,11001003200,"Census Tract 32, District of Columbia, District of Columbia",27.4
1400000US11001003301,11001003301,"Census Tract 33.01, District of Columbia, District of Columbia",29.6
1400000US11001003302,11001003302,"Census Tract 33.02, District of Columbia, District of Columbia",26.3
1400000US11001003400,11001003400,"Census Tract 34, District of Columbia, District of Columbia",27.1
1400000US11001003500,11001003500,"Census Tract 35, District of Columbia, District of Columbia",28.7
1400000US11001003600,11001003600,"Census Tract 36, District of Columbia, District of Columbia",27.1
1400000US11001003700,11001003700,"Census Tract 37, District of Columbia, District of Columbia",23.7
1400000US11001003800,11001003800,"Census Tract 38, District of Columbia, District of Columbia",25.1
1400000US11001003900,11001003900,"Census Tract 39, District of Columbia, District of Columbia",23.4
1400000US11001004001,11001004001,"Census Tract 40.01, District of Columbia, District of Columbia",22.7
1400000US11001004002,11001004002,"Census Tract 40.02, District of Columbia, District of Columbia",22.7
1400000US11001004100,11001004100,"Census Tract 41, District of Columbia, District of Columbia",20.4
1400000US11001004201,11001004201,"Census Tract 42.01, District of Columbia, District of Columbia",24.9
1400000US11001004202,11001004202,"Census Tract 42.02, District of Columbia, District of Columbia",23.7
1400000US11001004300,11001004300,"Census Tract 43, District of Columbia, District of Columbia",25.6
1400000US11001004400,11001004400,"Census Tract 44, District of Columbia, District of Columbia",26.1
1400000US11001004600,11001004600,"Census Tract 46, District of Columbia, District of Columbia",29.6
1400000US11001004700,11001004700,"Census Tract 47, District of Columbia, District of Columbia",22.9
1400000US11001004801,11001004801,"Census Tract 48.01, District of Columbia, District of Columbia",29.4
1400000US11001004802,11001004802,"Census Tract 48.02, District of Columbia, District of Columbia",24.4
1400000US11001004901,11001004901,"Census Tract 49.01, District of Columbia, District of Columbia",27.9
1400000US11001004902,11001004902,"Census Tract 49.02, District of Columbia, District of Columbia",23.5
1400000US11001005000,11001005000,"Census Tract 50, District of Columbia, District of Columbia",26.4
1400000US11001005100,11001005100,"Census Tract 51, District of Columbia, District of Columbia",23.0
1400000US11001005201,11001005201,"Census Tract 52.01, District of Columbia, District of Columbia",25.7
1400000US11001005202,11001005202,"Census Tract 52.02, District of Columbia, District of Columbia",25.7
1400000US11001005301,11001005301,"Census Tract 53.01, District of Columbia, District of Columbia",22.5
1400000US11001005302,11001005302,"Census Tract 53.02, District of Columbia, District of Columbia",23.4
1400000US11001005401,11001005401,"Census Tract 54.01, District of Columbia, District of Columbia",29.5
1400000US11001005402,11001005402,"Census Tract 54.02, District of Columbia, District of Columbia",0.0
1400000US11001005500,11001005500,"Census Tract 55, District of Columbia, District of Columbia",25.8
1400000US11001005600,11001005600,"Census Tract 56, District of Columbia, District of Columbia",34.5
1400000US11001005701,11001005701,"Census Tract 57.01, District of Columbia, District of Columbia",50.0+
1400000US11001005702,11001005702,"Census Tract 57.02, District of Columbia, District of Columbia",0.0
1400000US11001005800,11001005800,"Census Tract 58, District of Columbia, District of Columbia",26.1
1400000US11001005900,11001005900,"Census Tract 59, District of Columbia, District of Columbia",18.5
1400000US11001006001,11001006001,"Census Tract 60.01, District of Columbia, District of Columbia",24.0
1400000US11001006002,11001006002,"Census Tract 60.02, District of Columbia, District of Columbia",29.1
1400000US11001006100,11001006100,"Census Tract 61, District of Columbia, District of Columbia",23.8
1400000US11001006201,11001006201,"Census Tract 62.01, District of Columbia, District of Columbia",0.0
1400000US11001006202,11001006202,"Census Tract 62.02, District of Columbia, District of Columbia",0.0
1400000US11001006301,11001006301,"Census Tract 63.01, District of Columbia, District of Columbia",21.8
1400000US11001006302,11001006302,"Census Tract 63.02, District of Columbia, District of Columbia",0.0
1400000US11001006400,11001006400,"Census Tract 64, District of Columbia, District of Columbia",25.9
1400000US11001006500,11001006500,"Census Tract 65, District of Columbia, District of Columbia",20.9
1400000US11001006600,11001006600,"Census Tract 66, District of Columbia, District of Columbia",20.6
1400000US11001006700,11001006700,"Census Tract 67, District of Columbia, District of Columbia",20.8
1400000US11001006801,11001006801,"Census Tract 68.01, District of Columbia, District of Columbia",28.9
1400000US11001006802,11001006802,"Census Tract 68.02, District of Columbia, District of Columbia",23.7
1400000US11001006804,11001006804,"Census Tract 68.04, District of Columbia, District of Columbia",10.0-
1400000US11001006900,11001006900,"Census Tract 69, District of Columbia, District of Columbia",27.2
1400000US11001007000,11001007000,"Census Tract 70, District of Columbia, District of Columbia",21.2
1400000US11001007100,11001007100,"Census Tract 71, District of Columbia, District of Columbia",22.2
1400000US11001007200,11001007200,"Census Tract 72, District of Columbia, District of Columbia",24.9
1400000US11001007301,11001007301,"Census Tract 73.01, District of Columbia, District of Columbia",25.1
1400000US11001007302,11001007302,"Census Tract 73.02, District of Columbia, District of Columbia",26.7
1400000US11001007304,11001007304,"Census Tract 73.04, District of Columbia, District of Columbia",26.2
1400000US11001007308,11001007308,"Census Tract 73.08, District of Columbia, District of Columbia",0.0
1400000US11001007401,11001007401,"Census Tract 74.01, District of Columbia, District of Columbia",23.7
1400000US11001007403,11001007403,"Census Tract 74.03, District of Columbia, District of Columbia",22.4
1400000US11001007404,11001007404,"Census Tract 74.04, District of Columbia, District of Columbia",25.8
1400000US11001007406,11001007406,"Census Tract 74.06, District of Columbia, District of Columbia",28.8
1400000US11001007407,11001007407,"Census Tract 74.07, District of Columbia, District of Columbia",24.0
1400000US11001007408,11001007408,"Census Tract 74.08, District of Columbia, District of Columbia",28.4
1400000US11001007409,11001007409,"Census Tract 74.09, District of Columbia, District of Columbia",26.8
1400000US11001007502,11001007502,"Census Tract 75.02, District of Columbia, District of Columbia",28.4
1400000US11001007503,11001007503,"Census Tract 75.03, District of Columbia, District of Columbia",31.5
1400000US11001007504,11001007504,"Census Tract 75.04, District of Columbia, District of Columbia",24.8
1400000US11001007601,11001007601,"Census Tract 76.01, District of Columbia, District of Columbia",22.5
1400000US11001007603,11001007603,"Census Tract 76.03, District of Columbia, District of Columbia",27.9
1400000US11001007604,11001007604,"Census Tract 76.04, District of Columbia, District of Columbia",22.9
1400000US11001007605,11001007605,"Census Tract 76.05, District of Columbia, District of Columbia",24.3
1400000US11001007703,11001007703,"Census Tract 77.03, District of Columbia, District of Columbia",26.2
1400000US11001007707,11001007707,"Census Tract 77.07, District of Columbia, District of Columbia",26.1
1400000US11001007708,11001007708,"Census Tract 77.08, District of Columbia, District of Columbia",27.7
1400000US11001007709,11001007709,"Census Tract 77.09, District of Columbia, District of Columbia",25.3
1400000US11001007803,11001007803,"Census Tract 78.03, District of Columbia, District of Columbia",26.8
1400000US11001007804,11001007804,"Census Tract 78.04, District of Columbia, District of Columbia",21.8
1400000US11001007806,11001007806,"Census Tract 78.06, District of Columbia, District of Columbia",20.7
1400000US11001007807,11001007807,"Census Tract 78.07, District of Columbia, District of Columbia",22.2
1400000US11001007808,11001007808,"Census Tract 78.08, District of Columbia, District of Columbia",28.1
1400000US11001007809,11001007809,"Census Tract 78.09, District of Columbia, District of Columbia",20.1
1400000US11001007901,11001007901,"Census Tract 79.01, District of Columbia, District of Columbia",24.3
1400000US11001007903,11001007903,"Census Tract 79.03, District of Columbia, District of Columbia",25.7
1400000US11001008001,11001008001,"Census Tract 80.01, District of Columbia, District of Columbia",30.1
1400000US11001008002,11001008002,"Census Tract 80.02, District of Columbia, District of Columbia",21.9
1400000US11001008100,11001008100,"Census Tract 81, District of Columbia, District of Columbia",21.7
1400000US11001008200,11001008200,"Census Tract 82, District of Columbia, District of Columbia",21.9
1400000US11001008301,11001008301,"Census Tract 83.01, District of Columbia, District of Columbia",21.9
1400000US11001008302,11001008302,"Census Tract 83.02, District of Columbia, District of Columbia",22.0
1400000US11001008402,11001008402,"Census Tract 84.02, District of Columbia, District of Columbia",26.2
1400000US11001008410,11001008410,"Census Tract 84.10, District of Columbia, District of Columbia",23.5
1400000US11001008500,11001008500,"Census Tract 85, District of Columbia, District of Columbia",28.4
1400000US11001008600,11001008600,"Census Tract 86, District of Columbia, District of Columbia",12.5
1400000US11001008701,11001008701,"Census Tract 87.01, District of Columbia, District of Columbia",23.8
1400000US11001008702,11001008702,"Census Tract 87.02, District of Columbia, District of Columbia",21.3
1400000US11001008802,11001008802,"Census Tract 88.02, District of Columbia, District of Columbia",26.3
1400000US11001008803,11001008803,"Census Tract 88.03, District of Columbia, District of Columbia",33.0
1400000US11001008804,11001008804,"Census Tract 88.04, District of Columbia, District of Columbia",27.1
1400000US11001008903,11001008903,"Census Tract 89.03, District of Columbia, District of Columbia",23.9
1400000US11001008904,11001008904,"Census Tract 89.04, District of Columbia, District of Columbia",29.8
1400000US11001008905,11001008905,"Census Tract 89.05, District of Columbia, District of Columbia",0.0
1400000US11001009000,11001009000,"Census Tract 90, District of Columbia, District of Columbia",27.5
1400000US11001009101,11001009101,"Census Tract 91.01, District of Columbia, District of Columbia",24.2
1400000US11001009102,11001009102,"Census Tract 91.02, District of Columbia, District of Columbia",24.9
1400000US11001009201,11001009201,"Census Tract 92.01, District of Columbia, District of Columbia",33.3
1400000US11001009203,11001009203,"Census Tract 92.03, District of Columbia, District of Columbia",25.7
1400000US11001009204,11001009204,"Census Tract 92.04, District of Columbia, District of Columbia",25.5
1400000US11001009301,11001009301,"Census Tract 93.01, District of Columbia, District of Columbia",24.2
1400000US11001009302,11001009302,"Census Tract 93.02, District of Columbia, District of Columbia",25.4
1400000US11001009400,11001009400,"Census Tract 94, District of Columbia, District of Columbia",27.6
1400000US11001009501,11001009501,"Census Tract 95.01, District of Columbia, District of Columbia",27.0
1400000US11001009503,11001009503,"Census Tract 95.03, District of Columbia, District of Columbia",20.5
1400000US11001009504,11001009504,"Census Tract 95.04, District of Columbia, District of Columbia",22.2
1400000US11001009505,11001009505,"Census Tract 95.05, District of Columbia, District of Columbia",22.2
1400000US11001009507,11001009507,"Census Tract 95.07, District of Columbia, District of Columbia",26.3
1400000US11001009508,11001009508,"Census Tract 95.08, District of Columbia, District of Columbia",22.5
1400000US11001009509,11001009509,"Census Tract 95.09, District of Columbia, District of Columbia",14.3
1400000US11001009601,11001009601,"Census Tract 96.01, District of Columbia, District of Columbia",22.1
1400000US11001009602,11001009602,"Census Tract 96.02, District of Columbia, District of Columbia",30.2
1400000US11001009603,11001009603,"Census Tract 96.03, District of Columbia, District of Columbia",26.9
1400000US11001009604,11001009604,"Census Tract 96.04, District of Columbia, District of Columbia",25.9
1400000US11001009700,11001009700,"Census Tract 97, District of Columbia, District of Columbia",23.4
1400000US11001009801,11001009801,"Census Tract 98.01, District of Columbia, District of Columbia",24.9
1400000US11001009802,11001009802,"Census Tract 98.02, District of Columbia, District of Columbia",18.7
1400000US11001009803,11001009803,"Census Tract 98.03, District of Columbia, District of Columbia",30.0
1400000US11001009804,11001009804,"Census Tract 98.04, District of Columbia, District of Columbia",25.8
1400000US11001009806,11001009806,"Census Tract 98.06, District of Columbia, District of Columbia",25.6
1400000US11001009807,11001009807,"Census Tract 98.07, District of Columbia, District of Columbia",25.4
1400000US11001009808,11001009808,"Census Tract 98.08, District of Columbia, District of Columbia",26.7
1400000US11001009809,11001009809,"Census Tract 98.09, District of Columbia, District of Columbia",0.0
1400000US11001009901,11001009901,"Census Tract 99.01, District of Columbia, District of Columbia",24.1
1400000US11001009902,11001009902,"Census Tract 99.02, District of Columbia, District of Columbia",27.2
1400000US11001009903,11001009903,"Census Tract 99.03, District of Columbia, District of Columbia",27.6
1400000US11001009904,11001009904,"Census Tract 99.04, District of Columbia, District of Columbia",25.0
1400000US11001009905,11001009905,"Census Tract 99.05, District of Columbia, District of Columbia",29.4
1400000US11001009906,11001009906,"Census Tract 99.06, District of Columbia, District of Columbia",32.6
1400000US11001009907,11001009907,"Census Tract 99.07, District of Columbia, District of Columbia",28.0
1400000US24031700101,24031700101,"Census Tract 7001.01, Montgomery County, Maryland",17.8
1400000US24031700102,24031700102,"Census Tract 7001.02, Montgomery County, Maryland",24.5
1400000US24031700103,24031700103,"Census Tract 7001.03, Montgomery County, Maryland",20.0
1400000US24031700202,24031700202,"Census Tract 7002.02, Montgomery County, Maryland",24.8
1400000US24031700204,24031700204,"Census Tract 7002.04, Montgomery County, Maryland",23.6
1400000US24031700205,24031700205,"Census Tract 7002.05, Montgomery County, Maryland",29.2
1400000US24031700206,24031700206,"Census Tract 7002.06, Montgomery County, Maryland",25.5
1400000US24031700302,24031700302,"Census Tract 7003.02, Montgomery County, Maryland",24.0
1400000US24031700304,24031700304,"Census Tract 7003.04, Montgomery County, Maryland",23.3
1400000US24031700306,24031700306,"Census Tract 7003.06, Montgomery County, Maryland",26.6
1400000US24031700308,24031700308,"Census Tract 7003.08, Montgomery County, Maryland",23.9
1400000US24031700309,24031700309,"Census Tract 7003.09, Montgomery County, Maryland",22.4
1400000US24031700310,24031700310,"Census Tract 7003.10, Montgomery County, Maryland",24.0
1400000US24031700400,24031700400,"Census Tract 7004, Montgomery County, Maryland",18.8
1400000US24031700500,24031700500,"Census Tract 7005, Montgomery County, Maryland",26.2
1400000US24031700604,24031700604,"Census Tract 7006.04, Montgomery County, Maryland",26.3
1400000US24031700605,24031700605,"Census Tract 7006.05, Montgomery County, Maryland",25.4
1400000US24031700606,24031700606,"Census Tract 7006.06, Montgomery County, Maryland",18.8
1400000US24031700607,24031700607,"Census Tract 7006.07, Montgomery County, Maryland",26.4
1400000US24031700608,24031700608,"Census Tract 7006.08, Montgomery County, Maryland",50.0+
1400000US24031700609,24031700609,"Census Tract 7006.09, Montgomery County, Maryland",23.4
1400000US24031700610,24031700610,"Census Tract 7006.10, Montgomery County, Maryland",22.1
1400000US24031700704,24031700704,"Census Tract 7007.04, Montgomery County, Maryland",25.0
1400000US24031700705,24031700705,"Census Tract 7007.05, Montgomery County, Maryland",28.5
1400000US24031700706,24031700706,"Census Tract 7007.06, Montgomery County, Maryland",24.7
1400000US24031700708,24031700708,"Census Tract 7007.08, Montgomery County, Maryland",23.2
1400000US24031700710,24031700710,"Census Tract 7007.10, Montgomery County, Maryland",21.9
1400000US24031700711,24031700711,"Census Tract 7007.11, Montgomery County, Maryland",23.7
1400000US24031700712,24031700712,"Census Tract 7007.12, Montgomery County, Maryland",23.4
1400000US24031700713,24031700713,"Census Tract 7007.13, Montgomery County, Maryland",22.7
1400000US24031700714,24031700714,"Census Tract 7007.14, Montgomery County, Maryland",26.0
1400000US24031700715,24031700715,"Census Tract 7007.15, Montgomery County, Maryland",23.5
1400000US24031700716,24031700716,"Census Tract 7007.16, Montgomery County, Maryland",19.0
1400000US24031700805,24031700805,"Census Tract 7008.05, Montgomery County, Maryland",25.1
1400000US24031700806,24031700806,"Census Tract 7008.06, Montgomery County, Maryland",26.6
1400000US24031700808,24031700808,"Census Tract 7008.08, Montgomery County, Maryland",22.8
1400000US24031700809,24031700809,"Census Tract 7008.09, Montgomery County, Maryland",27.6
1400000US24031700810,24031700810,"Census Tract 7008.10, Montgomery County, Maryland",18.2
1400000US24031700811,24031700811,"Census Tract 7008.11, Montgomery County, Maryland",23.5
1400000US24031700812,24031700812,"Census Tract 7008.12, Montgomery County, Maryland",32.8
1400000US24031700813,24031700813,"Census Tract 7008.13, Montgomery County, Maryland",24.1
1400000US24031700815,24031700815,"Census Tract 7008.15, Montgomery County, Maryland",28.0
1400000US24031700816,24031700816,"Census Tract 7008.16, Montgomery County, Maryland",22.1
1400000US24031700817,24031700817,"Census Tract 7008.17, Montgomery County, Maryland",24.7
1400000US24031700818,24031700818,"Census Tract 7008.18, Montgomery County, Maryland",24.6
1400000US24031700819,24031700819,"Census Tract 7008.19, Montgomery County, Maryland",23.4
1400000US24031700901,24031700901,"Census Tract 7009.01, Montgomery County, Maryland",26.5
1400000US24031700902,24031700902,"Census Tract 7009.02, Montgomery County, Maryland",22.3
1400000US24031700903,24031700903,"Census Tract 7009.03, Montgomery County, Maryland",21.5
1400000US24031700904,24031700904,"Census Tract 7009.04, Montgomery County, Maryland",24.3
1400000US24031700905,24031700905,"Census Tract 7009.05, Montgomery County, Maryland",30.9
1400000US24031701001,24031701001,"Census Tract 7010.01, Montgomery County, Maryland",26.6
1400000US24031701002,24031701002,"Census Tract 7010.02, Montgomery County, Maryland",25.2
1400000US24031701003,24031701003,"Census Tract 7010.03, Montgomery County, Maryland",20.0
1400000US24031701004,24031701004,"Census Tract 7010.04, Montgomery County, Maryland",23.3
1400000US24031701005,24031701005,"Census Tract 7010.05, Montgomery County, Maryland",20.0
1400000US24031701101,24031701101,"Census Tract 7011.01, Montgomery County, Maryland",25.1
1400000US24031701102,24031701102,"Census Tract 7011.02, Montgomery County, Maryland",23.8
1400000US24031701201,24031701201,"Census Tract 7012.01, Montgomery County, Maryland",22.4
1400000US24031701202,24031701202,"Census Tract 7012.02, Montgomery County, Maryland",20.0
1400000US24031701204,24031701204,"Census Tract 7012.04, Montgomery County, Maryland",26.5
1400000US24031701205,24031701205,"Census Tract 7012.05, Montgomery County, Maryland",25.9
1400000US24031701206,24031701206,"Census Tract 7012.06, Montgomery County, Maryland",36.4
1400000US24031701209,24031701209,"Census Tract 7012.09, Montgomery County, Maryland",20.2
1400000US24031701210,24031701210,"Census Tract 7012.10, Montgomery County, Maryland",26.0
1400000US24031701211,24031701211,"Census Tract 7012.11, Montgomery County, Maryland",25.4
1400000US24031701212,24031701212,"Census Tract 7012.12, Montgomery County, Maryland",20.5
1400000US24031701213,24031701213,"Census Tract 7012.13, Montgomery County, Maryland",21.3
1400000US24031701214,24031701214,"Census Tract 7012.14, Montgomery County, Maryland",20.6
1400000US24031701215,24031701215,"Census Tract 7012.15, Montgomery County, Maryland",22.1
1400000US24031701303,24031701303,"Census Tract 7013.03, Montgomery County, Maryland",41.2
1400000US24031701304,24031701304,"Census Tract 7013.04, Montgomery County, Maryland",34.0
1400000US24031701306,24031701306,"Census Tract 7013.06, Montgomery County, Maryland",23.6
1400000US24031701307,24031701307,"Census Tract 7013.07, Montgomery County, Maryland",15.6
1400000US24031701308,24031701308,"Census Tract 7013.08, Montgomery County, Maryland",20.5
1400000US24031701309,24031701309,"Census Tract 7013.09, Montgomery County, Maryland",30.3
1400000US24031701310,24031701310,"Census Tract 7013.10, Montgomery County, Maryland",30.7
1400000US24031701312,24031701312,"Census Tract 7013.12, Montgomery County, Maryland",25.6
1400000US24031701313,24031701313,"Census Tract 7013.13, Montgomery County, Maryland",35.5
1400000US24031701407,24031701407,"Census Tract 7014.07, Montgomery County, Maryland",26.8
1400000US24031701408,24031701408,"Census Tract 7014.08, Montgomery County, Maryland",16.2
1400000US24031701409,24031701409,"Census Tract 7014.09, Montgomery County, Maryland",25.6
1400000US24031701410,24031701410,"Census Tract 7014.10, Montgomery County, Maryland",23.6
1400000US24031701412,24031701412,"Census Tract 7014.12, Montgomery County, Maryland",23.2
1400000US24031701414,24031701414,"Census Tract 7014.14, Montgomery County, Maryland",26.8
1400000US24031701415,24031701415,"Census Tract 7014.15, Montgomery County, Maryland",18.9
1400000US24031701416,24031701416,"Census Tract 7014.16, Montgomery County, Maryland",24.3
1400000US24031701417,24031701417,"Census Tract 7014.17, Montgomery County, Maryland",24.2
1400000US24031701503,24031701503,"Census Tract 7015.03, Montgomery County, Maryland",29.3
1400000US24031701504,24031701504,"Census Tract 7015.04, Montgomery County, Maryland",26.5
1400000US24031701505,24031701505,"Census Tract 7015.05, Montgomery County, Maryland",24.4
1400000US24031701506,24031701506,"Census Tract 7015.06, Montgomery County, Maryland",38.4
1400000US24031701507,24031701507,"Census Tract 7015.07, Montgomery County, Maryland",36.9
1400000US24031701600,24031701600,"Census Tract 7016, Montgomery County, Maryland",25.9
1400000US24031701701,24031701701,"Census Tract 7017.01, Montgomery County, Maryland",24.9
1400000US24031701702,24031701702,"Census Tract 7017.02, Montgomery County, Maryland",23.6
1400000US24031701703,24031701703,"Census Tract 7017.03, Montgomery County, Maryland",25.3
1400000US24031701704,24031701704,"Census Tract 7017.04, Montgomery County, Maryland",21.5
1400000US24031701800,24031701800,"Census Tract 7018, Montgomery County, Maryland",25.6
1400000US24031701900,24031701900,"Census Tract 7019, Montgomery County, Maryland",23.4
1400000US24031702000,24031702000,"Census Tract 7020, Montgomery County, Maryland",26.6
1400000US24031702101,24031702101,"Census Tract 7021.01, Montgomery County, Maryland",27.0
1400000US24031702102,24031702102,"Census Tract 7021.02, Montgomery County, Maryland",21.2
1400000US24031702200,24031702200,"Census Tract 7022, Montgomery County, Maryland",21.7
1400000US24031702301,24031702301,"Census Tract 7023.01, Montgomery County, Maryland",25.9
1400000US24031702302,24031702302,"Census Tract 7023.02, Montgomery County, Maryland",23.1
1400000US24031702401,24031702401,"Census Tract 7024.01, Montgomery County, Maryland",27.5
1400000US24031702402,24031702402,"Census Tract 7024.02, Montgomery County, Maryland",25.1
1400000US24031702500,24031702500,"Census Tract 7025, Montgomery County, Maryland",26.2
1400000US24031702601,24031702601,"Census Tract 7026.01, Montgomery County, Maryland",25.9
1400000US24031702602,24031702602,"Census Tract 7026.02, Montgomery County, Maryland",22.9
1400000US24031702700,24031702700,"Census Tract 7027, Montgomery County, Maryland",22.4
1400000US24031702800,24031702800,"Census Tract 7028, Montgomery County, Maryland",23.3
1400000US24031702900,24031702900,"Census Tract 7029, Montgomery County, Maryland",24.8
1400000US24031703000,24031703000,"Census Tract 7030, Montgomery County, Maryland",18.9
1400000US24031703100,24031703100,"Census Tract 7031, Montgomery County, Maryland",31.8
1400000US24031703201,24031703201,"Census Tract 7032.01, Montgomery County, Maryland",28.1
1400000US24031703202,24031703202,"Census Tract 7032.02, Montgomery County, Maryland",26.9
1400000US24031703203,24031703203,"Census Tract 7032.03, Montgomery County, Maryland",37.5
1400000US24031703206,24031703206,"Census Tract 7032.06, Montgomery County, Maryland",25.2
1400000US24031703207,24031703207,"Census Tract 7032.07, Montgomery County, Maryland",23.8
1400000US24031703208,24031703208,"Census Tract 7032.08, Montgomery County, Maryland",30.0
1400000US24031703209,24031703209,"Census Tract 7032.09, Montgomery County, Maryland",27.0
1400000US24031703210,24031703210,"Census Tract 7032.10, Montgomery County, Maryland",14.1
1400000US24031703211,24031703211,"Census Tract 7032.11, Montgomery County, Maryland",29.7
1400000US24031703212,24031703212,"Census Tract 7032.12, Montgomery County, Maryland",22.8
1400000US24031703213,24031703213,"Census Tract 7032.13, Montgomery County, Maryland",26.0
1400000US24031703214,24031703214,"Census Tract 7032.14, Montgomery County, Maryland",25.1
1400000US24031703215,24031703215,"Census Tract 7032.15, Montgomery County, Maryland",26.6
1400000US24031703301,24031703301,"Census Tract 7033.01, Montgomery County, Maryland",25.9
1400000US24031703302,24031703302,"Census Tract 7033.02, Montgomery County, Maryland",23.1
1400000US24031703401,24031703401,"Census Tract 7034.01, Montgomery County, Maryland",24.3
1400000US24031703402,24031703402,"Census Tract 7034.02, Montgomery County, Maryland",19.2
1400000US24031703403,24031703403,"Census Tract 7034.03, Montgomery County, Maryland",28.8
1400000US24031703404,24031703404,"Census Tract 7034.04, Montgomery County, Maryland",20.2
1400000US24031703501,24031703501,"Census Tract 7035.01, Montgomery County, Maryland",25.0
1400000US24031703502,24031703502,"Census Tract 7035.02, Montgomery County, Maryland",27.1
1400000US24031703601,24031703601,"Census Tract 7036.01, Montgomery County, Maryland",22.5
1400000US24031703602,24031703602,"Census Tract 7036.02, Montgomery County, Maryland",25.1
1400000US24031703701,24031703701,"Census Tract 7037.01, Montgomery County, Maryland",21.8
1400000US24031703702,24031703702,"Census Tract 7037.02, Montgomery County, Maryland",21.5
