GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Owner occupied,Margin of Error; Total: - Owner occupied,Estimate; Total: - Renter occupied,Margin of Error; Total: - Renter occupied
1400000US11001008803,11001008803,"Census Tract 88.03, District of Columbia, District of Columbia",434,90,83,54,351,93
1400000US11001008804,11001008804,"Census Tract 88.04, District of Columbia, District of Columbia",1228,124,305,82,923,126
1400000US11001008903,11001008903,"Census Tract 89.03, District of Columbia, District of Columbia",1132,121,223,71,909,126
1400000US11001008904,11001008904,"Census Tract 89.04, District of Columbia, District of Columbia",1592,115,151,72,1441,133
1400000US11001009000,11001009000,"Census Tract 90, District of Columbia, District of Columbia",1640,56,616,97,1024,105
1400000US11001009102,11001009102,"Census Tract 91.02, District of Columbia, District of Columbia",1624,100,635,116,989,131
1400000US11001009201,11001009201,"Census Tract 92.01, District of Columbia, District of Columbia",516,89,210,55,306,93
1400000US11001009203,11001009203,"Census Tract 92.03, District of Columbia, District of Columbia",1227,98,624,126,603,133
1400000US11001009204,11001009204,"Census Tract 92.04, District of Columbia, District of Columbia",1258,109,135,70,1123,120
1400000US11001009301,11001009301,"Census Tract 93.01, District of Columbia, District of Columbia",1183,84,944,125,239,108
1400000US11001009302,11001009302,"Census Tract 93.02, District of Columbia, District of Columbia",459,93,288,80,171,106
1400000US11001009400,11001009400,"Census Tract 94, District of Columbia, District of Columbia",1792,92,1221,124,571,136
1400000US11001009501,11001009501,"Census Tract 95.01, District of Columbia, District of Columbia",1847,126,352,107,1495,149
1400000US11001009503,11001009503,"Census Tract 95.03, District of Columbia, District of Columbia",1135,94,1069,87,66,50
1400000US11001009504,11001009504,"Census Tract 95.04, District of Columbia, District of Columbia",1234,100,579,113,655,151
1400000US11001009505,11001009505,"Census Tract 95.05, District of Columbia, District of Columbia",1096,81,974,113,122,86
1400000US11001009507,11001009507,"Census Tract 95.07, District of Columbia, District of Columbia",654,51,518,62,136,67
1400000US11001009508,11001009508,"Census Tract 95.08, District of Columbia, District of Columbia",1388,87,829,123,559,122
1400000US11001009509,11001009509,"Census Tract 95.09, District of Columbia, District of Columbia",1190,93,1120,104,70,48
1400000US11001009601,11001009601,"Census Tract 96.01, District of Columbia, District of Columbia",854,49,308,91,546,89
1400000US11001009602,11001009602,"Census Tract 96.02, District of Columbia, District of Columbia",1302,92,120,67,1182,122
1400000US11001009603,11001009603,"Census Tract 96.03, District of Columbia, District of Columbia",1496,131,519,120,977,135
