GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $49,999","Margin of Error; Total: - $40,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $69,999","Margin of Error; Total: - $60,000 to $69,999","Estimate; Total: - $70,000 to $79,999","Margin of Error; Total: - $70,000 to $79,999","Estimate; Total: - $80,000 to $89,999","Margin of Error; Total: - $80,000 to $89,999","Estimate; Total: - $90,000 to $99,999","Margin of Error; Total: - $90,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $174,999","Margin of Error; Total: - $150,000 to $174,999","Estimate; Total: - $175,000 to $199,999","Margin of Error; Total: - $175,000 to $199,999","Estimate; Total: - $200,000 to $249,999","Margin of Error; Total: - $200,000 to $249,999","Estimate; Total: - $250,000 to $299,999","Margin of Error; Total: - $250,000 to $299,999","Estimate; Total: - $300,000 to $399,999","Margin of Error; Total: - $300,000 to $399,999","Estimate; Total: - $400,000 to $499,999","Margin of Error; Total: - $400,000 to $499,999","Estimate; Total: - $500,000 to $749,999","Margin of Error; Total: - $500,000 to $749,999","Estimate; Total: - $750,000 to $999,999","Margin of Error; Total: - $750,000 to $999,999","Estimate; Total: - $1,000,000 or more","Margin of Error; Total: - $1,000,000 or more"
1400000US11001009102,11001009102,"Census Tract 91.02, District of Columbia, District of Columbia",623,120,0,95,0,95,12,19,7,10,16,24,0,95,0,95,0,95,0,95,7,12,0,95,36,55,0,95,0,95,26,28,9,15,12,18,104,55,111,55,187,77,50,35,37,34,9,15,0,95
1400000US11001009201,11001009201,"Census Tract 92.01, District of Columbia, District of Columbia",150,53,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,11,17,0,95,0,95,0,95,0,95,0,95,8,13,0,95,11,17,59,48,43,24,9,14,0,95,0,95,9,14
1400000US11001009203,11001009203,"Census Tract 92.03, District of Columbia, District of Columbia",561,114,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,6,10,0,95,6,11,33,41,8,15,6,11,112,73,121,84,141,60,96,51,32,31,0,95,0,95
1400000US11001009204,11001009204,"Census Tract 92.04, District of Columbia, District of Columbia",208,68,0,95,0,95,0,95,12,20,0,95,0,95,0,95,10,16,0,95,0,95,0,95,0,95,0,95,22,22,0,95,10,15,12,18,46,38,45,38,22,26,9,14,20,23,0,95,0,95
1400000US11001009301,11001009301,"Census Tract 93.01, District of Columbia, District of Columbia",923,124,0,95,0,95,0,95,0,95,0,95,0,95,0,95,11,17,19,22,0,95,0,95,0,95,0,95,0,95,0,95,11,18,18,22,29,26,26,29,325,120,236,96,199,80,49,41,0,95
1400000US11001009302,11001009302,"Census Tract 93.02, District of Columbia, District of Columbia",287,60,0,95,0,95,0,95,0,95,0,95,0,95,0,95,4,9,0,95,0,95,0,95,0,95,0,95,13,15,11,17,0,95,0,95,11,17,12,18,101,48,87,40,48,41,0,95,0,95
1400000US11001009400,11001009400,"Census Tract 94, District of Columbia, District of Columbia",1256,117,0,95,0,95,0,95,0,95,11,17,0,95,7,13,8,13,0,95,0,95,0,95,4,10,0,95,10,16,0,95,19,29,7,11,19,25,96,60,558,114,421,102,96,54,0,95,0,95
1400000US11001009501,11001009501,"Census Tract 95.01, District of Columbia, District of Columbia",384,118,14,24,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,9,14,0,95,0,95,0,95,28,28,163,98,128,71,16,23,17,26,0,95,9,16
1400000US11001009503,11001009503,"Census Tract 95.03, District of Columbia, District of Columbia",1023,94,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,12,19,10,15,0,95,8,14,38,34,128,79,389,109,341,99,97,49,0,95,0,95
1400000US11001009504,11001009504,"Census Tract 95.04, District of Columbia, District of Columbia",564,102,9,16,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,33,40,14,17,8,12,0,95,35,27,51,42,253,96,142,62,12,18,0,95,7,11
1400000US11001009505,11001009505,"Census Tract 95.05, District of Columbia, District of Columbia",902,104,9,14,0,95,0,95,9,22,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,18,20,21,25,37,28,163,96,343,91,131,80,154,85,17,27,0,95
1400000US11001009507,11001009507,"Census Tract 95.07, District of Columbia, District of Columbia",496,73,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,13,19,0,95,0,95,0,95,61,39,104,44,224,73,94,59,0,95,0,95,0,95
1400000US11001009508,11001009508,"Census Tract 95.08, District of Columbia, District of Columbia",835,112,7,13,0,95,0,95,0,95,14,22,14,21,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,9,13,0,95,95,54,226,100,354,121,116,70,0,95,0,95,0,95
1400000US11001009509,11001009509,"Census Tract 95.09, District of Columbia, District of Columbia",1088,80,0,95,0,95,0,95,0,95,7,12,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,21,25,0,95,0,95,22,25,101,95,264,92,450,109,156,76,67,60,0,95,0,95
1400000US11001009601,11001009601,"Census Tract 96.01, District of Columbia, District of Columbia",317,112,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,43,72,112,81,48,47,61,33,42,56,11,20,0,95,0,95
1400000US11001009602,11001009602,"Census Tract 96.02, District of Columbia, District of Columbia",89,50,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,25,40,37,38,20,27,7,12,0,95,0,95,0,95,0,95
1400000US11001009603,11001009603,"Census Tract 96.03, District of Columbia, District of Columbia",483,110,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,37,56,0,95,22,25,21,28,72,63,60,48,122,71,36,34,63,41,39,27,11,19,0,95,0,95
1400000US11001009604,11001009604,"Census Tract 96.04, District of Columbia, District of Columbia",776,86,11,16,0,95,0,95,0,95,34,31,12,19,0,95,0,95,0,95,0,95,0,95,10,16,0,95,74,57,12,19,12,9,111,81,187,71,234,76,44,31,23,26,0,95,0,95,12,18
1400000US11001009700,11001009700,"Census Tract 97, District of Columbia, District of Columbia",357,99,0,95,0,95,0,95,7,13,0,95,0,95,0,95,0,95,0,95,0,95,0,95,10,15,0,95,0,95,8,13,16,20,0,95,95,60,90,58,131,75,0,95,0,95,0,95,0,95
1400000US11001009801,11001009801,"Census Tract 98.01, District of Columbia, District of Columbia",102,47,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,14,20,0,95,5,8,19,23,26,23,18,22,0,95,20,22,0,95,0,95,0,95
1400000US11001009802,11001009802,"Census Tract 98.02, District of Columbia, District of Columbia",96,40,0,95,6,10,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,9,12,8,15,0,95,10,16,11,9,41,34,11,16,0,95,0,95,0,95,0,95
1400000US11001009803,11001009803,"Census Tract 98.03, District of Columbia, District of Columbia",198,73,26,30,0,95,0,95,0,95,0,95,0,95,0,95,0,95,5,10,0,95,0,95,0,95,0,95,0,95,0,95,0,95,7,11,52,30,18,19,69,53,21,24,0,95,0,95,0,95
1400000US11001009804,11001009804,"Census Tract 98.04, District of Columbia, District of Columbia",332,88,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,11,16,0,95,4,6,0,95,36,38,10,15,23,38,23,23,103,62,29,25,32,28,35,34,14,17,0,95,12,22
1400000US11001009807,11001009807,"Census Tract 98.07, District of Columbia, District of Columbia",817,133,0,95,0,95,0,95,0,95,0,95,0,95,0,95,12,20,9,14,38,49,0,95,30,29,0,95,11,17,34,55,69,47,31,37,200,94,194,80,166,71,8,15,15,22,0,95,0,95
1400000US11001009810,11001009810,"Census Tract 98.10, District of Columbia, District of Columbia",75,53,0,95,0,95,0,95,0,95,0,95,0,95,0,95,14,23,0,95,0,95,0,95,0,95,0,95,0,95,0,95,18,30,18,31,25,36,0,95,0,95,0,95,0,95,0,95,0,95
1400000US11001009811,11001009811,"Census Tract 98.11, District of Columbia, District of Columbia",109,68,0,95,0,95,0,95,0,95,9,17,0,95,0,95,0,95,6,14,0,95,0,95,0,95,0,95,0,95,0,95,0,95,13,21,51,77,0,95,11,22,0,95,19,29,0,95,0,95
1400000US11001009901,11001009901,"Census Tract 99.01, District of Columbia, District of Columbia",885,92,0,95,0,95,0,95,0,95,8,12,0,95,0,95,15,20,0,95,0,95,0,95,0,95,0,95,30,29,0,95,15,18,0,95,187,92,85,52,169,67,274,99,87,55,12,20,3,7
1400000US11001009902,11001009902,"Census Tract 99.02, District of Columbia, District of Columbia",907,104,0,95,0,95,0,95,10,14,10,16,0,95,0,95,12,19,0,95,22,26,0,95,0,95,0,95,10,17,0,95,110,76,52,38,233,86,193,91,213,111,0,95,14,24,0,95,28,42
